passenger_id,age,nationality,loyalty_tier,lifetime_flights,lifetime_spend_usd,preferred_cabin,churn_risk_score,digital_checkin,app_user,account_age_years,avg_booking_lead_days,last_flight_days_ago
PAX011835,23,AE,Silver,11,8224.43,First,0.254,1,1,6.2,42,37
PAX011836,35,QA,Platinum,60,60196.62,Economy,0.034,0,1,5.2,59,101
PAX011837,18,IN,Blue,2,1919.37,Economy,0.386,1,1,5.1,13,68
PAX011838,27,JP,Blue,3,2761.01,Economy,0.323,1,1,2.6,59,64
PAX011839,23,DE,Platinum,78,64188.44,Economy,0.067,1,1,6.5,75,53
PAX011840,35,IN,Blue,3,907.58,Business,0.381,1,0,7.5,79,178
PAX011841,43,IN,Silver,14,5662.89,Economy,0.137,0,1,11.5,18,111
PAX011842,24,US,Blue,2,3213.55,Economy,0.537,1,0,11.7,45,16
PAX011843,38,TH,Blue,3,1722.94,Business,0.345,0,1,4.5,1,94
PAX011844,40,SG,Blue,3,3602.09,Business,0.366,0,0,6.8,38,66
PAX011845,41,DE,Blue,3,3538.08,Economy,0.331,1,1,1.8,1,31
PAX011846,21,DE,Blue,3,3464.37,Economy,0.312,1,0,3.2,34,143
PAX011847,35,GB,Blue,3,3244.09,Economy,0.278,0,0,4.2,41,51
PAX011848,40,EG,Silver,7,6470.78,Economy,0.188,1,0,11.9,52,79
PAX011849,45,TH,Blue,3,2176.39,Economy,0.319,1,0,4.6,26,166
PAX011850,36,EG,Blue,2,3814.77,Economy,0.353,1,0,10.7,33,100
PAX011851,26,IN,Blue,4,2766.54,Economy,0.367,0,1,6.1,25,32
PAX011852,31,AE,Gold,33,20976.08,Business,0.146,1,1,2.3,50,100
PAX011853,41,AE,Blue,2,2281.09,Economy,0.425,1,0,10.9,10,103
PAX011854,18,IN,Silver,13,7065.8,Economy,0.218,1,0,1.3,35,1
PAX011855,31,AU,Blue,2,2956.27,Economy,0.411,0,1,7.5,66,134
PAX011856,58,TH,Gold,43,29627.11,Business,0.032,1,1,8.0,26,107
PAX011857,42,QA,Silver,18,6807.5,Economy,0.176,1,0,9.0,31,73
PAX011858,31,GB,Silver,9,5154.4,Economy,0.246,0,0,1.1,22,6
PAX011859,44,GB,Blue,1,2989.06,Business,0.476,1,1,1.1,51,62
PAX011860,37,GB,Platinum,59,58618.6,Business,0.125,1,1,2.5,32,128
PAX011861,38,GB,Silver,11,12962.69,Economy,0.203,0,0,1.9,39,1
PAX011862,31,EG,Blue,3,2309.24,Economy,0.339,0,0,9.1,24,1
PAX011863,39,QA,Blue,2,2463.97,Economy,0.567,0,0,8.3,61,129
PAX011864,22,QA,Platinum,14,54332.09,Economy,0.01,1,1,1.8,33,230
PAX011865,33,US,Gold,31,16645.86,Economy,0.101,1,0,1.2,23,29
PAX011866,26,AU,Blue,2,2963.07,Business,0.481,0,0,0.8,32,55
PAX011867,40,EG,Gold,21,15743.35,Business,0.071,1,0,6.6,23,98
PAX011868,42,GB,Blue,2,4129.87,Economy,0.45,1,1,7.1,10,18
PAX011869,27,FR,Silver,12,7110.54,Economy,0.275,1,0,11.9,28,107
PAX011870,25,IN,Blue,3,2383.45,Business,0.273,1,1,9.6,7,101
PAX011871,18,IN,Silver,11,6613.18,Economy,0.096,0,1,11.6,43,77
PAX011872,38,US,Blue,2,1876.3,Economy,0.398,1,1,10.3,14,66
PAX011873,36,IN,Gold,27,23296.24,Business,0.107,1,1,0.9,5,42
PAX011874,28,SG,Blue,2,3182.1,Economy,0.543,0,1,8.2,15,9
PAX011875,39,EG,Gold,33,30110.7,Economy,0.163,1,1,8.0,61,157
PAX011876,47,GB,Gold,36,22276.61,Economy,0.01,1,1,1.8,22,70
PAX011877,24,JP,Blue,2,2279.88,Business,0.531,1,1,5.8,28,85
PAX011878,34,GB,Silver,13,11040.94,Economy,0.141,0,0,9.9,10,168
PAX011879,23,TH,Silver,14,8657.82,Economy,0.149,0,0,9.3,24,214
PAX011880,33,IN,Platinum,73,86553.53,Economy,0.01,1,1,6.9,39,25
PAX011881,36,EG,Silver,22,9584.51,Economy,0.108,1,1,9.2,52,98
PAX011882,34,DE,Blue,2,3082.34,Business,0.468,1,1,7.9,24,35
PAX011883,33,QA,Silver,8,9689.09,Economy,0.13,1,1,4.7,56,174
PAX011884,36,GB,Gold,24,16963.46,Business,0.159,1,1,9.8,2,177
PAX011885,35,US,Gold,39,21256.06,Economy,0.201,1,1,2.2,35,225
PAX011886,27,US,Silver,9,9461.92,Business,0.203,0,1,7.7,21,174
PAX011887,18,GB,Silver,15,7892.42,Economy,0.223,1,1,3.6,2,54
PAX011888,32,DE,Gold,26,24138.67,First,0.102,1,1,2.7,14,88
PAX011889,18,QA,Blue,3,2751.57,Economy,0.365,1,1,2.4,48,37
PAX011890,38,TH,Platinum,53,52327.27,Business,0.01,1,0,6.9,30,35
PAX011891,26,DE,Blue,4,3058.24,First,0.285,0,1,11.9,41,118
PAX011892,28,QA,Gold,15,20993.93,Business,0.015,0,1,4.2,13,108
PAX011893,45,DE,Gold,38,24505.21,Business,0.115,1,1,9.3,23,194
PAX011894,21,SG,Blue,1,4390.04,Economy,0.498,0,0,1.6,59,127
PAX011895,23,SG,Blue,2,2442.91,Economy,0.496,1,1,7.5,17,137
PAX011896,36,AU,Blue,2,3477.98,Economy,0.536,1,0,7.1,28,92
PAX011897,18,DE,Silver,15,8306.0,Economy,0.216,1,0,3.9,31,53
PAX011898,42,GB,Silver,16,5206.7,Economy,0.097,0,0,5.4,23,8
PAX011899,23,QA,Silver,11,9335.5,Economy,0.252,0,1,7.0,55,127
PAX011900,25,QA,Blue,2,3474.19,Economy,0.509,0,1,6.9,35,72
PAX011901,33,US,Platinum,43,56092.25,Economy,0.02,0,1,6.5,3,91
PAX011902,51,GB,Gold,24,30304.54,Economy,0.01,1,1,8.9,39,122
PAX011903,34,DE,Silver,13,8452.34,Economy,0.165,0,0,3.7,53,201
PAX011904,33,GB,Gold,36,22567.16,Economy,0.055,1,1,11.7,28,7
PAX011905,31,AE,Gold,39,14051.01,Economy,0.133,0,0,5.7,1,102
PAX011906,34,GB,Gold,28,14956.07,Business,0.087,1,1,7.0,59,91
PAX011907,18,GB,Blue,2,4213.73,Economy,0.462,0,0,7.0,23,1
PAX011908,31,QA,Silver,6,7435.8,Economy,0.147,1,0,10.0,23,1
PAX011909,27,EG,Blue,1,2879.62,Economy,0.398,0,0,11.5,52,10
PAX011910,38,DE,Silver,13,10015.49,Economy,0.104,1,0,7.9,23,132
PAX011911,29,GB,Blue,3,866.89,Economy,0.31,1,0,7.1,22,90
PAX011912,35,IN,Gold,33,18254.83,Business,0.072,1,1,11.9,52,1
PAX011913,31,QA,Blue,3,1216.81,Business,0.33,1,0,7.8,7,153
PAX011914,39,TH,Gold,27,19324.34,Economy,0.057,1,1,9.1,50,68
PAX011915,39,GB,Gold,32,23239.14,Economy,0.01,1,1,1.5,43,128
PAX011916,37,AE,Blue,3,1910.25,Economy,0.353,0,1,8.2,33,19
PAX011917,18,FR,Blue,2,2325.56,Economy,0.454,1,1,0.5,70,68
PAX011918,40,FR,Blue,2,2566.79,Economy,0.446,1,0,4.3,39,88
PAX011919,39,AU,Silver,15,7327.16,Economy,0.271,1,0,3.2,46,114
PAX011920,20,QA,Blue,3,1994.76,Economy,0.324,0,1,2.4,37,156
PAX011921,25,US,Blue,2,2368.51,Business,0.448,0,0,6.4,12,220
PAX011922,39,US,Blue,2,1623.75,First,0.52,1,0,8.4,13,85
PAX011923,27,AE,Blue,5,1837.14,Economy,0.344,1,1,7.6,38,76
PAX011924,41,FR,Gold,34,31920.96,Business,0.01,1,1,11.8,45,196
PAX011925,42,QA,Silver,11,5315.37,Economy,0.222,1,0,1.8,38,96
PAX011926,34,GB,Blue,3,933.95,Economy,0.379,1,0,4.8,1,126
PAX011927,49,QA,Blue,3,2579.1,Economy,0.429,0,1,3.2,2,118
PAX011928,22,GB,Blue,2,2225.08,Economy,0.479,1,0,6.6,46,180
PAX011929,18,GB,Silver,15,9004.51,Business,0.163,1,0,5.1,4,2
PAX011930,32,IN,Blue,3,2741.43,Economy,0.474,1,1,8.0,26,9
PAX011931,19,US,Blue,2,3418.61,Economy,0.465,1,1,4.8,43,90
PAX011932,24,AE,Blue,3,3989.11,Economy,0.323,1,1,2.1,23,65
PAX011933,43,AU,Gold,24,24856.97,Economy,0.057,1,1,2.7,3,202
PAX011934,46,SG,Gold,34,27724.13,Business,0.046,1,1,2.4,1,56
PAX011935,40,FR,Silver,15,9654.43,Economy,0.208,1,0,1.4,24,94
PAX011936,40,AE,Platinum,51,58544.86,Economy,0.056,0,1,2.2,1,161
PAX011937,23,IN,Silver,10,9459.04,Economy,0.207,1,0,6.6,42,166
PAX011938,22,JP,Silver,5,9918.72,Business,0.193,1,1,11.1,41,115
PAX011939,28,QA,Silver,16,10209.27,Economy,0.169,1,0,4.3,58,118
PAX011940,36,IN,Silver,11,8306.88,Economy,0.191,1,1,6.6,65,72
PAX011941,32,SG,Blue,2,2436.75,Economy,0.537,1,1,5.7,46,131
PAX011942,50,JP,Gold,22,13274.67,Business,0.029,0,1,6.7,23,173
PAX011943,41,FR,Silver,12,7383.87,Economy,0.282,1,1,11.6,21,133
PAX011944,30,AE,Blue,3,3057.57,Economy,0.438,0,1,2.8,20,114
PAX011945,28,SG,Silver,13,10710.8,Economy,0.237,0,0,3.6,29,141
PAX011946,36,SG,Blue,2,2985.98,Economy,0.466,1,1,2.0,32,1
PAX011947,18,JP,Blue,3,2602.92,Economy,0.381,1,0,9.2,40,198
PAX011948,26,QA,Blue,2,3201.08,Economy,0.405,1,0,11.7,21,1
PAX011949,41,GB,Blue,3,2828.04,Economy,0.27,1,1,9.3,18,119
PAX011950,18,GB,Blue,2,2550.11,Business,0.423,1,0,7.9,15,114
PAX011951,44,QA,Gold,29,16466.49,Economy,0.068,1,1,9.6,55,181
PAX011952,34,QA,Blue,4,1441.8,Economy,0.374,1,1,0.9,38,99
PAX011953,34,DE,Blue,3,2783.19,Economy,0.275,1,1,3.6,36,157
PAX011954,38,US,Platinum,41,65978.62,First,0.042,1,1,2.5,43,52
PAX011955,27,AE,Silver,16,8722.13,Economy,0.172,1,1,3.9,19,94
PAX011956,31,GB,Platinum,57,65884.67,Economy,0.015,1,1,8.8,58,47
PAX011957,34,IN,Silver,18,7962.84,Business,0.228,1,1,10.7,36,32
PAX011958,21,AU,Silver,19,10169.54,Economy,0.111,1,1,1.0,57,104
PAX011959,31,EG,Blue,4,4078.35,Economy,0.348,0,1,9.8,39,193
PAX011960,21,AE,Blue,2,3267.0,Economy,0.427,1,0,11.5,38,86
PAX011961,29,GB,Blue,4,2759.35,Economy,0.282,1,0,10.0,43,168
PAX011962,43,AU,Blue,4,3034.12,Economy,0.366,1,0,3.9,2,83
PAX011963,32,IN,Silver,13,7992.22,Business,0.26,1,1,4.7,10,61
PAX011964,26,QA,Silver,16,8999.6,Economy,0.193,0,1,8.9,36,67
PAX011965,22,TH,Blue,3,3927.14,Economy,0.311,1,1,7.4,46,67
PAX011966,43,US,Blue,3,2177.86,Business,0.322,0,1,1.3,51,58
PAX011967,38,AE,Silver,9,9783.63,Economy,0.197,0,0,1.3,26,77
PAX011968,47,EG,Platinum,44,72246.92,Economy,0.01,1,1,6.3,18,92
PAX011969,28,QA,Blue,3,2850.7,Economy,0.373,0,1,0.9,22,56
PAX011970,28,US,Gold,31,19140.15,Economy,0.15,1,0,6.8,55,133
PAX011971,36,QA,Silver,13,9573.84,Economy,0.15,0,0,6.4,37,100
PAX011972,35,FR,Silver,14,6894.55,Business,0.152,1,1,5.4,53,142
PAX011973,36,AE,Blue,3,3423.34,Economy,0.339,0,1,5.0,36,51
PAX011974,21,US,Blue,3,3138.38,Economy,0.353,0,1,2.9,29,222
PAX011975,55,AU,Gold,30,14285.09,Business,0.017,1,1,0.7,36,186
PAX011976,20,FR,Platinum,67,29229.67,Economy,0.102,0,0,1.7,57,34
PAX011977,27,GB,Blue,2,3543.71,Economy,0.479,1,1,3.2,16,175
PAX011978,33,FR,Blue,1,3151.42,Economy,0.478,1,1,1.3,53,101
PAX011979,18,GB,Silver,13,7947.22,Business,0.145,0,0,11.2,6,48
PAX011980,29,FR,Platinum,62,45742.89,Economy,0.138,1,1,0.8,54,23
PAX011981,36,QA,Silver,13,6399.42,Economy,0.213,1,1,1.9,30,43
PAX011982,31,GB,Blue,3,2936.44,Economy,0.346,1,0,8.1,27,1
PAX011983,41,GB,Blue,4,3542.85,Economy,0.32,1,0,10.7,33,162
PAX011984,38,GB,Blue,3,3070.54,Economy,0.424,1,1,0.6,42,88
PAX011985,22,US,Silver,16,7316.12,Economy,0.163,0,1,11.8,36,135
PAX011986,37,US,Blue,2,3592.13,Economy,0.462,0,1,2.1,32,149
PAX011987,29,AU,Silver,13,6609.96,Economy,0.219,0,1,3.4,50,108
PAX011988,49,US,Platinum,45,73016.5,First,0.01,0,1,6.2,23,71
PAX011989,34,QA,Blue,1,4428.33,Economy,0.419,1,1,2.8,26,128
PAX011990,55,FR,Gold,20,21241.47,Business,0.047,1,1,10.0,33,1
PAX011991,42,TH,Gold,15,22897.34,Economy,0.01,1,1,7.6,49,1
PAX011992,32,US,Blue,4,2176.15,Economy,0.385,0,1,6.2,31,72
PAX011993,40,IN,Blue,4,2633.0,Business,0.365,1,1,7.5,26,79
PAX011994,34,IN,Silver,11,9392.02,Economy,0.192,0,0,1.0,43,111
PAX011995,38,AE,Blue,1,2039.3,Economy,0.411,0,1,3.5,9,26
PAX011996,27,JP,Silver,13,7202.95,Economy,0.203,0,1,8.0,46,115
PAX011997,21,US,Silver,18,12197.05,Economy,0.244,1,1,10.8,39,52
PAX011998,20,AU,Silver,11,11786.71,Economy,0.207,1,0,9.8,1,25
PAX011999,19,GB,Silver,13,10554.85,Economy,0.186,1,1,3.5,36,12
PAX012000,26,QA,Silver,18,3999.96,Economy,0.045,1,0,8.1,37,145
PAX012001,29,JP,Blue,3,1492.59,Business,0.413,0,0,4.1,27,67
PAX012002,31,GB,Blue,1,3167.34,Economy,0.444,0,1,9.2,27,214
PAX012003,23,QA,Silver,11,9869.01,Economy,0.272,0,1,3.1,30,153
PAX012004,49,GB,Platinum,56,59363.13,Business,0.095,0,1,5.9,29,46
PAX012005,18,QA,Silver,11,6432.3,Economy,0.196,1,0,2.9,43,105
PAX012006,32,US,Silver,8,9033.08,Economy,0.14,0,1,10.0,16,86
PAX012007,23,GB,Blue,1,3150.83,Business,0.39,1,1,11.1,46,1
PAX012008,23,QA,Blue,4,3863.38,Business,0.363,0,0,1.7,26,94
PAX012009,29,IN,Silver,7,8242.79,Economy,0.192,0,1,11.7,13,60
PAX012010,32,QA,Platinum,61,93308.46,Economy,0.049,1,1,11.5,66,114
PAX012011,27,GB,Blue,1,2422.0,Business,0.41,1,1,3.2,35,74
PAX012012,18,US,Silver,14,10399.84,Business,0.056,1,1,5.5,36,74
PAX012013,25,FR,Gold,36,15762.88,Economy,0.055,0,1,4.4,1,75
PAX012014,18,AU,Gold,12,28433.56,Economy,0.06,1,1,0.8,37,126
PAX012015,34,FR,Silver,7,6547.12,Economy,0.226,0,1,11.1,27,82
PAX012016,29,IN,Platinum,14,84155.67,Economy,0.01,1,1,8.3,39,1
PAX012017,25,AE,Silver,11,10719.57,Economy,0.117,1,0,3.5,51,42
PAX012018,45,QA,Silver,12,8382.9,Economy,0.136,0,1,8.2,19,78
PAX012019,36,US,Blue,3,3149.47,Economy,0.335,1,1,11.5,26,162
PAX012020,32,QA,Blue,4,3041.29,Economy,0.348,1,0,9.6,19,81
PAX012021,32,IN,Silver,7,6293.78,Economy,0.076,1,1,6.3,31,188
PAX012022,25,IN,Silver,12,6873.07,Business,0.145,0,1,5.9,57,7
PAX012023,28,GB,Blue,1,3493.52,Economy,0.482,1,1,5.1,25,115
PAX012024,27,QA,Blue,4,2516.23,Economy,0.333,0,0,3.3,15,73
PAX012025,34,DE,Platinum,47,50852.51,Business,0.064,0,1,10.0,31,1
PAX012026,21,AU,Blue,2,4211.58,Business,0.492,1,1,0.8,9,57
PAX012027,28,FR,Blue,4,2676.49,Economy,0.471,1,1,1.6,28,159
PAX012028,27,QA,Silver,14,9808.58,Economy,0.227,0,0,4.3,29,1
PAX012029,53,QA,Silver,11,7742.9,Economy,0.085,0,0,3.7,18,103
PAX012030,32,DE,Silver,15,8387.29,Economy,0.249,0,0,10.0,43,33
PAX012031,21,DE,Blue,3,4199.96,Economy,0.34,1,1,5.6,7,23
PAX012032,33,IN,Silver,11,6320.0,Economy,0.127,1,1,4.4,17,1
PAX012033,30,FR,Silver,12,5147.87,Economy,0.106,1,1,8.5,16,116
PAX012034,31,IN,Blue,3,2644.96,Economy,0.332,0,1,6.7,38,107
PAX012035,52,DE,Blue,2,3029.09,Business,0.404,0,1,7.6,55,65
PAX012036,18,GB,Blue,3,2479.04,Economy,0.356,0,1,4.6,19,136
PAX012037,42,IN,Gold,20,25398.12,Economy,0.167,1,1,5.1,19,150
PAX012038,47,FR,Gold,29,14907.75,Economy,0.015,1,1,10.6,1,86
PAX012039,35,GB,Gold,27,20108.39,Economy,0.146,0,1,0.9,28,31
PAX012040,44,EG,Gold,25,20445.31,Economy,0.127,1,1,7.0,51,113
PAX012041,44,SG,Gold,19,22410.69,First,0.065,1,0,2.0,43,92
PAX012042,36,GB,Silver,9,10219.72,Economy,0.242,1,1,11.3,34,120
PAX012043,49,GB,Gold,22,27737.87,Business,0.017,1,0,5.5,18,118
PAX012044,33,IN,Blue,3,2719.12,Business,0.353,1,0,8.4,42,73
PAX012045,39,TH,Silver,18,5370.61,Economy,0.078,1,0,5.6,24,49
PAX012046,51,AE,Blue,3,1902.56,Economy,0.33,0,1,8.5,47,1
PAX012047,27,DE,Blue,2,2502.97,Business,0.364,0,1,9.0,12,134
PAX012048,19,AE,Blue,2,3322.78,Economy,0.482,1,0,11.7,43,3
PAX012049,41,GB,Silver,14,9288.9,Economy,0.12,1,1,9.9,34,118
PAX012050,30,DE,Platinum,35,56970.28,Business,0.053,0,1,9.6,51,119
PAX012051,31,QA,Blue,3,2302.04,Economy,0.406,0,0,0.9,28,136
PAX012052,54,GB,Gold,23,23621.09,Economy,0.01,1,1,4.3,33,140
PAX012053,18,IN,Silver,12,11072.31,Economy,0.185,0,0,1.7,40,71
PAX012054,18,US,Gold,10,24468.48,Business,0.046,1,1,10.3,39,153
PAX012055,18,AE,Blue,2,2880.96,Economy,0.384,1,0,11.7,37,89
PAX012056,39,AU,Platinum,53,65118.76,Economy,0.036,1,1,9.6,11,112
PAX012057,44,AE,Blue,3,3507.85,Economy,0.407,0,0,9.1,10,54
PAX012058,18,SG,Gold,36,38340.0,Business,0.054,0,1,1.4,48,163
PAX012059,40,US,Gold,35,17750.53,Business,0.112,1,1,9.2,53,42
PAX012060,48,AE,Platinum,59,51127.96,Economy,0.01,1,0,8.7,32,158
PAX012061,32,SG,Platinum,34,82021.71,Economy,0.061,1,1,10.0,66,111
PAX012062,48,FR,Silver,4,9754.13,Economy,0.196,1,1,3.4,51,209
PAX012063,32,IN,Gold,33,24869.09,Economy,0.114,0,1,4.7,39,59
PAX012064,25,GB,Blue,3,2295.8,Economy,0.366,0,0,3.1,41,64
PAX012065,36,GB,Blue,2,3785.32,Economy,0.423,0,0,5.1,58,201
PAX012066,19,US,Silver,14,6670.58,Economy,0.254,1,1,3.6,52,1
PAX012067,19,TH,Blue,3,3277.38,Economy,0.419,0,1,9.7,37,124
PAX012068,47,AU,Platinum,18,79085.68,Economy,0.043,1,1,9.6,46,1
PAX012069,45,GB,Gold,18,20102.45,Economy,0.065,0,1,9.3,79,161
PAX012070,35,DE,Gold,33,28500.69,Business,0.096,1,1,5.7,43,31
PAX012071,54,US,Gold,22,15989.37,First,0.01,1,1,5.7,44,114
PAX012072,32,GB,Gold,17,26573.1,Economy,0.062,1,1,3.1,25,8
PAX012073,52,SG,Blue,4,3498.09,Business,0.33,1,1,11.5,28,77
PAX012074,34,SG,Blue,2,3324.82,Economy,0.471,1,1,7.9,58,74
PAX012075,40,US,Silver,5,7986.47,Economy,0.25,1,0,9.2,30,110
PAX012076,23,TH,Silver,12,8121.94,Economy,0.178,1,1,2.7,33,80
PAX012077,48,GB,Gold,27,18602.96,Economy,0.029,1,1,7.5,16,140
PAX012078,21,US,Silver,14,3756.82,Business,0.224,1,0,3.4,51,1
PAX012079,39,GB,Blue,4,2546.81,First,0.291,1,0,7.4,14,54
PAX012080,39,AU,Blue,2,3003.86,Economy,0.412,0,1,11.3,32,83
PAX012081,42,SG,Silver,12,8834.44,Economy,0.182,0,0,3.1,55,141
PAX012082,38,JP,Gold,33,22086.21,Economy,0.105,1,1,9.8,32,32
PAX012083,22,IN,Gold,23,30720.18,Economy,0.037,1,1,2.7,72,58
PAX012084,23,AU,Blue,3,3223.69,Economy,0.431,1,0,0.8,46,23
PAX012085,44,IN,Blue,4,2862.39,Economy,0.291,1,0,4.1,18,106
PAX012086,30,AU,Blue,2,2608.48,Economy,0.497,0,1,5.5,34,115
PAX012087,32,SG,Blue,2,2967.23,Economy,0.416,1,0,8.3,27,145
PAX012088,58,US,Silver,11,7994.74,Economy,0.197,1,0,11.3,26,35
PAX012089,48,EG,Silver,15,6718.65,Business,0.134,1,0,0.6,59,74
PAX012090,18,EG,Blue,4,2273.41,Economy,0.414,1,1,6.1,22,66
PAX012091,37,GB,Silver,6,4205.22,Economy,0.113,0,1,10.4,33,104
PAX012092,38,GB,Gold,28,16479.6,Economy,0.025,0,1,6.5,1,48
PAX012093,29,JP,Silver,15,12033.63,Business,0.179,1,0,3.0,27,87
PAX012094,44,IN,Silver,18,8476.78,Economy,0.199,1,0,1.1,37,135
PAX012095,38,SG,Gold,32,23977.45,Economy,0.159,0,1,5.8,47,1
PAX012096,32,AU,Gold,27,15449.7,Economy,0.01,0,1,1.6,34,98
PAX012097,33,EG,Blue,3,2895.26,Economy,0.4,1,1,7.2,31,161
PAX012098,29,US,Silver,14,8862.55,Economy,0.233,1,0,7.1,49,66
PAX012099,36,QA,Blue,1,3854.38,Economy,0.402,0,0,11.9,51,94
PAX012100,26,US,Silver,6,5504.73,Economy,0.168,1,1,0.7,15,70
PAX012101,20,JP,Blue,4,2052.95,Economy,0.438,0,1,8.7,28,123
PAX012102,38,GB,Gold,31,26951.72,First,0.057,1,1,4.9,11,74
PAX012103,42,DE,Blue,3,2348.07,Economy,0.328,0,0,0.9,74,1
PAX012104,52,FR,Gold,37,13011.98,Economy,0.063,1,1,3.1,39,53
PAX012105,18,US,Silver,17,15244.98,Economy,0.125,1,1,2.0,14,106
PAX012106,35,US,Silver,5,9158.24,First,0.203,0,0,6.9,25,110
PAX012107,54,US,Platinum,65,60299.2,Economy,0.01,1,1,8.5,27,161
PAX012108,41,AU,Blue,2,3420.35,Economy,0.434,0,1,3.3,54,150
PAX012109,25,US,Blue,1,1696.54,Economy,0.423,1,1,2.4,41,68
PAX012110,29,JP,Silver,12,9007.92,Economy,0.158,0,1,2.9,16,70
PAX012111,48,AU,Gold,31,15261.35,Business,0.01,1,1,2.0,22,1
PAX012112,36,EG,Platinum,61,77547.98,Economy,0.01,1,1,9.7,38,190
PAX012113,43,DE,Blue,3,2872.85,Economy,0.339,1,0,4.2,42,73
PAX012114,42,AE,Gold,27,25193.64,Business,0.063,1,0,10.6,49,87
PAX012115,50,DE,Gold,18,23865.11,First,0.046,1,1,7.0,1,1
PAX012116,39,GB,Platinum,37,38876.88,Business,0.01,1,1,7.5,41,272
PAX012117,58,EG,Platinum,48,53517.29,Economy,0.01,0,1,4.0,52,101
PAX012118,30,AU,Blue,3,3644.47,Economy,0.299,0,0,7.7,22,36
PAX012119,42,US,Blue,3,2746.64,Economy,0.3,0,1,8.6,43,60
PAX012120,23,DE,Blue,3,2669.5,Economy,0.444,1,0,3.5,28,211
PAX012121,50,GB,Platinum,46,68340.21,First,0.059,1,1,1.0,20,81
PAX012122,28,IN,Silver,8,10902.94,Economy,0.192,0,0,0.7,34,98
PAX012123,48,US,Platinum,46,69194.06,Economy,0.01,1,1,3.6,62,105
PAX012124,44,TH,Platinum,52,94296.03,Business,0.037,1,1,4.9,41,129
PAX012125,44,FR,Silver,14,8764.19,Business,0.187,1,0,7.2,53,121
PAX012126,35,US,Blue,3,2678.6,Economy,0.313,1,1,3.3,21,113
PAX012127,35,JP,Blue,2,2995.12,Business,0.434,1,0,9.8,56,190
PAX012128,18,IN,Blue,1,3506.64,Economy,0.448,1,0,4.5,36,203
PAX012129,31,JP,Platinum,60,54709.38,Economy,0.053,1,1,7.3,41,93
PAX012130,18,FR,Blue,3,2493.08,Economy,0.302,0,0,9.8,34,174
PAX012131,39,FR,Silver,15,14235.08,Economy,0.281,1,1,6.3,55,64
PAX012132,39,SG,Gold,19,18218.07,First,0.085,0,1,3.6,19,150
PAX012133,35,EG,Silver,13,8129.21,Economy,0.254,0,1,9.9,31,68
PAX012134,45,US,Silver,9,12901.01,Economy,0.239,0,1,4.2,15,151
PAX012135,18,GB,Silver,15,9488.51,Economy,0.248,1,1,1.1,53,76
PAX012136,34,DE,Silver,10,12716.54,Business,0.207,1,1,0.5,34,1
PAX012137,32,QA,Gold,32,20687.32,Business,0.035,1,1,5.3,52,105
PAX012138,53,DE,Gold,24,21524.88,Economy,0.05,1,1,5.3,67,4
PAX012139,40,US,Blue,3,3073.61,Economy,0.306,1,1,11.2,29,74
PAX012140,31,QA,Blue,2,2007.13,Business,0.502,0,0,4.1,44,156
PAX012141,26,US,Silver,3,10305.58,Economy,0.199,1,1,0.7,30,35
PAX012142,41,IN,Gold,24,19943.27,Economy,0.01,1,1,4.6,27,56
PAX012143,33,AE,Blue,3,2585.03,Business,0.348,1,0,5.2,51,199
PAX012144,21,US,Gold,28,29397.64,Business,0.081,1,1,3.1,57,42
PAX012145,26,GB,Silver,19,9029.1,Economy,0.177,0,1,8.6,20,123
PAX012146,19,TH,Silver,17,7503.98,Business,0.144,0,1,5.5,34,54
PAX012147,40,GB,Blue,2,1169.44,Economy,0.45,0,0,10.5,28,26
PAX012148,54,US,Gold,24,21743.53,First,0.029,1,1,10.1,36,1
PAX012149,40,FR,Silver,16,8417.7,Economy,0.207,1,0,11.1,21,1
PAX012150,43,SG,Gold,25,27757.12,First,0.035,1,1,11.5,7,34
PAX012151,48,QA,Gold,30,20340.12,Economy,0.037,1,1,2.2,26,133
PAX012152,26,JP,Silver,12,9499.87,Economy,0.167,0,1,11.0,28,104
PAX012153,37,AU,Blue,4,3252.35,Economy,0.5,0,0,8.6,20,1
PAX012154,52,EG,Gold,38,26442.03,Economy,0.16,1,1,10.5,41,66
PAX012155,31,US,Silver,13,6987.25,Economy,0.152,0,0,8.4,41,47
PAX012156,43,DE,Platinum,55,39966.64,Economy,0.033,1,1,9.3,22,123
PAX012157,25,IN,Silver,11,11302.07,Business,0.226,1,0,7.8,4,63
PAX012158,33,GB,Platinum,73,90657.45,First,0.01,1,1,3.1,28,1
PAX012159,40,TH,Silver,13,4254.35,Economy,0.181,1,1,5.6,33,175
PAX012160,24,GB,Gold,19,29093.58,Economy,0.066,1,1,5.6,55,1
PAX012161,38,FR,Blue,4,3771.36,Economy,0.325,0,1,6.7,63,63
PAX012162,25,GB,Silver,6,9857.97,Economy,0.198,1,0,1.1,1,166
PAX012163,38,QA,Blue,3,2812.32,Economy,0.322,0,1,3.0,33,96
PAX012164,20,IN,Blue,2,3446.15,Economy,0.529,1,1,0.9,47,111
PAX012165,41,IN,Platinum,43,65270.2,Economy,0.077,1,1,3.5,43,1
PAX012166,37,FR,Gold,26,14168.8,Economy,0.084,1,1,1.7,55,71
PAX012167,59,IN,Silver,6,10046.12,Economy,0.099,1,0,11.8,6,48
