flight_id,flight_date,month,route,aircraft_type,scheduled_duration_min,departure_delay_min,arrival_delay_min,on_time_delivery,load_factor,pax_capacity,pax_boarded,fuel_efficiency_lp100km,technical_delay,catering_issue
QA822,2024-03-28,3,DOH-DXB,A320neo,60,17.6,12.5,1,0.859,180,155,5.04,0,0
QA323,2024-08-18,8,DOH-DXB,A321neo,60,2.1,3.9,1,0.856,180,154,4.63,0,0
QA369,2024-04-09,4,DOH-DXB,A320neo,60,0.0,4.0,1,0.811,180,146,4.43,0,0
QA123,2024-07-24,7,DOH-JFK,A350-900,510,6.8,1.7,1,0.931,290,270,4.64,0,0
QA546,2024-08-21,8,DOH-SIN,A350-900,390,9.5,9.5,1,0.947,280,265,4.52,0,0
QA739,2024-01-14,1,DOH-SYD,A350-900,780,9.1,9.4,1,0.868,400,347,4.19,0,0
QA723,2024-07-09,7,DOH-NRT,A350-900,480,0.0,0.2,1,1.0,280,280,4.1,0,0
QA279,2024-10-01,10,DOH-BOM,B777-300ER,180,7.0,5.5,1,0.921,175,161,4.8,0,0
QA627,2024-07-12,7,DOH-CDG,A380-800,390,6.6,0.0,1,0.874,300,262,4.95,0,0
QA468,2024-03-07,3,DOH-NRT,A350-900,480,11.0,3.0,1,0.896,280,251,4.47,0,0
QA439,2024-06-03,6,DOH-CDG,A350-900,390,12.2,8.9,1,0.826,300,248,5.08,0,0
QA599,2024-01-01,1,DOH-LHR,A380-800,420,11.2,10.8,1,0.853,310,264,5.21,0,0
QA829,2024-03-28,3,DOH-SIN,B777-300ER,390,12.4,12.8,1,0.907,280,254,5.42,0,0
QA248,2024-06-14,6,DOH-BOM,B777-300ER,180,0.0,0.0,1,0.907,175,159,4.74,0,0
QA120,2024-05-15,5,DOH-JFK,B777-300ER,510,0.0,2.7,1,0.84,290,244,4.72,0,0
QA943,2024-01-10,1,DOH-CDG,A380-800,390,7.4,6.2,1,0.822,300,247,4.9,0,0
QA531,2024-05-07,5,DOH-CDG,A350-900,390,9.3,3.2,1,0.914,300,274,4.41,0,0
QA327,2024-10-30,10,DOH-BOM,A320neo,180,2.8,3.9,1,0.902,175,158,4.53,0,0
QA264,2024-05-01,5,DOH-LHR,A350-900,420,0.0,0.0,1,0.893,310,277,4.12,0,0
QA214,2024-05-21,5,DOH-BOM,B777-300ER,180,0.0,0.0,1,0.896,175,157,4.88,0,0
QA801,2024-01-14,1,DOH-SYD,A380-800,780,10.0,16.2,0,0.845,400,338,3.48,0,0
QA915,2024-11-03,11,DOH-JFK,A350-900,510,11.8,7.9,1,0.831,290,241,4.25,0,0
QA255,2024-12-25,12,DOH-CDG,A380-800,390,2.5,6.8,1,0.785,300,236,4.76,0,0
QA275,2024-11-08,11,DOH-NRT,A350-900,480,12.7,10.9,1,0.916,280,256,4.37,0,0
QA647,2024-08-28,8,DOH-JFK,A350-900,510,1.8,5.7,1,0.945,290,274,3.96,0,0
QA180,2024-11-28,11,DOH-DXB,A320neo,60,13.5,13.6,1,0.717,180,129,5.05,0,0
QA157,2024-05-24,5,DOH-DXB,A320neo,60,7.9,5.4,1,0.818,180,147,5.24,0,0
QA477,2024-04-17,4,DOH-BOM,A320neo,180,5.4,5.3,1,0.962,175,168,4.6,0,0
QA934,2024-02-07,2,DOH-NRT,B777-300ER,480,7.0,4.7,1,0.913,280,256,4.72,0,0
QA851,2024-01-22,1,DOH-CDG,A380-800,390,5.5,6.6,1,0.902,300,271,5.1,0,0
QA786,2024-03-06,3,DOH-SIN,A350-900,390,0.0,0.4,1,0.906,280,254,4.41,0,0
QA633,2024-09-25,9,DOH-LHR,A380-800,420,7.7,7.6,1,0.74,310,229,4.92,0,0
QA761,2024-05-17,5,DOH-NRT,A350-900,480,0.0,0.0,1,0.986,280,276,4.98,0,0
QA552,2024-01-03,1,DOH-SYD,A350-900,780,8.2,3.8,1,0.76,400,304,4.29,0,0
QA595,2024-08-13,8,DOH-DXB,A321neo,60,0.0,0.0,1,0.81,180,146,4.64,0,0
QA324,2024-12-10,12,DOH-SIN,A350-900,390,9.4,10.6,1,0.83,280,232,4.04,0,0
QA982,2024-04-25,4,DOH-CDG,A350-900,390,2.3,0.0,1,0.817,300,245,4.33,0,0
QA456,2024-07-12,7,DOH-LHR,A350-900,420,14.9,14.5,1,0.921,310,286,3.93,0,0
QA583,2024-12-24,12,DOH-BKK,B777-300ER,360,9.2,1.3,1,0.915,290,265,3.86,0,0
QA464,2024-09-08,9,DOH-SYD,A350-900,780,1.4,0.0,1,0.83,400,332,4.29,0,0
QA808,2024-08-28,8,DOH-LHR,A350-900,420,20.5,21.3,0,0.911,310,282,4.85,0,0
QA329,2024-10-20,10,DOH-SIN,A350-900,390,9.7,7.1,1,0.956,280,268,4.5,0,0
QA353,2024-08-21,8,DOH-LHR,A350-900,420,25.2,20.5,0,0.947,310,294,4.85,0,0
QA254,2024-08-26,8,DOH-BKK,A350-900,360,6.0,5.9,1,0.854,290,248,4.54,0,0
QA210,2024-10-01,10,DOH-SIN,A350-900,390,7.9,5.4,1,0.88,280,246,4.17,0,0
QA641,2024-02-10,2,DOH-LHR,A380-800,420,0.9,1.5,1,0.859,310,266,4.37,0,0
QA964,2024-02-09,2,DOH-SYD,A380-800,780,5.0,8.2,1,0.831,400,332,4.09,0,0
QA922,2024-10-07,10,DOH-SIN,B777-300ER,390,0.0,0.0,1,0.869,280,243,4.38,0,0
QA953,2024-09-13,9,DOH-CDG,A380-800,390,1.7,0.7,1,0.84,300,252,4.22,0,0
QA722,2024-03-17,3,DOH-SYD,A380-800,780,3.1,0.8,1,0.919,400,368,4.94,0,0
QA872,2024-09-10,9,DOH-DXB,A321neo,60,12.2,12.7,1,0.851,180,153,4.71,0,0
QA338,2024-06-04,6,DOH-JFK,A350-900,510,0.7,1.3,1,1.0,290,290,4.91,0,0
QA738,2024-02-14,2,DOH-BOM,A320neo,180,0.0,0.7,1,0.9,175,158,5.48,0,0
QA977,2024-03-01,3,DOH-SYD,A380-800,780,14.0,8.7,1,0.875,400,350,5.27,0,0
QA281,2024-11-06,11,DOH-DXB,A320neo,60,0.9,0.0,1,0.874,180,157,5.21,0,0
QA850,2024-05-31,5,DOH-SYD,A380-800,780,25.5,19.6,0,0.844,400,338,4.56,0,0
QA382,2024-01-26,1,DOH-LHR,A380-800,420,1.8,3.4,1,0.842,310,261,4.7,0,0
QA293,2024-06-03,6,DOH-JFK,B777-300ER,510,6.0,3.2,1,0.951,290,276,5.26,0,0
QA118,2024-06-21,6,DOH-NRT,B777-300ER,480,10.3,12.6,1,0.876,280,245,5.06,0,0
QA985,2024-08-08,8,DOH-JFK,A350-900,510,5.8,2.2,1,0.907,290,263,3.49,0,0
QA401,2024-12-11,12,DOH-CAI,A320neo,150,0.0,0.0,1,0.854,160,137,4.79,0,0
QA703,2024-10-02,10,DOH-LHR,A380-800,420,7.7,6.7,1,0.857,310,266,5.48,0,0
QA533,2024-06-22,6,DOH-BOM,A320neo,180,0.0,0.0,1,0.919,175,161,4.95,0,0
QA600,2024-12-15,12,DOH-LHR,A380-800,420,2.7,2.4,1,0.798,310,247,3.97,0,0
QA792,2024-09-04,9,DOH-BOM,B777-300ER,180,1.2,2.3,1,1.0,175,175,4.87,0,0
QA694,2024-09-22,9,DOH-LHR,A350-900,420,1.7,0.0,1,0.841,310,261,4.96,0,0
QA346,2024-03-07,3,DOH-BKK,A350-900,360,10.9,10.1,1,0.914,290,265,4.89,0,0
QA828,2024-04-18,4,DOH-LHR,A350-900,420,0.0,0.0,1,0.905,310,281,4.41,0,0
QA811,2024-06-19,6,DOH-BKK,B777-300ER,360,12.7,7.7,1,0.856,290,248,3.56,0,0
QA393,2024-09-25,9,DOH-SYD,A350-900,780,5.5,1.0,1,0.883,400,353,4.32,0,0
QA282,2024-09-28,9,DOH-LHR,A350-900,420,17.3,17.0,0,0.854,310,265,4.67,0,0
QA967,2024-06-19,6,DOH-JFK,A350-900,510,0.6,0.4,1,0.904,290,262,5.19,0,0
QA753,2024-01-16,1,DOH-LHR,A350-900,420,10.4,8.8,1,0.869,310,269,4.35,0,0
QA921,2024-07-10,7,DOH-CAI,A320neo,150,12.4,12.3,1,0.908,160,145,4.43,0,0
QA709,2024-09-29,9,DOH-DXB,A320neo,60,0.0,0.0,1,0.851,180,153,5.07,0,0
QA524,2024-09-21,9,DOH-LHR,A380-800,420,0.0,0.0,1,0.811,310,251,5.38,0,0
QA540,2024-10-19,10,DOH-SIN,A350-900,390,0.0,0.0,1,0.838,280,235,4.96,0,0
QA644,2024-02-24,2,DOH-JFK,A350-900,510,0.0,2.1,1,0.902,290,262,4.93,0,1
QA809,2024-05-10,5,DOH-JFK,A350-900,510,5.5,1.9,1,0.842,290,244,4.46,0,0
QA311,2024-11-18,11,DOH-SYD,A350-900,780,0.7,2.6,1,0.985,400,394,4.57,0,0
QA614,2024-08-24,8,DOH-JFK,A350-900,510,1.7,5.9,1,0.917,290,266,4.96,0,0
QA646,2024-01-20,1,DOH-DXB,A321neo,60,24.2,19.4,0,0.826,180,149,4.36,0,0
QA847,2024-12-30,12,DOH-SIN,A350-900,390,16.0,12.6,1,0.842,280,236,4.62,0,0
QA153,2024-02-10,2,DOH-SIN,B777-300ER,390,2.9,0.3,1,0.875,280,245,4.57,0,0
QA378,2024-06-30,6,DOH-LHR,A380-800,420,28.3,24.2,0,0.91,310,282,4.04,0,0
QA107,2024-12-30,12,DOH-LHR,A350-900,420,0.0,3.9,1,0.909,310,282,4.23,1,0
QA278,2024-08-29,8,DOH-DXB,A320neo,60,1.1,0.1,1,0.809,180,146,5.04,0,0
QA133,2024-04-28,4,DOH-DXB,A320neo,60,17.3,7.7,1,0.787,180,142,5.17,0,0
QA189,2024-10-22,10,DOH-DXB,A320neo,60,2.9,3.0,1,0.753,180,136,5.21,0,0
QA375,2024-08-06,8,DOH-SIN,B777-300ER,390,3.5,0.6,1,0.959,280,269,5.05,0,0
QA640,2024-05-07,5,DOH-LHR,A350-900,420,9.6,11.6,1,0.851,310,264,4.4,0,0
QA771,2024-02-29,2,DOH-LHR,A350-900,420,2.6,4.6,1,0.802,310,249,4.32,0,0
QA602,2024-05-12,5,DOH-NRT,A350-900,480,6.9,1.6,1,0.874,280,245,4.03,0,0
QA750,2024-10-08,10,DOH-LHR,A380-800,420,21.0,19.6,0,0.827,310,256,4.2,0,0
QA798,2024-12-28,12,DOH-CDG,A380-800,390,0.0,0.0,1,0.941,300,282,4.11,0,0
QA175,2024-02-24,2,DOH-SIN,B777-300ER,390,11.8,15.1,0,0.908,280,254,4.42,1,0
QA690,2024-10-31,10,DOH-SIN,B777-300ER,390,0.0,1.9,1,0.819,280,229,4.38,0,0
QA828,2024-11-17,11,DOH-SYD,A380-800,780,0.0,0.0,1,0.857,400,343,4.17,0,1
QA189,2024-10-16,10,DOH-NRT,A350-900,480,5.5,9.0,1,0.87,280,244,5.08,0,0
QA222,2024-01-18,1,DOH-LHR,A350-900,420,2.6,1.4,1,0.956,310,296,5.19,0,0
QA127,2024-01-19,1,DOH-JFK,B777-300ER,510,1.5,0.7,1,0.854,290,248,4.35,0,0
QA404,2024-08-10,8,DOH-BKK,B777-300ER,360,18.4,12.0,1,0.89,290,258,5.53,0,0
QA280,2024-01-13,1,DOH-BKK,A350-900,360,2.9,9.1,1,0.878,290,255,4.95,0,0
QA790,2024-09-25,9,DOH-LHR,A350-900,420,6.8,0.0,1,0.861,310,267,5.69,0,0
QA791,2024-05-27,5,DOH-BKK,B777-300ER,360,11.8,8.6,1,0.792,290,230,4.36,0,0
QA210,2024-05-29,5,DOH-CDG,A350-900,390,7.5,8.1,1,0.763,300,229,4.66,0,0
QA985,2024-09-26,9,DOH-NRT,A350-900,480,20.1,21.1,0,0.822,280,230,4.82,0,0
QA508,2024-07-08,7,DOH-LHR,A380-800,420,6.9,4.8,1,0.808,310,250,3.97,1,0
QA123,2024-01-24,1,DOH-LHR,A380-800,420,15.0,12.8,1,0.813,310,252,4.66,0,0
QA531,2024-07-24,7,DOH-JFK,A350-900,510,22.5,20.9,0,0.948,290,275,4.26,0,0
QA452,2024-06-24,6,DOH-SYD,A380-800,780,0.0,0.0,1,0.976,400,390,5.12,0,1
QA213,2024-05-22,5,DOH-SIN,B777-300ER,390,0.4,0.0,1,0.867,280,243,4.44,0,0
QA384,2024-04-04,4,DOH-LHR,A380-800,420,0.0,7.5,1,0.79,310,245,3.99,0,0
QA102,2024-06-27,6,DOH-BKK,B777-300ER,360,0.2,0.0,1,0.901,290,261,5.16,0,0
QA145,2024-09-30,9,DOH-SIN,A350-900,390,11.6,10.8,1,0.893,280,250,4.34,0,0
QA428,2024-08-27,8,DOH-JFK,B777-300ER,510,4.7,0.0,1,0.9,290,261,5.1,0,0
QA980,2024-12-21,12,DOH-JFK,A350-900,510,1.4,0.0,1,0.918,290,266,4.73,0,0
QA328,2024-03-22,3,DOH-LHR,A350-900,420,11.3,6.5,1,0.918,310,285,4.46,0,0
QA632,2024-06-26,6,DOH-LHR,A350-900,420,15.4,12.3,1,0.925,310,287,4.63,0,0
QA691,2024-12-26,12,DOH-BKK,A350-900,360,9.1,3.4,1,0.9,290,261,4.71,0,0
QA916,2024-04-04,4,DOH-LHR,A380-800,420,1.8,0.0,1,0.837,310,259,3.73,0,0
QA824,2024-04-01,4,DOH-JFK,A350-900,510,24.7,19.7,0,0.926,290,269,4.24,0,0
QA507,2024-06-26,6,DOH-BOM,B777-300ER,180,7.4,8.0,1,0.906,175,159,4.78,0,0
QA819,2024-04-02,4,DOH-CDG,A380-800,390,0.0,0.0,1,0.924,300,277,4.63,0,1
QA692,2024-07-22,7,DOH-BKK,B777-300ER,360,11.8,11.4,1,0.971,290,282,4.36,0,0
QA834,2024-07-15,7,DOH-BKK,A350-900,360,8.3,9.0,1,0.883,290,256,4.59,0,0
QA962,2024-03-07,3,DOH-BKK,B777-300ER,360,0.0,0.0,1,0.871,290,253,4.03,0,0
QA455,2024-08-16,8,DOH-BOM,A320neo,180,0.0,2.7,1,0.886,175,155,5.0,0,0
QA979,2024-09-15,9,DOH-DXB,A320neo,60,0.0,4.4,1,0.835,180,150,4.65,0,0
QA190,2024-08-25,8,DOH-DXB,A321neo,60,13.1,13.4,1,0.898,180,162,4.42,0,0
QA288,2024-09-04,9,DOH-SIN,A350-900,390,0.0,0.2,1,0.746,280,209,4.96,0,0
QA304,2024-11-17,11,DOH-CAI,A321neo,150,35.2,33.1,0,0.805,160,129,4.07,0,0
QA954,2024-10-12,10,DOH-DXB,A321neo,60,6.7,3.0,1,0.966,180,174,4.92,0,0
QA685,2024-03-21,3,DOH-DXB,A321neo,60,0.0,0.0,1,0.739,180,133,4.7,0,0
QA106,2024-12-15,12,DOH-LHR,A350-900,420,6.8,8.0,1,0.757,310,235,5.02,0,0
QA254,2024-04-09,4,DOH-CDG,A350-900,390,14.4,12.0,1,0.888,300,266,4.07,0,0
QA942,2024-12-17,12,DOH-BOM,A320neo,180,12.3,10.1,1,0.81,175,142,4.75,0,0
QA845,2024-12-13,12,DOH-JFK,B777-300ER,510,12.7,11.4,1,0.856,290,248,4.76,1,0
QA549,2024-09-06,9,DOH-DXB,A321neo,60,0.0,0.0,1,0.953,180,172,4.96,0,0
QA768,2024-02-14,2,DOH-DXB,A321neo,60,9.0,13.2,1,0.794,180,143,4.73,0,0
QA153,2024-07-14,7,DOH-DXB,A320neo,60,10.3,6.7,1,0.964,180,174,5.04,0,0
QA435,2024-08-10,8,DOH-BOM,A320neo,180,7.7,9.5,1,0.912,175,160,4.79,0,0
QA152,2024-03-30,3,DOH-SIN,A350-900,390,13.8,10.8,1,0.846,280,237,4.61,0,0
QA616,2024-09-07,9,DOH-CDG,A380-800,390,7.9,7.4,1,0.893,300,268,5.26,0,0
QA487,2024-05-11,5,DOH-LHR,A380-800,420,0.0,0.0,1,0.862,310,267,3.66,0,0
QA702,2024-08-27,8,DOH-SIN,A350-900,390,29.5,21.6,0,0.993,280,278,3.88,0,0
QA379,2024-09-16,9,DOH-CAI,A320neo,150,4.5,7.2,1,0.808,160,129,4.99,0,0
QA607,2024-02-14,2,DOH-NRT,A350-900,480,3.8,0.0,1,0.804,280,225,4.41,0,0
QA524,2024-06-12,6,DOH-LHR,A380-800,420,0.0,0.0,1,0.929,310,288,4.37,0,0
QA971,2024-03-06,3,DOH-JFK,B777-300ER,510,12.6,14.8,1,0.91,290,264,4.04,0,0
QA908,2024-04-24,4,DOH-SYD,A350-900,780,7.2,8.2,1,0.865,400,346,4.43,0,0
QA665,2024-01-01,1,DOH-BKK,A350-900,360,8.3,3.4,1,0.826,290,240,4.75,0,0
QA296,2024-02-08,2,DOH-CAI,A320neo,150,4.5,10.1,1,0.895,160,143,4.53,0,0
QA254,2024-05-26,5,DOH-LHR,A380-800,420,1.9,8.4,1,0.763,310,237,3.83,0,0
QA943,2024-10-14,10,DOH-BOM,A320neo,180,14.4,11.5,1,0.9,175,158,4.95,0,0
QA941,2024-06-06,6,DOH-NRT,A350-900,480,6.7,4.5,1,0.898,280,251,4.89,0,0
QA938,2024-06-12,6,DOH-BKK,B777-300ER,360,9.6,10.3,1,0.912,290,264,4.28,0,0
QA414,2024-11-01,11,DOH-BOM,A320neo,180,0.2,2.6,1,0.944,175,165,4.33,0,0
QA600,2024-12-19,12,DOH-BKK,A350-900,360,17.2,19.0,0,0.956,290,277,4.16,0,0
QA369,2024-05-29,5,DOH-NRT,A350-900,480,29.3,24.0,0,0.818,280,229,4.66,0,0
QA440,2024-04-03,4,DOH-JFK,A350-900,510,0.0,2.3,1,0.808,290,234,3.94,0,0
QA380,2024-05-24,5,DOH-LHR,A350-900,420,0.0,1.2,1,0.931,310,289,4.53,0,0
QA994,2024-06-11,6,DOH-SYD,A350-900,780,0.0,0.1,1,0.991,400,396,4.9,0,0
QA558,2024-02-08,2,DOH-CDG,A380-800,390,0.0,0.0,1,0.845,300,254,4.62,0,0
QA547,2024-01-28,1,DOH-SIN,B777-300ER,390,0.0,1.8,1,0.901,280,252,4.4,0,1
QA599,2024-05-16,5,DOH-LHR,A380-800,420,1.2,2.4,1,0.879,310,272,4.17,1,0
QA548,2024-06-06,6,DOH-DXB,A320neo,60,8.5,5.4,1,0.817,180,147,4.59,0,0
QA536,2024-03-01,3,DOH-CAI,A321neo,150,7.9,9.5,1,0.795,160,127,4.92,1,0
QA101,2024-03-01,3,DOH-NRT,B777-300ER,480,0.9,0.4,1,0.828,280,232,4.54,0,0
QA276,2024-03-23,3,DOH-DXB,A321neo,60,15.9,13.0,1,0.732,180,132,4.51,0,0
QA865,2024-01-29,1,DOH-CAI,A321neo,150,15.1,12.5,1,0.84,160,134,4.72,1,0
QA161,2024-01-16,1,DOH-LHR,A380-800,420,0.1,0.0,1,0.811,310,251,5.15,0,0
QA204,2024-03-24,3,DOH-CDG,A380-800,390,46.1,37.6,0,0.742,300,223,4.96,0,0
QA216,2024-03-31,3,DOH-LHR,A380-800,420,3.9,0.9,1,0.874,310,271,4.64,0,0
QA631,2024-10-18,10,DOH-LHR,A350-900,420,32.2,30.3,0,0.978,310,303,4.06,0,0
QA358,2024-10-29,10,DOH-SIN,A350-900,390,0.5,0.0,1,0.942,280,264,4.92,1,0
QA972,2024-02-11,2,DOH-BOM,A320neo,180,3.9,4.4,1,0.79,175,138,5.17,0,0
QA770,2024-07-09,7,DOH-BKK,B777-300ER,360,29.3,23.2,0,0.91,290,264,4.67,0,0
QA757,2024-08-04,8,DOH-LHR,A380-800,420,17.1,16.3,0,0.966,310,299,4.45,0,0
QA539,2024-11-05,11,DOH-DXB,A320neo,60,9.1,6.0,1,0.877,180,158,4.48,0,0
QA692,2024-07-23,7,DOH-CAI,A321neo,150,12.0,9.5,1,0.968,160,155,4.27,0,0
QA423,2024-12-19,12,DOH-JFK,B777-300ER,510,29.4,22.3,0,0.869,290,252,4.49,0,0
QA203,2024-05-08,5,DOH-JFK,B777-300ER,510,5.1,3.5,1,0.985,290,286,4.54,0,1
QA894,2024-07-04,7,DOH-BKK,B777-300ER,360,7.4,7.0,1,0.903,290,262,5.34,0,0
QA157,2024-09-27,9,DOH-SIN,B777-300ER,390,3.6,4.7,1,0.827,280,232,3.89,0,0
QA410,2024-12-09,12,DOH-BKK,B777-300ER,360,18.7,11.0,1,0.784,290,227,4.17,0,0
QA544,2024-12-05,12,DOH-SIN,A350-900,390,1.3,0.0,1,0.938,280,263,4.69,0,0
QA816,2024-06-02,6,DOH-BOM,A320neo,180,12.8,13.6,1,0.999,175,175,4.9,0,0
QA513,2024-08-19,8,DOH-SIN,A350-900,390,25.0,18.2,0,0.852,280,239,5.09,0,0
QA885,2024-02-20,2,DOH-BKK,A350-900,360,3.1,5.0,1,0.799,290,232,5.22,0,0
QA104,2024-03-22,3,DOH-DXB,A321neo,60,8.4,8.1,1,0.759,180,137,4.99,0,0
QA505,2024-05-17,5,DOH-SIN,A350-900,390,5.4,7.1,1,0.925,280,259,4.59,0,0
QA987,2024-07-02,7,DOH-SIN,A350-900,390,4.8,4.4,1,0.879,280,246,4.21,0,0
QA661,2024-07-03,7,DOH-SIN,B777-300ER,390,11.0,4.0,1,0.924,280,259,4.72,0,0
QA368,2024-07-26,7,DOH-BOM,B777-300ER,180,0.8,0.6,1,0.928,175,162,4.97,0,0
QA654,2024-07-22,7,DOH-DXB,A321neo,60,23.1,20.3,0,0.915,180,165,4.93,0,0
QA872,2024-04-25,4,DOH-DXB,A321neo,60,3.4,0.0,1,0.83,180,149,4.15,0,0
QA146,2024-08-24,8,DOH-NRT,B777-300ER,480,13.9,8.9,1,0.884,280,248,4.75,0,0
QA692,2024-02-04,2,DOH-NRT,B777-300ER,480,6.2,3.1,1,0.874,280,245,3.73,0,0
QA238,2024-05-13,5,DOH-BOM,A320neo,180,7.4,6.2,1,0.829,175,145,4.99,0,0
QA502,2024-11-11,11,DOH-LHR,A380-800,420,10.7,12.4,1,0.871,310,270,4.74,0,0
QA612,2024-12-28,12,DOH-CDG,A350-900,390,0.0,1.4,1,0.871,300,261,4.35,0,0
QA398,2024-11-17,11,DOH-LHR,A350-900,420,0.0,0.0,1,0.843,310,261,4.1,1,0
QA329,2024-11-19,11,DOH-NRT,A350-900,480,4.7,3.8,1,0.762,280,213,4.43,0,0
QA992,2024-01-09,1,DOH-LHR,A380-800,420,8.9,12.8,1,0.922,310,286,4.19,0,0
QA727,2024-08-16,8,DOH-DXB,A321neo,60,7.7,6.7,1,0.883,180,159,5.06,0,0
QA810,2024-08-25,8,DOH-CDG,A380-800,390,48.9,42.8,0,0.911,300,273,5.39,0,0
QA355,2024-10-14,10,DOH-BOM,B777-300ER,180,10.4,8.0,1,0.972,175,170,4.93,0,0
QA346,2024-10-10,10,DOH-SYD,A380-800,780,10.5,11.5,1,0.875,400,350,4.62,0,0
QA747,2024-06-05,6,DOH-JFK,A350-900,510,10.0,6.4,1,0.973,290,282,4.84,0,0
QA233,2024-09-09,9,DOH-BOM,B777-300ER,180,0.0,0.0,1,0.813,175,142,4.44,0,0
QA297,2024-07-26,7,DOH-DXB,A320neo,60,7.4,4.7,1,0.907,180,163,4.68,0,0
QA556,2024-06-11,6,DOH-LHR,A380-800,420,11.8,8.1,1,0.824,310,255,4.6,0,1
QA412,2024-02-21,2,DOH-JFK,B777-300ER,510,14.8,8.9,1,0.816,290,237,4.34,0,0
QA532,2024-04-20,4,DOH-SIN,B777-300ER,390,1.9,0.0,1,0.917,280,257,4.77,1,0
QA184,2024-01-08,1,DOH-SYD,A380-800,780,3.2,1.7,1,0.827,400,331,4.17,0,0
QA963,2024-06-21,6,DOH-JFK,A350-900,510,0.0,4.6,1,1.0,290,290,4.37,1,0
QA666,2024-02-28,2,DOH-BOM,B777-300ER,180,19.2,21.5,0,0.832,175,146,4.38,0,0
QA303,2024-02-18,2,DOH-BKK,A350-900,360,10.1,6.7,1,0.982,290,285,4.6,0,0
QA713,2024-03-04,3,DOH-DXB,A320neo,60,8.1,4.2,1,0.747,180,134,4.87,0,0
QA338,2024-04-11,4,DOH-SIN,B777-300ER,390,19.4,9.5,1,0.889,280,249,4.25,0,0
QA545,2024-10-11,10,DOH-SIN,B777-300ER,390,18.2,15.7,0,0.951,280,266,5.26,0,0
QA873,2024-07-27,7,DOH-CDG,A350-900,390,3.9,3.3,1,0.836,300,251,3.85,0,0
QA687,2024-07-01,7,DOH-SIN,A350-900,390,5.1,0.1,1,0.97,280,272,4.55,0,0
QA963,2024-05-04,5,DOH-SIN,B777-300ER,390,15.3,14.1,1,0.854,280,239,3.83,0,0
QA441,2024-07-09,7,DOH-JFK,B777-300ER,510,0.0,0.7,1,0.97,290,281,4.25,0,0
QA525,2024-11-16,11,DOH-LHR,A380-800,420,5.6,6.6,1,0.856,310,265,4.96,0,0
QA718,2024-01-18,1,DOH-CDG,A350-900,390,15.2,11.6,1,0.849,300,255,4.08,0,0
QA644,2024-05-14,5,DOH-DXB,A321neo,60,13.5,11.5,1,0.852,180,153,4.57,0,0
QA787,2024-06-22,6,DOH-DXB,A321neo,60,23.1,20.0,0,0.789,180,142,4.36,0,0
QA592,2024-07-31,7,DOH-BOM,A320neo,180,41.0,36.4,0,0.955,175,167,5.1,0,0
QA961,2024-11-03,11,DOH-DXB,A321neo,60,19.9,16.9,0,0.845,180,152,5.38,0,0
QA820,2024-06-11,6,DOH-LHR,A350-900,420,3.6,3.1,1,1.0,310,310,4.33,0,0
QA948,2024-04-07,4,DOH-SIN,B777-300ER,390,2.9,5.4,1,0.935,280,262,3.92,0,0
QA396,2024-01-01,1,DOH-SIN,B777-300ER,390,5.1,0.8,1,0.886,280,248,5.54,0,0
QA744,2024-10-15,10,DOH-CAI,A321neo,150,9.6,8.3,1,0.777,160,124,4.73,0,0
QA922,2024-02-21,2,DOH-SIN,A350-900,390,21.7,18.5,0,0.801,280,224,3.92,1,0
QA848,2024-02-09,2,DOH-JFK,B777-300ER,510,0.0,4.2,1,0.958,290,278,4.39,0,0
QA538,2024-04-13,4,DOH-SYD,A350-900,780,23.8,17.2,0,0.916,400,366,4.13,0,0
QA686,2024-09-25,9,DOH-BKK,A350-900,360,12.5,3.9,1,0.771,290,224,3.82,0,0
QA705,2024-12-11,12,DOH-LHR,A350-900,420,9.7,9.6,1,0.884,310,274,4.62,0,0
QA762,2024-01-13,1,DOH-SIN,A350-900,390,4.7,5.8,1,0.884,280,248,3.99,0,0
QA831,2024-07-11,7,DOH-CDG,A350-900,390,41.3,35.7,0,1.0,300,300,4.91,0,0
QA882,2024-02-09,2,DOH-JFK,A350-900,510,22.4,18.8,0,0.915,290,265,4.2,0,0
QA946,2024-11-27,11,DOH-LHR,A350-900,420,8.1,2.3,1,0.993,310,308,4.45,0,0
QA214,2024-10-06,10,DOH-BOM,B777-300ER,180,7.0,7.2,1,0.907,175,159,4.44,0,0
QA413,2024-04-12,4,DOH-LHR,A350-900,420,18.0,12.5,1,0.935,310,290,4.69,0,0
QA260,2024-10-14,10,DOH-JFK,B777-300ER,510,10.9,10.7,1,0.881,290,255,4.5,0,0
QA906,2024-02-03,2,DOH-CAI,A320neo,150,4.5,6.2,1,0.79,160,126,4.46,0,0
QA675,2024-01-13,1,DOH-SIN,A350-900,390,4.2,2.4,1,0.887,280,248,4.15,0,0
QA988,2024-05-12,5,DOH-SYD,A350-900,780,6.1,7.6,1,0.896,400,358,4.83,1,0
QA813,2024-11-19,11,DOH-SIN,A350-900,390,5.2,3.4,1,0.874,280,245,4.52,0,0
QA922,2024-02-29,2,DOH-JFK,B777-300ER,510,10.1,7.8,1,0.71,290,206,4.67,0,0
QA738,2024-12-02,12,DOH-CDG,A380-800,390,3.2,7.2,1,0.895,300,268,4.93,0,0
QA118,2024-10-13,10,DOH-JFK,A350-900,510,0.0,1.6,1,0.837,290,243,3.89,0,0
