passenger_id,flight_date,month,route,cabin_class,loyalty_tier,ife_used,ife_usage_mins,meal_choice,wifi_purchased,wifi_usage_mins,amenity_kit_used,upgrade_offered,upgrade_accepted,ancillary_revenue_usd
PAX005268,2024-07-06,7,DOH-JFK,Economy,Gold,1,371,Standard,0,0,0,0,0,4.87
PAX046450,2024-09-09,9,DOH-LHR,Economy,Platinum,1,277,Vegan,1,244,0,0,0,26.0
PAX007883,2024-04-02,4,DOH-DXB,Economy,Silver,1,51,Standard,1,55,0,1,0,28.6
PAX035931,2024-10-04,10,DOH-LHR,Business,Silver,1,278,Vegan,0,0,1,0,0,2.93
PAX013415,2024-03-06,3,DOH-DXB,Economy,Blue,0,0,Vegetarian,0,0,0,0,0,11.21
PAX037362,2024-03-31,3,DOH-SYD,Economy,Silver,1,479,Standard,1,422,1,0,0,39.43
PAX045007,2024-08-17,8,DOH-BKK,Economy,Blue,1,228,Standard,0,0,1,0,0,10.22
PAX029431,2024-01-25,1,DOH-CAI,Economy,Blue,0,0,Gluten-Free,1,85,1,1,0,42.3
PAX042100,2024-06-24,6,DOH-CAI,Economy,Blue,0,0,Vegetarian,1,93,1,0,0,39.71
PAX015743,2024-03-20,3,DOH-CDG,Economy,Blue,0,0,Vegetarian,1,183,0,0,0,28.64
PAX018502,2024-11-15,11,DOH-CDG,Economy,Silver,1,258,Standard,1,182,0,0,0,35.18
PAX021820,2024-06-03,6,DOH-JFK,Economy,Blue,0,0,Standard,0,0,0,0,0,5.45
PAX022830,2024-11-29,11,DOH-SYD,Economy,Blue,1,470,Standard,0,0,1,0,0,14.37
PAX026546,2024-10-26,10,DOH-DXB,Economy,Silver,0,0,Vegetarian,0,0,0,0,0,13.43
PAX037347,2024-08-23,8,DOH-JFK,Economy,Gold,1,321,Standard,0,0,0,1,1,352.16
PAX020910,2024-07-04,7,DOH-BOM,Business,Gold,1,128,Standard,1,70,1,0,0,32.68
PAX021691,2024-05-25,5,DOH-NRT,Business,Silver,1,301,Standard,0,0,0,0,0,11.21
PAX009880,2024-11-20,11,DOH-SIN,Economy,Gold,1,248,Standard,0,0,0,0,0,3.15
PAX010989,2024-07-23,7,DOH-CDG,Economy,Platinum,1,262,Vegan,1,208,0,0,0,32.43
PAX001970,2024-07-22,7,DOH-LHR,Economy,Platinum,1,302,Standard,0,0,0,0,0,11.21
PAX039842,2024-03-03,3,DOH-DXB,First,Silver,1,27,Standard,1,36,0,0,0,30.42
PAX002118,2024-07-15,7,DOH-LHR,Business,Silver,1,280,Standard,0,0,1,1,0,4.27
PAX006168,2024-03-08,3,DOH-BOM,First,Blue,1,155,Standard,1,60,1,0,0,39.6
PAX042197,2024-09-04,9,DOH-DXB,Economy,Blue,0,0,Standard,0,0,1,1,0,20.59
PAX028479,2024-04-28,4,DOH-CAI,Economy,Blue,0,0,Standard,1,60,0,0,0,37.14
PAX001758,2024-11-25,11,DOH-LHR,Economy,Blue,1,296,Vegan,1,214,0,0,0,26.01
PAX030642,2024-02-07,2,DOH-LHR,Economy,Silver,1,280,Standard,1,196,1,0,0,33.27
PAX018522,2024-08-19,8,DOH-SIN,Economy,Blue,1,251,Standard,0,0,0,0,0,4.99
PAX010262,2024-10-22,10,DOH-DXB,Business,Silver,1,78,Standard,1,17,0,0,0,39.71
PAX019515,2024-02-26,2,DOH-SYD,Business,Blue,1,519,Standard,1,356,1,1,0,31.83
PAX031936,2024-08-18,8,DOH-JFK,Economy,Gold,1,361,Standard,0,0,0,0,0,4.46
PAX017020,2024-07-22,7,DOH-CDG,Business,Blue,1,275,Standard,0,0,1,0,0,13.14
PAX014279,2024-02-06,2,DOH-CAI,Business,Silver,0,0,Standard,1,83,0,0,0,29.64
PAX017973,2024-10-14,10,DOH-NRT,Business,Gold,1,329,Vegetarian,1,252,1,0,0,28.89
PAX001684,2024-04-16,4,DOH-LHR,Economy,Blue,1,278,Vegetarian,0,0,0,0,0,11.84
PAX011552,2024-10-19,10,DOH-JFK,Business,Silver,1,351,Vegetarian,0,0,1,0,0,2.57
PAX002387,2024-03-20,3,DOH-DXB,Business,Blue,0,0,Standard,0,0,1,0,0,3.06
PAX027546,2024-09-15,9,DOH-CDG,Economy,Blue,1,251,Standard,0,0,0,0,0,11.12
PAX039262,2024-09-27,9,DOH-LHR,Economy,Gold,1,228,Vegetarian,0,0,1,0,0,22.44
PAX046228,2024-03-05,3,DOH-BOM,Economy,Gold,0,0,Halal,0,0,0,0,0,14.92
PAX005283,2024-02-05,2,DOH-DXB,Economy,Platinum,0,0,Standard,0,0,0,1,1,363.95
PAX013163,2024-08-09,8,DOH-LHR,Economy,Blue,1,270,Standard,0,0,0,0,0,9.75
PAX021219,2024-02-11,2,DOH-SIN,Economy,Blue,0,0,Standard,0,0,0,0,0,7.74
PAX000955,2024-06-01,6,DOH-CDG,Business,Silver,1,221,Standard,1,199,1,0,0,25.19
PAX042742,2024-02-20,2,DOH-DXB,Economy,Platinum,1,-22,Gluten-Free,0,0,0,1,0,11.78
PAX021339,2024-12-14,12,DOH-NRT,Economy,Gold,1,303,Standard,0,0,0,0,0,6.66
PAX013751,2024-06-24,6,DOH-SIN,Business,Blue,0,0,Standard,0,0,1,1,0,11.46
PAX027218,2024-03-26,3,DOH-DXB,Economy,Gold,1,4,Standard,0,0,1,0,0,8.21
PAX008688,2024-09-01,9,DOH-SYD,Economy,Blue,1,452,Standard,0,0,1,0,0,17.52
PAX007434,2024-08-02,8,DOH-JFK,Economy,Blue,0,0,Standard,1,261,1,1,1,383.16
PAX035553,2024-04-30,4,DOH-BKK,Business,Silver,1,209,Standard,0,0,1,0,0,11.9
PAX023394,2024-05-30,5,DOH-LHR,Business,Blue,1,253,Standard,0,0,0,1,0,1.57
PAX019119,2024-08-26,8,DOH-CDG,Economy,Silver,1,273,Gluten-Free,0,0,0,0,0,7.17
PAX002788,2024-11-08,11,DOH-LHR,Business,Silver,1,239,Halal,1,208,1,0,0,39.11
PAX028074,2024-11-17,11,DOH-LHR,Economy,Blue,1,259,Gluten-Free,0,0,0,1,0,8.35
PAX027585,2024-10-16,10,DOH-CDG,Economy,Gold,1,250,Kids,0,0,0,0,0,2.49
PAX012553,2024-04-06,4,DOH-CAI,Economy,Silver,0,0,Standard,0,0,0,0,0,14.12
PAX035330,2024-01-13,1,DOH-CDG,First,Platinum,1,271,Standard,1,194,1,0,0,26.46
PAX046241,2024-10-31,10,DOH-CDG,Business,Silver,1,217,Standard,1,216,1,0,0,28.16
PAX000148,2024-08-10,8,DOH-BKK,Economy,Blue,1,207,Standard,0,0,0,0,0,3.32
PAX019564,2024-10-04,10,DOH-JFK,Economy,Blue,0,0,Standard,0,0,0,1,0,7.02
PAX031219,2024-06-25,6,DOH-CAI,Economy,Platinum,1,96,Standard,0,0,0,0,0,0.65
PAX023052,2024-12-17,12,DOH-CDG,Economy,Silver,1,214,Kids,1,209,0,0,0,25.42
PAX031331,2024-10-20,10,DOH-CDG,Economy,Blue,1,224,Standard,1,213,0,0,0,37.3
PAX003541,2024-10-29,10,DOH-DXB,Economy,Blue,1,51,Standard,0,0,0,0,0,1.37
PAX047302,2024-05-06,5,DOH-BOM,Economy,Gold,0,0,Standard,0,0,0,0,0,4.8
PAX037352,2024-03-05,3,DOH-JFK,Economy,Silver,1,406,Standard,0,0,1,0,0,22.88
PAX020940,2024-11-14,11,DOH-BKK,Economy,Gold,0,0,Vegetarian,1,193,0,0,0,32.47
PAX027320,2024-02-13,2,DOH-BOM,Business,Silver,0,0,Standard,0,0,0,0,0,0.27
PAX024980,2024-02-17,2,DOH-BKK,Economy,Platinum,1,216,Vegan,0,0,1,0,0,16.33
PAX009005,2024-08-23,8,DOH-CDG,Economy,Blue,0,0,Standard,1,179,0,0,0,34.39
PAX008750,2024-03-16,3,DOH-NRT,Business,Blue,1,355,Halal,1,222,1,0,0,30.93
PAX009449,2024-04-15,4,DOH-JFK,Economy,Blue,1,340,Standard,0,0,0,0,0,2.32
PAX001602,2024-06-28,6,DOH-JFK,Business,Blue,1,401,Standard,1,260,1,0,0,37.78
PAX034445,2024-11-21,11,DOH-JFK,Economy,Silver,1,365,Standard,0,0,0,0,0,7.95
PAX043774,2024-10-11,10,DOH-LHR,Economy,Platinum,1,275,Vegetarian,0,0,0,0,0,14.91
PAX045616,2024-05-04,5,DOH-DXB,Economy,Blue,0,0,Standard,0,0,0,0,0,8.07
PAX034918,2024-03-31,3,DOH-NRT,Economy,Silver,0,0,Kids,1,239,1,0,0,35.59
PAX041115,2024-04-28,4,DOH-CDG,Business,Gold,1,243,Standard,1,200,0,0,0,30.41
PAX025368,2024-11-06,11,DOH-LHR,Economy,Silver,0,0,Vegetarian,0,0,0,0,0,1.32
PAX023494,2024-04-09,4,DOH-DXB,Business,Silver,1,1,Standard,1,25,1,0,0,36.92
PAX021980,2024-03-04,3,DOH-JFK,Economy,Blue,0,0,Standard,1,231,0,0,0,39.48
PAX021453,2024-07-14,7,DOH-LHR,Economy,Platinum,1,288,Standard,0,0,0,0,0,10.76
PAX029026,2024-02-07,2,DOH-JFK,Economy,Gold,1,366,Vegetarian,0,0,0,0,0,6.53
PAX023153,2024-07-12,7,DOH-LHR,Economy,Gold,1,293,Halal,1,205,0,0,0,34.31
PAX022610,2024-05-28,5,DOH-SIN,Economy,Blue,0,0,Vegetarian,0,0,0,0,0,5.38
PAX043355,2024-07-20,7,DOH-BOM,Economy,Blue,1,144,Halal,1,109,0,0,0,26.21
PAX046274,2024-11-29,11,DOH-CDG,Economy,Blue,1,225,Standard,0,0,1,0,0,10.22
PAX024482,2024-03-22,3,DOH-SIN,Economy,Blue,1,198,Standard,0,0,0,0,0,1.58
PAX017451,2024-02-24,2,DOH-LHR,Economy,Silver,1,224,Standard,0,0,0,0,0,11.86
PAX024251,2024-04-11,4,DOH-BKK,Business,Silver,1,194,Standard,0,0,0,0,0,6.11
PAX035387,2024-10-03,10,DOH-DXB,Business,Silver,1,46,Standard,1,33,0,1,0,28.37
PAX002567,2024-01-05,1,DOH-SYD,Economy,Blue,1,528,Standard,0,0,0,0,0,2.68
PAX046333,2024-08-11,8,DOH-CDG,Economy,Silver,1,159,Standard,0,0,0,0,0,4.98
PAX018766,2024-12-05,12,DOH-SIN,Economy,Silver,1,255,Halal,1,240,1,0,0,38.27
PAX000622,2024-08-29,8,DOH-JFK,Business,Silver,1,346,Vegan,1,249,0,0,0,33.3
PAX044940,2024-09-10,9,DOH-DXB,Business,Silver,1,13,Vegetarian,1,40,1,1,0,39.62
PAX010744,2024-10-09,10,DOH-BOM,Economy,Silver,0,0,Halal,0,0,1,0,0,19.16
PAX023161,2024-06-26,6,DOH-LHR,Economy,Blue,1,341,Halal,0,0,0,0,0,6.45
PAX037019,2024-01-20,1,DOH-JFK,Business,Blue,1,361,Standard,1,261,1,0,0,25.11
PAX039409,2024-09-27,9,DOH-CAI,Economy,Platinum,1,54,Standard,0,0,0,0,0,12.58
PAX018628,2024-08-19,8,DOH-SIN,Business,Silver,1,246,Vegan,0,0,1,0,0,4.7
PAX027384,2024-03-21,3,DOH-JFK,Economy,Silver,1,332,Standard,0,0,0,1,1,351.98
PAX021040,2024-12-25,12,DOH-CDG,Economy,Silver,1,268,Standard,0,0,1,0,0,11.58
PAX025070,2024-10-16,10,DOH-JFK,Economy,Platinum,1,319,Halal,0,0,1,1,0,12.43
PAX045121,2024-12-22,12,DOH-NRT,Business,Platinum,1,345,Standard,0,0,1,0,0,0.76
PAX000632,2024-02-26,2,DOH-SIN,Business,Platinum,1,258,Standard,1,206,0,0,0,37.91
PAX002065,2024-08-15,8,DOH-DXB,Economy,Blue,1,15,Standard,0,0,0,0,0,13.39
PAX035897,2024-09-29,9,DOH-DXB,Economy,Blue,1,52,Kids,0,0,1,0,0,8.52
PAX002434,2024-12-08,12,DOH-NRT,Economy,Platinum,1,361,Standard,1,248,0,0,0,35.57
PAX039183,2024-12-30,12,DOH-LHR,Economy,Blue,1,278,Standard,1,202,0,1,0,30.21
PAX045170,2024-07-19,7,DOH-BOM,Economy,Gold,1,130,Standard,0,0,0,0,0,6.79
PAX008723,2024-10-17,10,DOH-NRT,Economy,Silver,1,325,Standard,1,244,0,0,0,39.5
PAX029737,2024-08-16,8,DOH-SIN,Economy,Silver,1,229,Standard,0,0,1,0,0,21.43
PAX045480,2024-07-18,7,DOH-SIN,Economy,Gold,1,249,Vegan,1,223,0,0,0,31.02
PAX022256,2024-05-21,5,DOH-SIN,Economy,Silver,1,249,Standard,0,0,0,0,0,9.08
PAX037854,2024-09-15,9,DOH-BOM,Economy,Gold,0,0,Kids,0,0,0,1,0,10.66
PAX009916,2024-04-08,4,DOH-LHR,Business,Gold,1,271,Standard,0,0,1,0,0,2.09
PAX030411,2024-06-05,6,DOH-BKK,Business,Gold,1,262,Vegan,0,0,1,1,0,9.39
PAX000270,2024-02-27,2,DOH-NRT,Economy,Blue,1,340,Kids,0,0,0,0,0,3.11
PAX036544,2024-02-03,2,DOH-BKK,Economy,Blue,1,206,Halal,0,0,0,0,0,6.02
PAX010422,2024-12-16,12,DOH-BOM,Economy,Gold,1,87,Standard,0,0,1,0,0,9.3
PAX005896,2024-11-09,11,DOH-CDG,Business,Blue,1,274,Standard,1,204,1,0,0,38.99
PAX037985,2024-04-30,4,DOH-NRT,Business,Blue,1,345,Vegetarian,1,271,0,1,1,379.4
PAX020274,2024-06-18,6,DOH-CDG,Economy,Silver,0,0,Halal,0,0,1,0,0,20.16
PAX009003,2024-05-17,5,DOH-SIN,Economy,Blue,0,0,Gluten-Free,1,216,0,1,1,376.65
PAX038731,2024-10-18,10,DOH-DXB,Business,Blue,1,34,Vegan,1,51,1,0,0,25.85
PAX005444,2024-04-03,4,DOH-LHR,Economy,Silver,1,277,Halal,0,0,0,0,0,8.08
PAX031875,2024-08-02,8,DOH-BOM,First,Blue,1,120,Vegetarian,1,46,1,1,0,30.98
PAX015593,2024-05-15,5,DOH-SIN,Economy,Blue,1,223,Standard,0,0,1,0,0,14.58
PAX008196,2024-11-14,11,DOH-SIN,Economy,Silver,1,232,Standard,1,209,0,0,0,31.38
PAX017625,2024-10-13,10,DOH-DXB,Economy,Gold,1,93,Kids,0,0,0,0,0,8.01
PAX009107,2024-07-23,7,DOH-SYD,Business,Gold,1,471,Standard,0,0,1,0,0,7.06
PAX020954,2024-04-20,4,DOH-LHR,Economy,Blue,1,252,Gluten-Free,1,200,0,0,0,31.22
PAX017688,2024-07-12,7,DOH-JFK,Economy,Blue,1,314,Gluten-Free,0,0,1,1,0,17.04
PAX041100,2024-05-19,5,DOH-SYD,Economy,Gold,1,506,Vegetarian,1,382,0,1,1,375.52
PAX017123,2024-08-08,8,DOH-DXB,First,Blue,1,1,Gluten-Free,0,0,1,0,0,13.19
PAX032703,2024-08-02,8,DOH-CDG,Business,Blue,1,234,Gluten-Free,1,171,1,0,0,39.39
PAX026980,2024-12-07,12,DOH-DXB,Business,Blue,1,52,Standard,1,27,1,0,0,30.61
PAX034767,2024-12-15,12,DOH-CAI,Economy,Blue,0,0,Standard,0,0,0,0,0,5.77
PAX045951,2024-12-01,12,DOH-LHR,Economy,Blue,1,315,Vegan,0,0,0,1,1,361.68
PAX037798,2024-10-16,10,DOH-LHR,Economy,Blue,1,246,Standard,1,169,0,0,0,27.44
PAX046466,2024-04-15,4,DOH-DXB,First,Silver,1,23,Vegan,1,-19,1,0,0,34.16
PAX001837,2024-08-03,8,DOH-SYD,Economy,Blue,1,515,Standard,1,403,0,0,0,26.63
PAX010132,2024-11-07,11,DOH-BOM,Economy,Blue,1,133,Standard,0,0,1,0,0,18.67
PAX031135,2024-10-08,10,DOH-NRT,Economy,Silver,1,309,Standard,0,0,1,0,0,21.07
PAX044517,2024-08-07,8,DOH-LHR,Economy,Silver,1,288,Standard,0,0,0,0,0,10.85
PAX004823,2024-09-01,9,DOH-CAI,Economy,Blue,1,82,Vegetarian,0,0,1,1,0,8.05
PAX039589,2024-09-02,9,DOH-SIN,Business,Gold,1,237,Vegetarian,1,181,1,0,0,34.31
PAX008426,2024-06-15,6,DOH-JFK,Economy,Platinum,1,310,Standard,0,0,0,0,0,3.05
PAX002076,2024-01-02,1,DOH-SIN,First,Blue,1,232,Standard,1,182,1,1,0,29.32
PAX039015,2024-11-08,11,DOH-SYD,Economy,Gold,1,519,Standard,0,0,1,0,0,14.48
PAX047146,2024-06-28,6,DOH-CAI,Economy,Gold,0,0,Vegan,0,0,0,1,0,10.37
PAX001981,2024-04-20,4,DOH-JFK,Business,Blue,1,342,Standard,1,275,0,1,0,29.05
PAX019272,2024-09-14,9,DOH-DXB,Business,Silver,0,0,Standard,0,0,0,0,0,7.0
PAX014248,2024-06-28,6,DOH-BKK,Economy,Blue,1,204,Standard,1,184,0,1,1,384.97
PAX013709,2024-08-09,8,DOH-JFK,Economy,Blue,1,352,Standard,0,0,1,0,0,17.4
PAX020607,2024-05-13,5,DOH-DXB,Economy,Blue,0,0,Vegetarian,0,0,0,0,0,13.95
PAX035820,2024-01-21,1,DOH-SYD,Economy,Silver,1,486,Standard,1,394,0,0,0,33.51
PAX012465,2024-05-09,5,DOH-JFK,Economy,Blue,1,317,Vegan,1,278,0,0,0,35.9
PAX037921,2024-02-05,2,DOH-SYD,Economy,Platinum,1,462,Vegetarian,0,0,0,1,1,360.71
PAX045372,2024-10-09,10,DOH-NRT,Economy,Blue,1,313,Vegetarian,0,0,0,0,0,12.78
PAX043962,2024-04-25,4,DOH-JFK,First,Silver,1,263,Halal,1,254,1,0,0,29.62
PAX026497,2024-11-11,11,DOH-BKK,Economy,Blue,1,197,Standard,0,0,1,1,0,9.91
PAX027091,2024-02-29,2,DOH-JFK,Economy,Gold,1,305,Standard,0,0,0,0,0,14.01
PAX017568,2024-08-02,8,DOH-BKK,Economy,Gold,1,217,Standard,0,0,0,0,0,3.57
PAX021768,2024-05-26,5,DOH-DXB,Economy,Blue,1,38,Standard,0,0,0,1,0,0.48
PAX043999,2024-11-24,11,DOH-SYD,Economy,Silver,1,470,Vegetarian,1,404,0,0,0,32.22
PAX043245,2024-05-06,5,DOH-LHR,Economy,Silver,1,262,Halal,1,203,0,0,0,25.72
PAX043649,2024-12-15,12,DOH-CAI,Economy,Silver,1,149,Standard,0,0,1,0,0,22.83
PAX008299,2024-04-08,4,DOH-CAI,Economy,Gold,1,125,Standard,0,0,0,0,0,14.87
PAX024143,2024-03-18,3,DOH-DXB,Economy,Blue,1,10,Standard,0,0,1,0,0,14.71
PAX024350,2024-07-03,7,DOH-NRT,First,Blue,1,323,Kids,1,247,1,1,0,31.72
PAX024538,2024-03-20,3,DOH-LHR,Economy,Blue,1,255,Standard,0,0,0,0,0,6.17
PAX045886,2024-04-30,4,DOH-JFK,Economy,Blue,1,319,Gluten-Free,1,247,0,0,0,28.07
PAX042270,2024-12-12,12,DOH-LHR,Economy,Blue,0,0,Standard,0,0,0,0,0,7.84
PAX022348,2024-02-22,2,DOH-JFK,Economy,Silver,1,349,Standard,0,0,0,0,0,7.43
PAX016607,2024-05-19,5,DOH-BOM,Economy,Silver,0,0,Vegan,1,102,0,0,0,26.31
PAX035449,2024-09-20,9,DOH-BKK,Economy,Gold,0,0,Halal,1,164,1,0,0,45.8
PAX038601,2024-05-11,5,DOH-CDG,Business,Blue,1,255,Standard,1,177,0,0,0,39.58
PAX014502,2024-08-27,8,DOH-LHR,Economy,Platinum,1,291,Standard,0,0,0,1,0,5.59
PAX027915,2024-12-18,12,DOH-LHR,Economy,Gold,1,246,Standard,0,0,1,0,0,20.91
PAX041118,2024-07-13,7,DOH-CAI,Economy,Blue,1,87,Standard,0,0,0,0,0,14.42
PAX035252,2024-07-11,7,DOH-LHR,Economy,Platinum,1,296,Standard,0,0,0,0,0,5.22
PAX022135,2024-08-05,8,DOH-BKK,Business,Gold,0,0,Standard,0,0,1,1,0,7.87
PAX019981,2024-02-28,2,DOH-JFK,Economy,Silver,1,295,Vegetarian,0,0,0,0,0,12.8
PAX002714,2024-06-13,6,DOH-LHR,Economy,Blue,1,256,Kids,0,0,1,0,0,22.21
PAX026019,2024-04-11,4,DOH-DXB,First,Silver,0,0,Vegetarian,0,0,1,0,0,5.34
PAX030335,2024-07-25,7,DOH-BOM,Business,Blue,1,108,Kids,1,71,0,0,0,29.57
PAX007361,2024-07-09,7,DOH-BOM,Business,Blue,1,111,Vegan,1,57,0,0,0,34.81
PAX037881,2024-06-15,6,DOH-NRT,First,Silver,1,321,Kids,0,0,1,0,0,4.87
PAX018979,2024-10-25,10,DOH-CAI,Economy,Blue,1,70,Standard,1,50,0,0,0,39.11
PAX015018,2024-09-04,9,DOH-JFK,Economy,Silver,1,332,Standard,0,0,0,0,0,7.17
PAX032915,2024-04-13,4,DOH-SIN,Business,Silver,1,241,Vegan,1,168,0,1,1,389.42
PAX038930,2024-04-27,4,DOH-DXB,Economy,Gold,1,83,Halal,1,6,0,0,0,37.69
PAX039038,2024-03-29,3,DOH-BOM,Economy,Platinum,0,0,Standard,0,0,1,0,0,12.4
PAX010202,2024-02-09,2,DOH-BKK,Economy,Platinum,0,0,Standard,0,0,0,0,0,13.02
PAX008547,2024-07-26,7,DOH-NRT,Economy,Blue,0,0,Standard,0,0,1,1,0,15.4
PAX029890,2024-06-10,6,DOH-SIN,Economy,Gold,1,327,Gluten-Free,0,0,0,0,0,2.79
PAX015140,2024-07-11,7,DOH-SYD,Business,Blue,1,507,Standard,1,394,0,0,0,32.36
PAX036733,2024-10-05,10,DOH-SIN,Economy,Blue,1,205,Standard,0,0,0,0,0,6.58
PAX045874,2024-04-29,4,DOH-BKK,Business,Blue,1,201,Standard,0,0,0,0,0,1.61
PAX025385,2024-01-28,1,DOH-NRT,Business,Blue,1,376,Standard,0,0,1,1,0,7.65
PAX015398,2024-04-29,4,DOH-JFK,Economy,Blue,1,364,Kids,0,0,0,1,1,356.84
PAX007791,2024-08-17,8,DOH-JFK,First,Gold,1,337,Standard,1,271,1,0,0,28.61
PAX020452,2024-12-27,12,DOH-NRT,Economy,Silver,1,330,Vegetarian,0,0,1,0,0,16.09
PAX023247,2024-06-19,6,DOH-JFK,Economy,Silver,1,335,Standard,1,249,0,1,0,35.53
PAX011940,2024-02-14,2,DOH-BOM,Economy,Blue,0,0,Standard,0,0,0,0,0,12.01
PAX005019,2024-02-16,2,DOH-BKK,Economy,Gold,1,268,Standard,1,171,0,0,0,31.04
PAX041946,2024-12-14,12,DOH-LHR,Economy,Blue,0,0,Vegetarian,0,0,0,1,1,351.62
PAX020543,2024-03-28,3,DOH-CAI,Economy,Blue,0,0,Standard,1,67,0,1,1,387.59
PAX034346,2024-03-21,3,DOH-LHR,Economy,Blue,0,0,Standard,0,0,0,0,0,2.31
PAX014564,2024-08-17,8,DOH-SIN,Economy,Blue,1,269,Vegetarian,1,181,1,1,1,390.24
PAX001556,2024-10-21,10,DOH-LHR,Business,Silver,1,254,Standard,1,217,0,1,0,36.52
PAX022002,2024-06-02,6,DOH-JFK,Economy,Blue,1,368,Vegetarian,0,0,0,0,0,14.16
PAX036152,2024-11-06,11,DOH-NRT,Business,Gold,1,296,Vegetarian,1,236,1,1,0,36.94
PAX033474,2024-01-09,1,DOH-JFK,Economy,Platinum,1,325,Vegetarian,0,0,0,1,0,0.15
PAX007722,2024-10-09,10,DOH-CDG,Economy,Blue,1,278,Vegetarian,0,0,1,0,0,11.99
PAX015452,2024-02-09,2,DOH-BKK,Economy,Silver,1,228,Halal,0,0,1,0,0,11.67
PAX035469,2024-10-30,10,DOH-LHR,Economy,Blue,1,268,Standard,0,0,0,0,0,13.32
PAX027838,2024-05-10,5,DOH-JFK,First,Blue,1,318,Vegetarian,0,0,1,0,0,1.97
PAX045145,2024-01-17,1,DOH-BOM,Economy,Gold,0,0,Halal,0,0,1,0,0,19.67
PAX004886,2024-07-16,7,DOH-BKK,Business,Blue,1,232,Standard,0,0,0,1,0,4.0
PAX000314,2024-04-02,4,DOH-SYD,Business,Silver,1,476,Standard,0,0,1,1,0,10.86
PAX038592,2024-12-16,12,DOH-SIN,First,Blue,1,258,Standard,1,220,1,0,0,39.01
PAX033238,2024-10-18,10,DOH-JFK,Economy,Platinum,1,304,Standard,0,0,0,0,0,5.62
PAX002288,2024-04-27,4,DOH-DXB,Economy,Platinum,1,76,Kids,0,0,0,1,0,5.76
PAX036331,2024-12-15,12,DOH-SIN,Business,Silver,0,0,Standard,0,0,1,0,0,3.19
PAX028549,2024-03-05,3,DOH-NRT,Economy,Platinum,1,317,Halal,0,0,0,1,1,350.31
PAX017098,2024-01-22,1,DOH-JFK,Economy,Blue,1,324,Gluten-Free,0,0,0,1,1,361.94
PAX003907,2024-05-07,5,DOH-LHR,Business,Blue,1,278,Vegan,1,240,0,1,1,386.2
PAX003659,2024-04-06,4,DOH-SIN,First,Gold,1,273,Standard,0,0,1,0,0,13.4
PAX016286,2024-03-02,3,DOH-CDG,Economy,Blue,1,217,Halal,0,0,0,0,0,8.89
PAX034745,2024-01-21,1,DOH-BKK,Economy,Silver,1,203,Standard,0,0,0,0,0,14.54
PAX031809,2024-11-19,11,DOH-LHR,Economy,Gold,1,259,Halal,0,0,0,0,0,6.69
PAX003822,2024-01-17,1,DOH-SYD,Business,Platinum,1,486,Standard,0,0,1,0,0,10.85
PAX021274,2024-04-25,4,DOH-JFK,Business,Blue,1,370,Standard,1,269,0,1,0,29.24
PAX010044,2024-01-24,1,DOH-LHR,Economy,Gold,1,244,Gluten-Free,0,0,1,1,1,366.04
PAX014182,2024-04-12,4,DOH-SIN,Economy,Silver,1,258,Gluten-Free,1,225,1,0,0,40.42
PAX016878,2024-02-05,2,DOH-CDG,Economy,Blue,1,204,Vegan,0,0,0,1,1,361.77
PAX018893,2024-02-16,2,DOH-SYD,Business,Silver,1,565,Vegetarian,1,396,0,1,0,29.18
PAX040759,2024-03-23,3,DOH-CAI,Economy,Blue,1,67,Standard,1,62,0,0,0,29.61
PAX041933,2024-10-03,10,DOH-CDG,Economy,Silver,1,253,Standard,0,0,0,0,0,3.55
PAX014386,2024-05-08,5,DOH-BOM,Economy,Silver,0,0,Standard,0,0,1,0,0,18.44
PAX041341,2024-09-15,9,DOH-LHR,Business,Blue,1,210,Halal,0,0,0,0,0,5.38
PAX047994,2024-03-18,3,DOH-SYD,Economy,Blue,1,581,Vegan,1,373,0,0,0,26.14
PAX025486,2024-02-09,2,DOH-SIN,Economy,Blue,1,267,Vegetarian,1,218,0,0,0,38.69
PAX004713,2024-04-07,4,DOH-CDG,Economy,Blue,1,229,Standard,0,0,0,0,0,12.35
PAX019562,2024-04-24,4,DOH-DXB,Economy,Blue,1,44,Standard,1,4,0,1,1,388.84
PAX005220,2024-12-10,12,DOH-NRT,Economy,Blue,1,320,Kids,0,0,0,0,0,9.91
PAX033145,2024-05-19,5,DOH-BOM,Business,Gold,1,149,Gluten-Free,1,102,0,1,0,29.77
PAX045150,2024-03-29,3,DOH-CDG,Economy,Gold,1,287,Standard,0,0,0,0,0,1.98
PAX041360,2024-01-03,1,DOH-BOM,Economy,Blue,0,0,Standard,0,0,0,0,0,13.73
PAX014302,2024-11-01,11,DOH-LHR,Economy,Platinum,1,262,Halal,0,0,1,1,0,17.83
PAX009374,2024-12-19,12,DOH-NRT,Business,Blue,1,341,Vegan,0,0,1,1,0,3.55
PAX017895,2024-05-23,5,DOH-LHR,Economy,Blue,0,0,Gluten-Free,0,0,0,0,0,12.71
PAX036777,2024-06-29,6,DOH-DXB,Business,Blue,0,0,Halal,1,60,1,1,0,29.2
PAX038851,2024-11-02,11,DOH-LHR,Economy,Blue,1,295,Standard,0,0,0,0,0,5.46
PAX014626,2024-09-10,9,DOH-BKK,Economy,Silver,0,0,Standard,0,0,0,0,0,7.78
