review_id,review_date,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_overall,sentiment_score,keyword,sentiment_type,frequency,rank_global,freq_within_type
1383,2018-10-14,2018,10,Business Class,Solo Leisure,Kuala Lumpur to Munich via Doha,Germany,9,positive,0.7,consistency,positive,1,58,1
1383,2018-10-14,2018,10,Business Class,Solo Leisure,Kuala Lumpur to Munich via Doha,Germany,9,positive,0.7,gorgeous,positive,1,58,1
1384,2018-10-10,2018,10,Business Class,Couple Leisure,Doha to Amman,Qatar,8,neutral,-0.3,none,positive,16,43,16
1385,2018-10-09,2018,10,Economy Class,Couple Leisure,London to Colombo via Doha,United Kingdom,7,mixed,0.3,efficient,positive,62,19,62
1385,2018-10-09,2018,10,Economy Class,Couple Leisure,London to Colombo via Doha,United Kingdom,7,mixed,0.3,comfortable,positive,304,2,304
1385,2018-10-09,2018,10,Economy Class,Couple Leisure,London to Colombo via Doha,United Kingdom,7,mixed,0.3,went the extra mile,positive,1,58,1
1385,2018-10-09,2018,10,Economy Class,Couple Leisure,London to Colombo via Doha,United Kingdom,7,mixed,0.3,delicious,positive,61,20,61
1386,2018-10-08,2018,10,Economy Class,Solo Leisure,London to Doha,Qatar,10,positive,0.95,wonderful,positive,70,17,70
1386,2018-10-08,2018,10,Economy Class,Solo Leisure,London to Doha,Qatar,10,positive,0.95,comfortable,positive,304,2,304
1386,2018-10-08,2018,10,Economy Class,Solo Leisure,London to Doha,Qatar,10,positive,0.95,luxurious,positive,13,46,13
1386,2018-10-08,2018,10,Economy Class,Solo Leisure,London to Doha,Qatar,10,positive,0.95,professional,positive,132,8,132
1387,2018-10-05,2018,10,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Australia,10,positive,0.9,best,positive,119,12,119
1387,2018-10-05,2018,10,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Australia,10,positive,0.9,taste,positive,2,57,2
1387,2018-10-05,2018,10,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Australia,10,positive,0.9,good,positive,245,4,245
1387,2018-10-05,2018,10,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Australia,10,positive,0.9,definitely,positive,14,45,14
1387,2018-10-05,2018,10,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Australia,10,positive,0.9,back,positive,1,58,1
1388,2018-10-03,2018,10,Economy Class,Family Leisure,Doha to Cardiff,Australia,2,negative,-0.8,understand,positive,1,58,1
1389,2018-10-03,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,positive,0.8,comfortable,positive,304,2,304
1389,2018-10-03,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,positive,0.8,friendly,positive,259,3,259
1389,2018-10-03,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,positive,0.8,personalized,positive,3,56,3
1389,2018-10-03,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,positive,0.8,pyjamas,positive,2,57,2
1389,2018-10-03,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,positive,0.8,amenity kits,positive,2,57,2
1389,2018-10-03,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,positive,0.8,flat-bed seats,positive,1,58,1
1389,2018-10-03,2018,10,Business Class,Couple Leisure,Istanbul to Denpasar via Doha,Romania,10,positive,0.8,good value for money,positive,2,57,2
1390,2018-10-02,2018,10,Business Class,Business,Kigali to Ho Chi Minh City via Doha,Vietnam,8,mixed,0.3,excellent,positive,309,1,309
1390,2018-10-02,2018,10,Business Class,Business,Kigali to Ho Chi Minh City via Doha,Vietnam,8,mixed,0.3,fantastic,positive,74,16,74
1390,2018-10-02,2018,10,Business Class,Business,Kigali to Ho Chi Minh City via Doha,Vietnam,8,mixed,0.3,proactive,positive,3,56,3
1390,2018-10-02,2018,10,Business Class,Business,Kigali to Ho Chi Minh City via Doha,Vietnam,8,mixed,0.3,caring,positive,29,31,29
1390,2018-10-02,2018,10,Business Class,Business,Kigali to Ho Chi Minh City via Doha,Vietnam,8,mixed,0.3,surprisingly good,positive,1,58,1
1391,2018-10-02,2018,10,Economy Class,Family Leisure,Paris to Sydney via Doha,Australia,2,negative,-0.8,inflight services,positive,1,58,1
1392,2018-09-30,2018,9,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,Germany,9,positive,0.75,fabulous,positive,20,39,20
1392,2018-09-30,2018,9,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,Germany,9,positive,0.75,spacious,positive,21,38,21
1392,2018-09-30,2018,9,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,Germany,9,positive,0.75,well laid out,positive,1,58,1
1392,2018-09-30,2018,9,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,Germany,9,positive,0.75,private,positive,8,51,8
1392,2018-09-30,2018,9,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,Germany,9,positive,0.75,top notch,positive,23,36,23
1392,2018-09-30,2018,9,Business Class,Solo Leisure,Munich to Kuala Lumpur via Doha,Germany,9,positive,0.75,good,positive,245,4,245
1393,2018-09-30,2018,9,Economy Class,Family Leisure,Doha to Casablanca,Hong Kong,1,negative,-0.8,none,positive,16,43,16
1395,2018-09-27,2018,9,Economy Class,Couple Leisure,Doha to Bangkok,Thailand,10,positive,0.95,fortunate,positive,1,58,1
1395,2018-09-27,2018,9,Economy Class,Couple Leisure,Doha to Bangkok,Thailand,10,positive,0.95,warm welcome,positive,1,58,1
1395,2018-09-27,2018,9,Economy Class,Couple Leisure,Doha to Bangkok,Thailand,10,positive,0.95,power to make my flight,positive,1,58,1
1395,2018-09-27,2018,9,Economy Class,Couple Leisure,Doha to Bangkok,Thailand,10,positive,0.95,comfortable,positive,304,2,304
1395,2018-09-27,2018,9,Economy Class,Couple Leisure,Doha to Bangkok,Thailand,10,positive,0.95,fantastic service,positive,1,58,1
1396,2018-09-26,2018,9,Economy Class,Couple Leisure,Helsinki to Hong Kong via Doha,France,8,mixed,-0.3,polite,positive,60,21,60
1396,2018-09-26,2018,9,Economy Class,Couple Leisure,Helsinki to Hong Kong via Doha,France,8,mixed,-0.3,good meals,positive,1,58,1
1396,2018-09-26,2018,9,Economy Class,Couple Leisure,Helsinki to Hong Kong via Doha,France,8,mixed,-0.3,on time,positive,53,23,53
1397,2018-09-20,2018,9,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Indonesia,10,positive,0.95,better,positive,24,35,24
1397,2018-09-20,2018,9,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Indonesia,10,positive,0.95,enjoyable,positive,26,33,26
1397,2018-09-20,2018,9,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Indonesia,10,positive,0.95,nice,positive,130,9,130
1397,2018-09-20,2018,9,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Indonesia,10,positive,0.95,friendly,positive,259,3,259
1397,2018-09-20,2018,9,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Indonesia,10,positive,0.95,responsive,positive,11,48,11
1397,2018-09-20,2018,9,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Indonesia,10,positive,0.95,options,positive,9,50,9
1397,2018-09-20,2018,9,Economy Class,Solo Leisure,Jakarta to Paris via Doha,Indonesia,10,positive,0.95,delicious,positive,61,20,61
1398,2018-09-20,2018,9,Economy Class,Couple Leisure,Stockholm to Hi Chi Minh City via Doha,United Kingdom,5,negative,-0.75,food,positive,28,32,28
1399,2018-09-18,2018,9,Economy Class,Solo Leisure,Miami to Doha,United States,5,negative,-0.8,seats,positive,4,55,4
1400,2018-09-17,2018,9,Business Class,Couple Leisure,Canberra to London via Sydney / Doha,Australia,9,positive,0.85,impressive,positive,25,34,25
1400,2018-09-17,2018,9,Business Class,Couple Leisure,Canberra to London via Sydney / Doha,Australia,9,positive,0.85,unmatched,positive,1,58,1
1400,2018-09-17,2018,9,Business Class,Couple Leisure,Canberra to London via Sydney / Doha,Australia,9,positive,0.85,friendly,positive,259,3,259
1400,2018-09-17,2018,9,Business Class,Couple Leisure,Canberra to London via Sydney / Doha,Australia,9,positive,0.85,helpful,positive,149,6,149
1400,2018-09-17,2018,9,Business Class,Couple Leisure,Canberra to London via Sydney / Doha,Australia,9,positive,0.85,outstanding,positive,87,14,87
1400,2018-09-17,2018,9,Business Class,Couple Leisure,Canberra to London via Sydney / Doha,Australia,9,positive,0.85,high,positive,6,53,6
1401,2018-09-16,2018,9,Business Class,Solo Leisure,Edinburgh to Doha,Qatar,9,positive,0.9,excellent,positive,309,1,309
1401,2018-09-16,2018,9,Business Class,Solo Leisure,Edinburgh to Doha,Qatar,9,positive,0.9,special thanks,positive,2,57,2
1401,2018-09-16,2018,9,Business Class,Solo Leisure,Edinburgh to Doha,Qatar,9,positive,0.9,outstanding,positive,87,14,87
1401,2018-09-16,2018,9,Business Class,Solo Leisure,Edinburgh to Doha,Qatar,9,positive,0.9,professional,positive,132,8,132
1401,2018-09-16,2018,9,Business Class,Solo Leisure,Edinburgh to Doha,Qatar,9,positive,0.9,smile,positive,15,44,15
1402,2018-09-16,2018,9,Economy Class,Family Leisure,Cardiff to Doha via Bangkok,United Kingdom,9,positive,0.8,delighted,positive,7,52,7
1402,2018-09-16,2018,9,Economy Class,Family Leisure,Cardiff to Doha via Bangkok,United Kingdom,9,positive,0.8,excellent,positive,309,1,309
1402,2018-09-16,2018,9,Economy Class,Family Leisure,Cardiff to Doha via Bangkok,United Kingdom,9,positive,0.8,superb,positive,57,22,57
1403,2018-09-14,2018,9,Economy Class,Solo Leisure,Delhi to Doha,Qatar,2,mixed,-0.3,excellent,positive,309,1,309
1403,2018-09-14,2018,9,Economy Class,Solo Leisure,Delhi to Doha,Qatar,2,mixed,-0.3,amazing,positive,137,7,137
1404,2018-09-13,2018,9,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,Malaysia,7,mixed,0.2,comfortable,positive,304,2,304
1404,2018-09-13,2018,9,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,Malaysia,7,mixed,0.2,super,positive,5,54,5
1404,2018-09-13,2018,9,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,Malaysia,7,mixed,0.2,service,positive,129,10,129
1405,2018-09-06,2018,9,Economy Class,Solo Leisure,Tokyo to Casablanca via Doha,Japan,6,mixed,0.3,impressed,positive,63,18,63
1405,2018-09-06,2018,9,Economy Class,Solo Leisure,Tokyo to Casablanca via Doha,Japan,6,mixed,0.3,good,positive,245,4,245
1405,2018-09-06,2018,9,Economy Class,Solo Leisure,Tokyo to Casablanca via Doha,Japan,6,mixed,0.3,attentive,positive,127,11,127
1406,2018-09-06,2018,9,Business Class,Business,Denpasar to Doha,Switzerland,2,neutral,-0.2,upgrade,positive,6,53,6
1407,2018-09-05,2018,9,Economy Class,Solo Leisure,Sydney to Cardiff via Doha,Australia,10,positive,0.9,fantastic,positive,74,16,74
1407,2018-09-05,2018,9,Economy Class,Solo Leisure,Sydney to Cardiff via Doha,Australia,10,positive,0.9,courteous,positive,44,26,44
1407,2018-09-05,2018,9,Economy Class,Solo Leisure,Sydney to Cardiff via Doha,Australia,10,positive,0.9,helpful,positive,149,6,149
1407,2018-09-05,2018,9,Economy Class,Solo Leisure,Sydney to Cardiff via Doha,Australia,10,positive,0.9,exceptional service,positive,2,57,2
1407,2018-09-05,2018,9,Economy Class,Solo Leisure,Sydney to Cardiff via Doha,Australia,10,positive,0.9,good food,positive,8,51,8
1408,2018-09-03,2018,9,Economy Class,Solo Leisure,Doha to Muscat,Qatar,10,positive,0.95,amazing,positive,137,7,137
1408,2018-09-03,2018,9,Economy Class,Solo Leisure,Doha to Muscat,Qatar,10,positive,0.95,best,positive,119,12,119
1408,2018-09-03,2018,9,Economy Class,Solo Leisure,Doha to Muscat,Qatar,10,positive,0.95,wonderful,positive,70,17,70
1409,2018-09-03,2018,9,Economy Class,Solo Leisure,Doha to Goa,India,10,positive,0.85,great,positive,197,5,197
1409,2018-09-03,2018,9,Economy Class,Solo Leisure,Doha to Goa,India,10,positive,0.85,amazed,positive,5,54,5
1409,2018-09-03,2018,9,Economy Class,Solo Leisure,Doha to Goa,India,10,positive,0.85,excellent,positive,309,1,309
1409,2018-09-03,2018,9,Economy Class,Solo Leisure,Doha to Goa,India,10,positive,0.85,looking forward,positive,5,54,5
1410,2018-09-02,2018,9,Business Class,Solo Leisure,Milan to Cape Town via Doha,South Africa,10,positive,0.9,professional,positive,132,8,132
1410,2018-09-02,2018,9,Business Class,Solo Leisure,Milan to Cape Town via Doha,South Africa,10,positive,0.9,attentive,positive,127,11,127
1410,2018-09-02,2018,9,Business Class,Solo Leisure,Milan to Cape Town via Doha,South Africa,10,positive,0.9,good,positive,245,4,245
1410,2018-09-02,2018,9,Business Class,Solo Leisure,Milan to Cape Town via Doha,South Africa,10,positive,0.9,clean,positive,78,15,78
1411,2018-09-02,2018,9,Economy Class,Solo Leisure,Perth to Munich via Doha,Australia,10,positive,0.95,fabulous,positive,20,39,20
1411,2018-09-02,2018,9,Economy Class,Solo Leisure,Perth to Munich via Doha,Australia,10,positive,0.95,comfy,positive,3,56,3
1411,2018-09-02,2018,9,Economy Class,Solo Leisure,Perth to Munich via Doha,Australia,10,positive,0.95,lovely,positive,21,38,21
1411,2018-09-02,2018,9,Economy Class,Solo Leisure,Perth to Munich via Doha,Australia,10,positive,0.95,amazing,positive,137,7,137
1411,2018-09-02,2018,9,Economy Class,Solo Leisure,Perth to Munich via Doha,Australia,10,positive,0.95,caring,positive,29,31,29
1411,2018-09-02,2018,9,Economy Class,Solo Leisure,Perth to Munich via Doha,Australia,10,positive,0.95,professional,positive,132,8,132
1412,2018-08-30,2018,8,Business Class,Solo Leisure,Denpasar to Doha,Sweden,9,positive,0.8,excellent,positive,309,1,309
1412,2018-08-30,2018,8,Business Class,Solo Leisure,Denpasar to Doha,Sweden,9,positive,0.8,service,positive,129,10,129
1412,2018-08-30,2018,8,Business Class,Solo Leisure,Denpasar to Doha,Sweden,9,positive,0.8,friendly,positive,259,3,259
1412,2018-08-30,2018,8,Business Class,Solo Leisure,Denpasar to Doha,Sweden,9,positive,0.8,superb,positive,57,22,57
1412,2018-08-30,2018,8,Business Class,Solo Leisure,Denpasar to Doha,Sweden,9,positive,0.8,smile,positive,15,44,15
1412,2018-08-30,2018,8,Business Class,Solo Leisure,Denpasar to Doha,Sweden,9,positive,0.8,good,positive,245,4,245
1412,2018-08-30,2018,8,Business Class,Solo Leisure,Denpasar to Doha,Sweden,9,positive,0.8,splendid,positive,4,55,4
1413,2018-08-29,2018,8,Business Class,Solo Leisure,"Mahé, Seychelles to Doha",Sweden,9,positive,0.85,great,positive,197,5,197
1413,2018-08-29,2018,8,Business Class,Solo Leisure,"Mahé, Seychelles to Doha",Sweden,9,positive,0.85,travel experience,positive,1,58,1
1413,2018-08-29,2018,8,Business Class,Solo Leisure,"Mahé, Seychelles to Doha",Sweden,9,positive,0.85,crew,positive,16,43,16
1413,2018-08-29,2018,8,Business Class,Solo Leisure,"Mahé, Seychelles to Doha",Sweden,9,positive,0.85,wine,positive,2,57,2
1413,2018-08-29,2018,8,Business Class,Solo Leisure,"Mahé, Seychelles to Doha",Sweden,9,positive,0.85,time to work,positive,1,58,1
1413,2018-08-29,2018,8,Business Class,Solo Leisure,"Mahé, Seychelles to Doha",Sweden,9,positive,0.85,nap,positive,1,58,1
1414,2018-08-29,2018,8,Business Class,Solo Leisure,Doha to Stockholm,Sweden,9,positive,0.8,pleasure,positive,20,39,20
1414,2018-08-29,2018,8,Business Class,Solo Leisure,Doha to Stockholm,Sweden,9,positive,0.8,great,positive,197,5,197
1414,2018-08-29,2018,8,Business Class,Solo Leisure,Doha to Stockholm,Sweden,9,positive,0.8,friendly,positive,259,3,259
1414,2018-08-29,2018,8,Business Class,Solo Leisure,Doha to Stockholm,Sweden,9,positive,0.8,service,positive,129,10,129
1414,2018-08-29,2018,8,Business Class,Solo Leisure,Doha to Stockholm,Sweden,9,positive,0.8,good,positive,245,4,245
1415,2018-08-29,2018,8,Business Class,Business,Hyderabad to Atlanta via Doha,India,8,positive,0.8,outstanding,positive,87,14,87
1415,2018-08-29,2018,8,Business Class,Business,Hyderabad to Atlanta via Doha,India,8,positive,0.8,great,positive,197,5,197
1415,2018-08-29,2018,8,Business Class,Business,Hyderabad to Atlanta via Doha,India,8,positive,0.8,best,positive,119,12,119
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,amazing,positive,137,7,137
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,comfortable,positive,304,2,304
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,excellent,positive,309,1,309
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,attentive,positive,127,11,127
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,courteous,positive,44,26,44
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,good,positive,245,4,245
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,huge,positive,7,52,7
1416,2018-08-26,2018,8,Business Class,Business,Dhaka to London via Doha,Bangladesh,10,positive,0.95,wonderful,positive,70,17,70
1417,2018-08-23,2018,8,Economy Class,Couple Leisure,Kuala Lumpur to Paris via Doha,Malaysia,9,positive,0.8,staff,positive,16,43,16
1417,2018-08-23,2018,8,Economy Class,Couple Leisure,Kuala Lumpur to Paris via Doha,Malaysia,9,positive,0.8,take care,positive,1,58,1
1417,2018-08-23,2018,8,Economy Class,Couple Leisure,Kuala Lumpur to Paris via Doha,Malaysia,9,positive,0.8,recommend,positive,37,28,37
1417,2018-08-23,2018,8,Economy Class,Couple Leisure,Kuala Lumpur to Paris via Doha,Malaysia,9,positive,0.8,good,positive,245,4,245
1417,2018-08-23,2018,8,Economy Class,Couple Leisure,Kuala Lumpur to Paris via Doha,Malaysia,9,positive,0.8,deserved,positive,1,58,1
1417,2018-08-23,2018,8,Economy Class,Couple Leisure,Kuala Lumpur to Paris via Doha,Malaysia,9,positive,0.8,clean,positive,78,15,78
1418,2018-08-21,2018,8,Business Class,Business,Oslo to Melbourne via Doha,Australia,9,positive,0.95,excellent,positive,309,1,309
1418,2018-08-21,2018,8,Business Class,Business,Oslo to Melbourne via Doha,Australia,9,positive,0.95,big and comfortable,positive,1,58,1
1418,2018-08-21,2018,8,Business Class,Business,Oslo to Melbourne via Doha,Australia,9,positive,0.95,attentive,positive,127,11,127
1418,2018-08-21,2018,8,Business Class,Business,Oslo to Melbourne via Doha,Australia,9,positive,0.95,great meals,positive,2,57,2
1418,2018-08-21,2018,8,Business Class,Business,Oslo to Melbourne via Doha,Australia,9,positive,0.95,best business lounge,positive,1,58,1
1419,2018-08-21,2018,8,Economy Class,Family Leisure,Manila to Manchester via Doha,United Kingdom,9,positive,0.65,helpful,positive,149,6,149
1419,2018-08-21,2018,8,Economy Class,Family Leisure,Manila to Manchester via Doha,United Kingdom,9,positive,0.65,comfortable,positive,304,2,304
1419,2018-08-21,2018,8,Economy Class,Family Leisure,Manila to Manchester via Doha,United Kingdom,9,positive,0.65,amazed,positive,5,54,5
1419,2018-08-21,2018,8,Economy Class,Family Leisure,Manila to Manchester via Doha,United Kingdom,9,positive,0.65,priority,positive,2,57,2
1420,2018-08-16,2018,8,Business Class,Family Leisure,Paris to Doha,Qatar,8,positive,0.7,spotless,positive,7,52,7
1420,2018-08-16,2018,8,Business Class,Family Leisure,Paris to Doha,Qatar,8,positive,0.7,superb,positive,57,22,57
1420,2018-08-16,2018,8,Business Class,Family Leisure,Paris to Doha,Qatar,8,positive,0.7,good,positive,245,4,245
1420,2018-08-16,2018,8,Business Class,Family Leisure,Paris to Doha,Qatar,8,positive,0.7,5 star,positive,5,54,5
1421,2018-08-13,2018,8,Economy Class,Solo Leisure,Perth to Warsaw via Doha,Australia,8,mixed,0.5,fantastic,positive,74,16,74
1421,2018-08-13,2018,8,Economy Class,Solo Leisure,Perth to Warsaw via Doha,Australia,8,mixed,0.5,helpful,positive,149,6,149
1421,2018-08-13,2018,8,Economy Class,Solo Leisure,Perth to Warsaw via Doha,Australia,8,mixed,0.5,great,positive,197,5,197
1421,2018-08-13,2018,8,Economy Class,Solo Leisure,Perth to Warsaw via Doha,Australia,8,mixed,0.5,pleasant,positive,96,13,96
1422,2018-08-13,2018,8,Economy Class,Solo Leisure,Doha to Milan,Italy,5,neutral,0.1,window,positive,1,58,1
1422,2018-08-13,2018,8,Economy Class,Solo Leisure,Doha to Milan,Italy,5,neutral,0.1,cleanliness,positive,5,54,5
1423,2018-08-13,2018,8,Economy Class,Solo Leisure,Bangkok to Doha,Italy,7,positive,0.8,love,positive,18,41,18
1423,2018-08-13,2018,8,Economy Class,Solo Leisure,Bangkok to Doha,Italy,7,positive,0.8,perfectly,positive,4,55,4
1423,2018-08-13,2018,8,Economy Class,Solo Leisure,Bangkok to Doha,Italy,7,positive,0.8,really good,positive,7,52,7
1424,2018-08-10,2018,8,Economy Class,Solo Leisure,Melbourne to Madrid via Doha,Spain,9,positive,0.85,excellent service,positive,4,55,4
1424,2018-08-10,2018,8,Economy Class,Solo Leisure,Melbourne to Madrid via Doha,Spain,9,positive,0.85,kind,positive,31,30,31
1424,2018-08-10,2018,8,Economy Class,Solo Leisure,Melbourne to Madrid via Doha,Spain,9,positive,0.85,attentive,positive,127,11,127
1425,2018-08-08,2018,8,Economy Class,Business,Jakarta to Doha,Indonesia,7,positive,0.6,fine,positive,14,45,14
1425,2018-08-08,2018,8,Economy Class,Business,Jakarta to Doha,Indonesia,7,positive,0.6,helpful,positive,149,6,149
1426,2018-08-06,2018,8,Economy Class,Couple Leisure,Bombay to Dallas via Doha,United States,6,positive,0.7,no complaints,positive,1,58,1
1426,2018-08-06,2018,8,Economy Class,Couple Leisure,Bombay to Dallas via Doha,United States,6,positive,0.7,excellent,positive,309,1,309
1427,2018-08-02,2018,8,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Italy,10,positive,0.9,excellent,positive,309,1,309
1427,2018-08-02,2018,8,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Italy,10,positive,0.9,assistance,positive,5,54,5
1427,2018-08-02,2018,8,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Italy,10,positive,0.9,professionalism,positive,18,41,18
1427,2018-08-02,2018,8,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Italy,10,positive,0.9,courtesy,positive,4,55,4
1427,2018-08-02,2018,8,Economy Class,Solo Leisure,Melbourne to Rome via Doha,Italy,10,positive,0.9,passion,positive,1,58,1
1428,2018-07-31,2018,7,Economy Class,Business,Ankara to Melbourne via Doha,Australia,4,negative,-0.75,above average,positive,5,54,5
1429,2018-07-31,2018,7,Economy Class,Couple Leisure,Singapore to Paris via Doha,Sweden,1,negative,-0.7,entertainment choice,positive,1,58,1
1430,2018-07-26,2018,7,Economy Class,Solo Leisure,Nagpur to Atlanta via Doha,India,9,positive,0.85,helpful,positive,149,6,149
1430,2018-07-26,2018,7,Economy Class,Solo Leisure,Nagpur to Atlanta via Doha,India,9,positive,0.85,polite,positive,60,21,60
1430,2018-07-26,2018,7,Economy Class,Solo Leisure,Nagpur to Atlanta via Doha,India,9,positive,0.85,safe,positive,12,47,12
1430,2018-07-26,2018,7,Economy Class,Solo Leisure,Nagpur to Atlanta via Doha,India,9,positive,0.85,taste good,positive,1,58,1
1430,2018-07-26,2018,7,Economy Class,Solo Leisure,Nagpur to Atlanta via Doha,India,9,positive,0.85,comfortable,positive,304,2,304
1431,2018-07-24,2018,7,Economy Class,Couple Leisure,Bucharest to Denpasar via Doha,Romania,10,positive,0.9,very good,positive,12,47,12
1431,2018-07-24,2018,7,Economy Class,Couple Leisure,Bucharest to Denpasar via Doha,Romania,10,positive,0.9,good staff,positive,1,58,1
1431,2018-07-24,2018,7,Economy Class,Couple Leisure,Bucharest to Denpasar via Doha,Romania,10,positive,0.9,great food,positive,3,56,3
1431,2018-07-24,2018,7,Economy Class,Couple Leisure,Bucharest to Denpasar via Doha,Romania,10,positive,0.9,better services,positive,1,58,1
1431,2018-07-24,2018,7,Economy Class,Couple Leisure,Bucharest to Denpasar via Doha,Romania,10,positive,0.9,balanced menu,positive,1,58,1
1431,2018-07-24,2018,7,Economy Class,Couple Leisure,Bucharest to Denpasar via Doha,Romania,10,positive,0.9,very clean,positive,1,58,1
1432,2018-07-21,2018,7,Economy Class,Solo Leisure,Vienna to Doha,Italy,7,positive,0.6,good job,positive,2,57,2
1432,2018-07-21,2018,7,Economy Class,Solo Leisure,Vienna to Doha,Italy,7,positive,0.6,incredible product,positive,1,58,1
1432,2018-07-21,2018,7,Economy Class,Solo Leisure,Vienna to Doha,Italy,7,positive,0.6,impressed,positive,63,18,63
1432,2018-07-21,2018,7,Economy Class,Solo Leisure,Vienna to Doha,Italy,7,positive,0.6,comfortable seats,positive,4,55,4
1432,2018-07-21,2018,7,Economy Class,Solo Leisure,Vienna to Doha,Italy,7,positive,0.6,excellent service,positive,4,55,4
1433,2018-07-21,2018,7,Economy Class,Family Leisure,Boston to Trivandrum via Doha,United States,7,mixed,0.3,excellent,positive,309,1,309
1433,2018-07-21,2018,7,Economy Class,Family Leisure,Boston to Trivandrum via Doha,United States,7,mixed,0.3,amazing,positive,137,7,137
1433,2018-07-21,2018,7,Economy Class,Family Leisure,Boston to Trivandrum via Doha,United States,7,mixed,0.3,nice,positive,130,9,130
1433,2018-07-21,2018,7,Economy Class,Family Leisure,Boston to Trivandrum via Doha,United States,7,mixed,0.3,helpful,positive,149,6,149
1434,2018-07-18,2018,7,Business Class,Family Leisure,Doha to Milan,Qatar,9,positive,0.7,superb,positive,57,22,57
1434,2018-07-18,2018,7,Business Class,Family Leisure,Doha to Milan,Qatar,9,positive,0.7,enjoyed,positive,20,39,20
1436,2018-07-14,2018,7,Business Class,Solo Leisure,Bangkok to Helsinki via Doha,Germany,6,mixed,-0.3,better,positive,24,35,24
1437,2018-07-14,2018,7,Economy Class,Solo Leisure,Munich to Tokyo via Doha,Japan,10,positive,0.9,friendly,positive,259,3,259
1437,2018-07-14,2018,7,Economy Class,Solo Leisure,Munich to Tokyo via Doha,Japan,10,positive,0.9,helpful,positive,149,6,149
1437,2018-07-14,2018,7,Economy Class,Solo Leisure,Munich to Tokyo via Doha,Japan,10,positive,0.9,clean,positive,78,15,78
1437,2018-07-14,2018,7,Economy Class,Solo Leisure,Munich to Tokyo via Doha,Japan,10,positive,0.9,great,positive,197,5,197
1438,2018-07-12,2018,7,Economy Class,Family Leisure,Kuwait to Munich via Doha,Kuwait,10,positive,0.9,excellent,positive,309,1,309
1438,2018-07-12,2018,7,Economy Class,Family Leisure,Kuwait to Munich via Doha,Kuwait,10,positive,0.9,friendly,positive,259,3,259
1438,2018-07-12,2018,7,Economy Class,Family Leisure,Kuwait to Munich via Doha,Kuwait,10,positive,0.9,comfortable,positive,304,2,304
1438,2018-07-12,2018,7,Economy Class,Family Leisure,Kuwait to Munich via Doha,Kuwait,10,positive,0.9,amazing,positive,137,7,137
1438,2018-07-12,2018,7,Economy Class,Family Leisure,Kuwait to Munich via Doha,Kuwait,10,positive,0.9,delicious,positive,61,20,61
1440,2018-07-09,2018,7,Economy Class,Couple Leisure,Doha to Amsterdam,Australia,3,negative,-0.7,friendly,positive,259,3,259
1440,2018-07-09,2018,7,Economy Class,Couple Leisure,Doha to Amsterdam,Australia,3,negative,-0.7,helpful,positive,149,6,149
