review_id,review_date,year,month,reviewer_country,seat_type,type_of_traveller,route,aircraft,overall_rating_10,recommended,trip_verified,review_title,score_seat_comfort,score_cabin_staff,score_food_beverages,score_ife,score_ground_service,score_wifi,score_value_for_money,sentiment_overall,sentiment_score,emotion_primary,is_sarcastic,sarcasm_flag_reason,theme_seat_comfort,theme_cabin_crew,theme_food_beverage,theme_ife,theme_wifi,theme_lounge,theme_boarding,theme_cleanliness,theme_value,theme_punctuality,top_complaint,top_praise,competitor_mentioned,competitor_name,competitor_sentiment,would_rebook_signal,service_recovery_mentioned,loyalty_program_mentioned,positive_keywords,negative_keywords,product_implications
1151,2019-10-30,2019,10,Kuwait,Business Class,Solo Leisure,Bangkok to Kuwait via Doha,Boeing 777-300ER,10,Yes,Yes,"""it was an excellent flight""",5,5,5,5,4,2,3,positive,0.9,delighted,False,,not_mentioned,positive,positive,neutral,neutral,neutral,neutral,positive,not_mentioned,not_stated,,"Cabin Crew, Food & Beverage, Cleanness of cabin",False,,,yes,False,False,excellent | high standards | best | down to earth,,Improve IFE offerings | Maintain high cabin crew standards
1152,2019-10-29,2019,10,Portugal,Economy Class,Solo Leisure,Lisbon to Tehran via Doha,Not Rated,6,Yes,Yes,"""FAs very polite and friendly""",5,3,3,4,5,3,4,mixed,-0.2,satisfied,False,,positive,mixed,negative,neutral,not_mentioned,not_mentioned,neutral,not_mentioned,positive,not_mentioned,"No lunch served onboard, FAs ignored call button.",FA Chung was very friendly and enthusiastic.,False,,,yes,True,False,flawless | comfortable | friendly | professional,mishaps | no lunch | ignored,Improve meal service consistency. | Enhance FAs' response to call buttons.
1153,2019-10-26,2019,10,Thailand,Business Class,Solo Leisure,Bangkok to Edinburgh via Doha,Boeing 777 / A350 / A330,9,Yes,Yes,"""sense of privacy is superb""",4,5,4,5,5,Not Rated,5,positive,0.8,satisfied,False,,neutral,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,neutral,,"FA quietly attentive, meals and wines excellent",True,Qatar Airways,favourable_vs_qa,yes,False,False,splendid | excellent | attentive,last-minute aircraft change | cramped,Improve seat comfort on A330 | None
1154,2019-10-23,2019,10,Switzerland,Business Class,Solo Leisure,Sofia to Singapore via Doha,A321 / A350-1000,8,Yes,Yes,"""the best business class seat""",4,3,5,5,5,4,4,mixed,0.4,satisfied,False,,positive,positive,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,negative,"slow service, forgot drinks","fantastic crew, best business class seat",False,,,yes,True,False,fantastic | great job | very good | decent | fabulous | impressive,not at all responsive | forgot | slow service,Improve A321 entertainment system responsiveness | Enhance service training for crew
1155,2019-10-20,2019,10,France,Economy Class,Business,Kolkata to Paris via Doha,Not Rated,1,No,Yes,"""no compensation was offered""",2,2,1,Not Rated,1,Not Rated,1,negative,-0.8,frustrated,False,,not_mentioned,negative,neutral,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,negative,negative,"Flight delayed, no compensation offered",,False,,,no,False,False,,delayed | obliged to spend night at airport | staff did not show up | no compensation | forgot diabetic meal,Improve communication during delays | Offer compensation for delayed flights
1156,2019-10-18,2019,10,Australia,Business Class,Solo Leisure,Perth to Birmingham via Doha,Boeing 777-300 / Boeing 787,9,Yes,Yes,"""Exceptional food and service""",5,5,5,4,4,4,4,positive,0.8,satisfied,False,,positive,positive,positive,not_mentioned,not_mentioned,negative,not_mentioned,neutral,positive,not_mentioned,Doha lounge overcrowded and toilets inadequate,"Exceptional food and service, First flight was in Q suites - wow",False,,,yes,False,False,exceptional | food | service | suites,overcrowded | inadequate | toilets,Improve Doha lounge facilities | Maintain Q suites quality
1157,2019-10-17,2019,10,India,Economy Class,Business,Copenhagen to Chennai via Doha,Not Rated,10,Yes,Yes,"""My whole trip was awesome""",5,5,5,5,5,Not Rated,5,positive,0.9,delighted,False,,not_mentioned,positive,neutral,neutral,neutral,neutral,neutral,neutral,not_mentioned,not_mentioned,,"good nature ground and cabin staff, amazing interaction with staff",False,,,yes,False,False,awesome | amazed | good work,,Improve cabin crew training for better interaction
1158,2019-10-17,2019,10,United States,Economy Class,Couple Leisure,Denpasar to Paris via Doha,Not Rated,2,No,Yes,"""they have disregarded the issue""",3,4,2,3,1,Not Rated,1,negative,-0.8,frustrated,False,,not_mentioned,neutral,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,neutral,"Lost phone not found, no assistance.",,False,,,maybe,False,False,in-flight service,disregarded | ignored | no result,Improve lost property process. | Enhance communication with passengers.
1159,2019-10-15,2019,10,Singapore,Economy Class,Family Leisure,Istanbul to Singapore via Doha,Not Rated,8,Yes,Yes,"""took us 40 minutes to reach the counter""",5,5,5,5,3,Not Rated,5,neutral,0.2,frustrated,False,,not_mentioned,neutral,positive,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,neutral,not_mentioned,slow web check in baggage drop lane,,False,,,yes,True,False,inflight service | food onboard,40 minutes to reach the counter | faster non-online lane,Improve web check-in efficiency. | Train staff to handle customer inquiries effectively.
1160,2019-10-13,2019,10,United States,Business Class,Solo Leisure,Kolkata to New York JFK via Doha,Boeing 787-800/777-300,8,Yes,Yes,"""Cabin service was of a high standard""",4,4,4,4,4,Not Rated,3,positive,0.7,satisfied,False,,neutral,positive,positive,positive,not_mentioned,negative,neutral,not_mentioned,positive,positive,Flight attendants had to be reminded to bring jacket,"Cabin service was of a high standard, Dreamliner business class cabin is bright and big",True,Cathay Pacific/Dragon,unfavourable_vs_qa,yes,False,False,high standard | distinctive | chatty | bright | big | beautiful | excellent,congested | crowded | discontinued,Improve reminder systems for in-flight services | Consider reinstating duty-free shopping
1161,2019-10-12,2019,10,United Kingdom,Business Class,Couple Leisure,Perth to Edinburgh via Doha,Boeing 777er / A350-900,9,Yes,Yes,"""Crew were very professional""",5,4,5,4,4,Not Rated,5,positive,0.8,satisfied,False,,positive,positive,positive,not_mentioned,not_mentioned,negative,neutral,not_mentioned,positive,not_mentioned,Could not find my left phone,Crew were very professional and enjoyed the champagne and cuisine,False,,,yes,False,False,professional | champagne | cuisine | spacious,could not be found,Improve lounge seating availability | Enhance lost property process
1162,2019-10-08,2019,10,Australia,Economy Class,Couple Leisure,Amman to Sydney via Doha,Not Rated,3,No,Yes,"""gluten free meals were the worst""",4,3,1,Not Rated,1,Not Rated,2,negative,-0.8,disappointed,False,,positive,neutral,negative,negative,not_mentioned,not_mentioned,neutral,not_mentioned,negative,not_mentioned,Gluten free meals were inedible.,,False,,,no,False,False,comfortable | helpful,worst | disappointing | inedible | stale,Improve gluten-free meal options. | Enhance in-flight entertainment quality.
1163,2019-10-07,2019,10,Estonia,Economy Class,Couple Leisure,Helsinki to Bali via Doha,Not Rated,10,Yes,Yes,"""do care about their customers""",5,5,5,5,5,5,5,positive,0.9,delighted,False,,not_mentioned,positive,positive,not_mentioned,positive,not_mentioned,neutral,not_mentioned,positive,not_mentioned,,"amazing flights, service and food was spot on",False,,,yes,True,True,amazing | good | helpful | nice | special | spot on,,Improve seat comfort for economy class. | Enhance communication during overbooking situations.
1164,2019-10-05,2019,10,Netherlands,Business Class,Business,Doha to Amsterdam,Not Rated,8,Yes,Yes,"""service was really slow""",5,3,5,5,5,5,4,mixed,0.3,satisfied,False,,positive,negative,neutral,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,service was really slow,"Comfortable q-suite, good variety of movies and music",False,,,yes,True,False,comfortable | variety | favorite,slow,Improve cabin crew responsiveness | None
1165,2019-10-04,2019,10,Canada,Economy Class,Family Leisure,Montreal to Multan via Doha,Not Rated,1,No,Yes,"""episode was very stressful """,1,3,2,3,1,Not Rated,1,negative,-0.8,frustrated,False,,not_mentioned,negative,neutral,neutral,neutral,neutral,negative,neutral,negative,negative,Missing flight due to airline mistake,,True,Porter Airline,unfavourable_vs_qa,no,False,False,accepted | without any charge,nightmare | cancelled | no show | closed | stressful | no help at all,Improve communication during delays | Enhance customer support availability
1166,2019-09-30,2019,9,United States,Business Class,Business,Tbilisi to Doha,Not Rated,2,No,Yes,"""Terrible policy for hand luggage""",4,5,5,5,1,Not Rated,3,negative,-0.8,frustrated,False,,not_mentioned,neutral,neutral,neutral,neutral,neutral,negative,neutral,negative,not_mentioned,Weight limit too strict for business class,,True,other airlines,unfavourable_vs_qa,no,False,False,,terrible | problem | weight limits,Review and adjust business class luggage policies. | None
1167,2019-09-29,2019,9,Netherlands,Business Class,Business,Amsterdam to Doha,Not Rated,10,Yes,Yes,"""Outstanding service and food""",5,5,5,5,5,5,5,positive,0.9,satisfied,False,,positive,not_mentioned,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,Outstanding service and food,False,,,yes,False,False,outstanding | comfortable | enjoyable | definitely,,Improve cabin crew training | Expand world movie selection
1168,2019-09-29,2019,9,Australia,Business Class,Family Leisure,Doha to Sydney,Not Rated,10,Yes,Yes,"""a wonderful long flight""",5,5,5,5,5,Not Rated,5,positive,0.9,delighted,False,,neutral,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,excellent food and beverages,False,,,yes,False,False,wonderful | excellent,,Enhance seat comfort for non-Qsuite classes. | Maintain high-quality food and beverage service.
1169,2019-09-28,2019,9,United Kingdom,First Class,Business,Not Rated,Boeing 777,1,No,Yes,"""Bitterly disappointed""",3,3,1,1,1,1,1,negative,-0.8,disappointed,False,,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,negative,neutral,not_mentioned,negative,not_stated,staff at the lounges discourteous,,True,Emirates,unfavourable_vs_qa,no,False,False,,disappointed | discourteous | expect better,Improve first class lounge experience | None
1170,2019-09-28,2019,9,South Africa,Economy Class,Family Leisure,Cape Town to Manchester via Doha,Not Rated,1,No,Yes,"""customer service was disappointing""",1,1,1,2,1,1,2,negative,-0.8,disappointed,False,,negative,negative,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,neutral,website changed layover time last minute,,False,,,no,False,False,,disappointed | not comfortable | power issues | demanding paperwork,Improve layover communication process | Enhance customer service training
1171,2019-09-26,2019,9,Spain,Economy Class,Couple Leisure,Colombo to Madrid via Doha,Not Rated,2,No,Yes,"""delayed 4 hours""",3,1,1,1,1,Not Rated,1,negative,-0.8,frustrated,False,,negative,neutral,not_mentioned,negative,not_mentioned,not_mentioned,neutral,not_mentioned,negative,negative,4 hour delay in Madrid,,False,,,no,False,False,,delayed | refuse | compensation | queue | wait | problem,Improve compensation policies for delays | Enhance seat comfort and functionality
1172,2019-09-25,2019,9,United Kingdom,Business Class,Business,Hong Kong to Doha,Boeing 777,4,No,No,"""Lift your game Qatar Airways""",2,4,2,3,2,1,2,negative,-0.8,disappointed,False,,negative,not_mentioned,negative,not_mentioned,negative,not_mentioned,neutral,not_mentioned,negative,neutral,"old plane, no privacy, not fully reclining seats",,False,,,no,False,False,,disappointed | old | not up to standard | no apology | refused | seats old | not fully reclining | half the meal options not available,Improve seat comfort and recline options | Ensure meal options are available
1173,2019-09-25,2019,9,United States,Economy Class,Family Leisure,Dar es Salaam to Houston via Doha,QR713,10,Yes,Yes,"""gave them a special care""",5,5,5,5,5,4,5,positive,0.95,delighted,False,,not_mentioned,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,treated like kings and queens,False,,,yes,False,False,special care | touched | thankful,,Improve unaccompanied minor service documentation | None
1174,2019-09-23,2019,9,Ukraine,Economy Class,Solo Leisure,Kiev to Seoul via Doha,Not Rated,10,Yes,Yes,"""Thank you for the perfect service""",5,5,5,5,5,Not Rated,5,positive,0.9,satisfied,False,,neutral,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,perfect service,False,,,yes,False,False,perfect | comfortable | safe | high level,,Improve seat comfort for economy class. | None
1175,2019-09-22,2019,9,Tunisia,Business Class,Business,Tunis to Doha,A350,1,No,Yes,"""must have once in your life""",4,4,3,4,1,Not Rated,2,mixed,-0.3,frustrated,False,,not_mentioned,positive,neutral,positive,neutral,neutral,positive,neutral,negative,negative,Luggage came out late and damaged,"Everything was as expected, from boarding to cabin and flight entertainment",False,,,maybe,True,False,expected | boarding | cabin | flight | entertainment,late | damaged | priority | investigating,Improve baggage handling and response time | Enhance claim process for better customer satisfaction
1176,2019-09-22,2019,9,Greece,Economy Class,Solo Leisure,Athens to Manila via Doha,Not Rated,4,Yes,Yes,"""if I could check in early""",2,5,5,5,1,3,4,negative,-0.8,frustrated,False,,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,neutral,not_mentioned,check in staff refused early check in,,False,,,maybe,True,False,apologized,refused | long wait | damaged,Improve early check-in process for connecting flights. | None
1177,2019-09-21,2019,9,Philippines,Economy Class,Solo Leisure,Amsterdam to Doha,Not Rated,9,Yes,Yes,"""seats are good and well-maintained""",5,5,4,5,4,3,5,positive,0.8,satisfied,False,,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,neutral,not_mentioned,,"seats are good and well-maintained, foods and drinks are generously served",False,,,yes,False,False,good | well-maintained | clean | generously | best,,Improve cabin crew training | Maintain seat quality
1178,2019-09-20,2019,9,United Kingdom,Business Class,Solo Leisure,Manchester to Bangkok via Doha,A350,10,Yes,No,"""in the air they are peerless""",5,5,5,5,1,5,5,mixed,0.3,disappointed,False,,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,negative,neutral,not_mentioned,positive,not_mentioned,check in staff at Manchester appalling,in the air they are peerless and simply amazing,False,,,yes,True,False,peerless | amazing,appalling | rude | disinterest | apathy | woeful,Improve Manchester check-in process | Enhance lounge facilities
1179,2019-09-18,2019,9,United Kingdom,Economy Class,Solo Leisure,Gatwick to Bangkok via Doha,Boeing 777 / A330,9,Yes,Yes,"""Seats were comfortable""",4,5,4,4,5,Not Rated,5,positive,0.7,satisfied,False,,positive,positive,neutral,positive,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,positive,,Seats were comfortable and IFE had lots of films and TV programmes to watch,False,,,yes,False,False,comfortable | friendly | well,OK,Improve A330 comfort | Maintain IFE content variety
1180,2019-09-18,2019,9,Australia,Economy Class,Family Leisure,Adelaide to Edinburgh via Doha,Not Rated,1,No,Yes,"""managed to lose my bag""",1,1,Not Rated,Not Rated,1,Not Rated,1,negative,-0.8,frustrated,False,,not_mentioned,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,not_mentioned,lost my bag and long insurance process,,False,,,no,True,False,,worst | managed to lose | compensation | follow up emails,Improve baggage tracking system | Speed up insurance claim process
1181,2019-09-17,2019,9,United Kingdom,Economy Class,Solo Leisure,Cape Town to Edinburgh via Doha,Not Rated,2,No,Yes,"""flight was cancelled""",Not Rated,Not Rated,Not Rated,Not Rated,1,Not Rated,1,negative,-0.9,disappointed,False,,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,negative,negative,poor information regarding delay and cancellation,,False,,,no,True,False,,delayed | indefinite delayed | cancelled | poor information | most staff unable to give information | waited,Improve communication during delays and cancellations. | Enhance staff training for better customer interaction.
1182,2019-09-17,2019,9,United Kingdom,Economy Class,Solo Leisure,Colombo to Amsterdam via Doha,Not Rated,5,Yes,Yes,"""flight itself was comfortable""",3,5,4,5,5,3,3,mixed,-0.3,frustrated,False,,negative,positive,neutral,positive,not_mentioned,not_mentioned,positive,not_mentioned,neutral,neutral,nightmare booking process for pet transport,staff were great during check-in and on the plane,False,,,maybe,False,False,great | nice | excited | dedicated,nightmare | problem | not bad,Improve pet transport booking process | Ensure consistent breed approval
1183,2019-09-16,2019,9,South Africa,Economy Class,Solo Leisure,Cape Town to Brussels via Doha,Not Rated,10,Yes,Yes,"""my first choice airline""",4,5,4,5,4,Not Rated,5,positive,0.9,delighted,False,,not_mentioned,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,"cabin crew is friendly, accommodating, genuine, helpful and professional",False,,,yes,False,False,love | friendly | accommodating | genuine | helpful | professional | lovely | great,,Improve seat comfort for economy class. | Enhance onboard entertainment options.
1184,2019-09-16,2019,9,Romania,Economy Class,Couple Leisure,Denpasar to Bucharest via Doha,B777-300ER/A320,4,No,Yes,"""rather disappointing this time""",4,3,2,5,1,2,2,negative,-0.6,disappointed,False,,positive,not_mentioned,negative,positive,negative,not_mentioned,not_mentioned,not_mentioned,negative,neutral,Food was barely eatable.,,False,,,no,False,False,seat comfort | good variety,disappointing | barely eatable | unavailable,Improve food quality. | Ensure menu availability.
1185,2019-09-11,2019,9,South Africa,Business Class,Family Leisure,Johannesburg to Antalya via Doha,Not Rated,1,No,Yes,"""our luggage arrived the next day""",2,3,1,3,1,3,3,negative,-0.8,disappointed,False,,not_mentioned,negative,neutral,neutral,neutral,neutral,negative,neutral,negative,negative,"Luggage not delivered, no response to emails",,False,,,no,True,False,arrived,disappointed | delays | no response | assurance broken | frustration,Improve luggage handling and communication | Enhance customer service response times
1186,2019-09-09,2019,9,Kuwait,Economy Class,Solo Leisure,Bangkok to Kuwait via Doha,Boeing 777,8,Yes,Yes,"""seat was comfortable""",4,4,4,4,3,Not Rated,3,positive,0.8,satisfied,False,,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,neutral,positive,neutral,positive,,"seat was comfortable, food & beverage good",False,,,yes,False,False,comfortable | good | effort | clean,,Improve legroom in economy class | Continue crew training for fully booked flights
1187,2019-09-09,2019,9,Kuwait,Business Class,Solo Leisure,Kuwait to Bangkok via Doha,Boeing 777-300,9,Yes,Yes,"""very comfortable flight""",5,5,4,5,2,Not Rated,3,positive,0.9,satisfied,False,,positive,positive,neutral,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,positive,negative,missed original flight due to delay,fantastic and very comfortable flight,False,,,yes,False,True,fantastic | comfortable | outstanding,delay,Improve flight scheduling to avoid delays. | Enhance communication during delays.
1188,2019-09-07,2019,9,United Kingdom,Business Class,Solo Leisure,Vienna to Doha,A350-900,8,Yes,Yes,"""best in the world""",5,4,4,4,4,4,4,positive,0.9,delighted,False,,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,one of the best in the world,False,,,yes,False,False,best | different experience | marked as one of the best,,Highlight business class experience globally
1189,2019-09-04,2019,9,Italy,Economy Class,Business,Tokyo to Venice via Doha,Not Rated,2,No,Yes,"""offered no compensation""",2,4,3,3,1,5,2,negative,-0.8,frustrated,False,,not_mentioned,positive,negative,neutral,neutral,neutral,neutral,neutral,negative,negative,"no support, gate changes",flight attendants smile a lot,False,,,no,True,False,smile | bring drinks,bad experience | bad organization | bad services | food was bad | offered no compensation,Improve food quality and service consistency | Enhance gate management procedures
1190,2019-09-03,2019,9,Qatar,Economy Class,Business,Beirut to Doha,Boeing 777,7,Yes,Yes,"""Excellent airline service""",4,5,4,5,1,5,3,positive,0.7,satisfied,False,,not_mentioned,positive,neutral,neutral,neutral,positive,neutral,neutral,not_mentioned,not_mentioned,Ground staff at Beirut airport are unhelpful.,QA lounge staff service is excellent.,False,,,yes,False,False,excellent | good | service | trained,scream | shout | over worked,Improve Beirut airport ground staff training. | None
1191,2019-09-01,2019,9,Australia,Economy Class,Couple Leisure,Sydney to Nice via Doha,A380/A350,8,Yes,Yes,"""see why QR are rated so highly""",4,4,4,4,4,3,3,positive,0.75,satisfied,False,,neutral,positive,positive,not_mentioned,not_mentioned,not_mentioned,neutral,positive,positive,not_mentioned,family in K seat,"quality IFE, good blanket and pillow, attention to detail",True,other cheaper options,unfavourable_vs_qa,yes,False,False,quality | professional | attention | detail | amenity pack | clean,robotic | middle seat | fibbed,Improve seat allocation process to avoid confusion. | None
1192,2019-08-31,2019,8,Australia,First Class,Solo Leisure,Doha to Sydney,Not Rated,7,No,Yes,"""a quiet, relaxing flight""",5,5,2,Not Rated,5,5,3,positive,0.7,satisfied,False,,positive,positive,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,Food not as expected,"Crew fantastic, comfortable seat",False,,,yes,False,False,perfect | comfortable | relaxing | fantastic,wrong | ruin | minor things,Improve food selection in first class | None
1193,2019-08-31,2019,8,United Kingdom,Economy Class,Family Leisure,London to Phuket via Doha,A380,1,No,Yes,"""contact them since for compensation""",3,3,Not Rated,Not Rated,1,Not Rated,1,negative,-0.85,frustrated,False,,not_mentioned,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,negative,staff attitude towards autistic child,,False,,,no,True,False,compensation,horrific | shocking | extortionate | misplaced,Improve staff training for handling special needs passengers | Enhance communication channels and response times
1194,2019-08-31,2019,8,Australia,Business Class,Solo Leisure,Rome to Sydney via Doha,A380 / Boeing 777,2,No,Yes,"""did not credit miles""",3,1,2,2,3,Not Rated,3,negative,-0.8,disappointed,False,,not_mentioned,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,not_mentioned,did not credit miles to Qantas account,,True,Qantas,unfavourable_vs_qa,no,False,True,,unsatisfactory | unanswered | nothing,Improve mileage credit process | None
1195,2019-08-30,2019,8,United Kingdom,Economy Class,Solo Leisure,Johannesburg to Edinburgh via Doha,A350-900,10,Yes,Yes,"""I had two excellent flights""",4,5,5,4,4,2,3,positive,0.9,satisfied,False,,not_mentioned,positive,neutral,not_mentioned,negative,not_mentioned,neutral,not_mentioned,positive,positive,Free wifi for the duration of the flight.,Both flights arrived on time. On-board service was excellent with the crew being attentive to needs without being too insistent.,False,,,yes,False,False,excellent | attentive | relaxed | well,limited free messaging | required payment,Improve free wifi availability during flights. | Maintain punctuality and crew service standards.
1196,2019-08-29,2019,8,United Kingdom,Business Class,Solo Leisure,Doha to Bangkok,Boeing 777-300,5,No,Yes,"""aircraft was changed""",1,5,2,Not Rated,3,Not Rated,2,negative,-0.7,frustrated,False,,neutral,positive,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,neutral,Aircraft change without notice,Crew was brilliant and apologetic,False,,,no,True,False,crew | apologetic,mediocre | should have informed | change to a seat with no one next to me but by the wing,Improve communication regarding seat changes | Enhance food quality
1197,2019-08-28,2019,8,Australia,Business Class,Business,Rome to Sydney via Doha,Boeing 787,8,Yes,No,"""can’t fault the service""",5,5,5,5,5,Not Rated,4,positive,0.8,satisfied,False,,not_mentioned,positive,negative,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,positive,not_mentioned,disappointed with business lounge,"can’t fault the service, the courtesy of the staff",True,Qantas,unfavourable_vs_qa,yes,False,False,service | courtesy,disappointed,Improve Rome business lounge food offerings | None
1198,2019-08-26,2019,8,Singapore,Economy Class,Solo Leisure,Singapore to Milan via Doha,A350-1000,3,No,Yes,"""only a meal was provided""",3,4,3,5,1,Not Rated,2,negative,-0.8,frustrated,False,,not_mentioned,neutral,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,negative,7hr of waiting at Doha Airport,,False,,,no,False,False,,waiting | only a meal was provided,Improve airport connection handling | Enhance food options during delays
1199,2019-08-25,2019,8,Italy,Economy Class,Couple Leisure,Denpasar to Tunis via Doha,Not Rated,3,No,Yes,"""asked about a refund for the delay""",2,3,1,3,1,1,2,negative,-0.8,frustrated,False,,negative,negative,negative,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,negative,"seats were uncomfortable, food was terrible",,False,,,no,True,False,,unsatisfactory | uncomfortable | terrible | not responsive | slow | delayed | tired | unpleasant,Improve seat comfort and food quality | Enhance crew responsiveness during delays
1200,2019-08-22,2019,8,New Zealand,Business Class,Couple Leisure,Auckland to Doha,Not Rated,3,No,Yes,"""apologies but no compensation""",5,1,1,4,5,Not Rated,1,negative,-0.8,frustrated,False,,not_mentioned,negative,negative,neutral,not_mentioned,not_mentioned,neutral,not_mentioned,negative,not_mentioned,Food and beverage not served on time,,False,,,no,True,False,,worst service | never got supplied | upset,Improve food and beverage service reliability | Offer compensation for delayed services
1201,2019-08-21,2019,8,India,Economy Class,Business,Mumbai to Brussels via Doha,Not Rated,10,Yes,Yes,"""it was just perfect""",4,5,5,5,5,4,5,positive,0.95,delighted,False,,not_mentioned,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,positive,not_mentioned,,"excellent service, attitude, attentiveness",False,,,yes,False,False,perfect | exceptional | excellent | attentive | helpful | chatty,,Improve IFE content for economy class | Recognize and reward outstanding cabin crew
1202,2019-08-21,2019,8,India,Economy Class,Business,Brussels to Mumbai via Doha,Not Rated,10,Yes,Yes,"""service was excellent""",4,5,5,5,5,4,5,positive,0.9,delighted,False,,not_mentioned,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,"service was excellent, staff taking care",False,,,yes,False,False,excellent | impressed | fresh | high standards,,Improve mouth freshener availability
1203,2019-08-20,2019,8,Australia,Economy Class,Couple Leisure,Sydney to Gothenburg via Doha,Boeing 777 / 787/ A380,9,Yes,Yes,"""Very friendly service""",4,5,5,4,4,5,5,positive,0.8,satisfied,False,,neutral,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,scrambled eggs for brekkie a tad boring,"Very friendly service, A+",False,,,yes,False,False,friendly | service | excellent | maintained | clean,boring,Improve breakfast options | Maintain cabin cleanliness
1204,2019-08-19,2019,8,Ireland,Economy Class,Solo Leisure,Dublin to Denpasar via Doha,Not Rated,2,No,Yes,"""I was served the same food""",1,3,2,2,3,1,1,negative,-0.8,disappointed,False,,negative,neutral,negative,not_mentioned,negative,not_mentioned,not_mentioned,neutral,negative,neutral,Uncomfortable and small seats,,False,,,no,False,False,,uncomfortable | small | not great | did not work,Improve seat comfort and size | Enhance food quality
1205,2019-08-15,2019,8,Qatar,First Class,Solo Leisure,Doha to Amman,Boeing 777-300,7,Yes,Yes,"""the QSuites were nice""",5,5,1,Not Rated,5,Not Rated,2,positive,0.6,satisfied,False,,neutral,positive,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,positive,neutral,food not appealing,"pleasant staff, nice QSuites",False,,,yes,False,False,pleasant | nice | fine,skipped | not appealing,Improve food selection for short flights. | Enhance onboard entertainment options.
1206,2019-08-11,2019,8,United Kingdom,Economy Class,Solo Leisure,Doha to Gatwick,Boeing 777-300ER,7,Yes,Yes,"""happy with inflight service and punctuality""",3,4,4,2,3,3,3,mixed,0.3,satisfied,False,,not_mentioned,neutral,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,positive,disappointing in-flight entertainment on other flights,happy with inflight service and punctuality,False,,,yes,False,False,service | punctuality,disappointing | little choice,Improve in-flight entertainment selection and organization | None
1207,2019-08-09,2019,8,France,Economy Class,Business,Paris to Kolkata via Doha,Not Rated,7,Yes,Yes,"""a pleasant experience""",3,2,1,4,4,Not Rated,4,positive,0.6,satisfied,False,,positive,neutral,negative,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,Meal not suitable for diabetics,"Comfortable seats, excellent movie selection",False,,,yes,False,False,pleasant | comfortable | excellent,annoying | chaotic,Improve diabetic meal options | Train cabin crew on service consistency
1208,2019-08-08,2019,8,Netherlands,Economy Class,Couple Leisure,Brussels to Bangkok via Doha,Not Rated,10,Yes,Yes,"""Outstanding service""",5,5,5,5,5,Not Rated,5,positive,0.95,delighted,False,,not_mentioned,positive,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,"Outstanding service, wonderful people, good food",False,,,yes,False,False,outstanding | wonderful | good,,Improve in-flight entertainment options
