review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_praise,top_praise_clean,cluster_id,cluster_label,sentiment_type
950,2021,1,Business Class,Business,Muscat to Manchester via Doha,Oman,9,0.8,Yes,Qatar Airways are truly the best at BC,qatar airways are truly the best at bc,1,Doha Lounge Experience,praise
951,2021,1,Economy Class,Solo Leisure,Lahore to Dublin via Doha,Pakistan,10,0.9,Yes,best service to the customers,best service to the customers,4,Good <-> Excellent/Exceptional,praise
952,2021,1,Economy Class,Solo Leisure,Johannesburg to Barcelona via Doha,Portugal,10,0.9,Yes,"attentive crew, tasty food and beverage service","attentive crew, tasty food and beverage service",0,Food: Good/Great,praise
954,2021,1,Economy Class,Solo Leisure,Kathmandu to Doha,Qatar,10,0.9,Yes,Ms Hui from Japan was outstanding,ms hui from japan was outstanding,5,Class Experience,praise
956,2021,1,Economy Class,Couple Leisure,Amsterdam to Bangkok via Doha,Germany,8,0.8,Yes,best food on a plane,best food on a plane,0,Food: Good/Great,praise
957,2021,1,Economy Class,Solo Leisure,Doha to Sao Paulo GRU via London,United Kingdom,10,0.95,Yes,"impeccable service standards, clean A350, young kind hearted South African cabin crew lady","impeccable service standards, clean a350, young kind hearted south african cabin crew lady",6,Cabin Crew Friendly,praise
958,2020,12,Economy Class,Family Leisure,Doha to Beirut,Qatar,10,0.9,Yes,"Food was amazing, entertainment content is amazing","food was amazing, entertainment content is amazing",0,Food: Good/Great,praise
959,2020,12,Business Class,Solo Leisure,Bucharest to Nairobi via Doha,Romania,10,0.9,Yes,"amazing services, very professional staff","amazing services, very professional staff",4,Good <-> Excellent/Exceptional,praise
960,2020,12,Business Class,Solo Leisure,Sofia to Doha via Adelaide,Australia,10,0.95,Yes,service on Qatar is impeccable,service on qatar is impeccable,1,Doha Lounge Experience,praise
962,2020,12,Business Class,Solo Leisure,Paris to Cape Town via Doha,France,10,0.95,Yes,everything went perfect,everything went perfect,5,Class Experience,praise
963,2020,12,Economy Class,Business,Mogadishu to Chicago via Doha,United States,10,0.95,Yes,"outstanding service, crew care, hygiene","outstanding service, crew care, hygiene",6,Cabin Crew Friendly,praise
964,2020,12,Economy Class,Solo Leisure,Stockholm to Doha,Estonia,10,0.9,Yes,"Crew members did great job, friendly and caring","crew members did great job, friendly and caring",6,Cabin Crew Friendly,praise
965,2020,12,Economy Class,Solo Leisure,Zvartnots to Los Angeles via Doha,United States,10,0.85,Yes,"Comfortable seat, friendly service, great ticket price","comfortable seat, friendly service, great ticket price",3,Comfortable Seats,praise
966,2020,12,Economy Class,Solo Leisure,Kigali to New York via Doha,United States,10,0.85,Yes,The services were superb and the food was delicious,the services were superb and the food was delicious,0,Food: Good/Great,praise
968,2020,12,Business Class,Solo Leisure,Jakarta to London via Doha,Indonesia,10,0.95,Yes,Absolutely brilliant airline,absolutely brilliant airline,8,Good <-> Excellent/Exceptional,praise
969,2020,12,Economy Class,Business,Zagreb to Basra via Doha,Croatia,10,1.0,Yes,everything was exceptional,everything was exceptional,5,Class Experience,praise
970,2020,11,Business Class,Couple Leisure,Sydney to London via Doha,Australia,4,-0.2,No,"Service was exemplary, food delicious.","service was exemplary, food delicious.",0,Food: Good/Great,praise
971,2020,11,Premium Economy,Couple Leisure,Copenhagen to Bangkok via Doha,Denmark,10,0.95,Yes,Qatar Airways is the best,qatar airways is the best,1,Doha Lounge Experience,praise
972,2020,11,Economy Class,Family Leisure,Doha to Islamabad,United Kingdom,7,-0.3,Yes,service was excellent on repatriation flight,service was excellent on repatriation flight,8,Good <-> Excellent/Exceptional,praise
973,2020,11,Economy Class,Solo Leisure,Zurich to Tokyo Narita via Doha,Japan,9,-0.2,Yes,"staff extremely friendly, attentive and caring","staff extremely friendly, attentive and caring",2,Friendly & Helpful,praise
975,2020,11,Economy Class,Solo Leisure,Dhaka to New York,United States,10,0.9,Yes,"delightful service, good food, nice aircrafts, fantastic cabin crew","delightful service, good food, nice aircrafts, fantastic cabin crew",0,Food: Good/Great,praise
976,2020,11,Economy Class,Family Leisure,Bucharest to Zanzibar via Doha,Romania,10,0.9,Yes,crew was amazing with us and our baby,crew was amazing with us and our baby,6,Cabin Crew Friendly,praise
978,2020,10,Economy Class,Solo Leisure,Dhaka to Bermuda via New York,Bangladesh,10,0.95,Yes,Service is top notch,service is top notch,4,Good <-> Excellent/Exceptional,praise
979,2020,10,Economy Class,Solo Leisure,Rome to Manila via Doha,Philippines,10,0.85,Yes,"great halal food and snacks, good selection of inflight entertainment","great halal food and snacks, good selection of inflight entertainment",0,Food: Good/Great,praise
980,2020,10,Economy Class,Business,Nairobi to Istanbul via Doha,Kenya,9,0.9,Yes,customer service is superb,customer service is superb,4,Good <-> Excellent/Exceptional,praise
981,2020,10,Economy Class,Family Leisure,Doha to Manchester,United Kingdom,10,0.95,Yes,massive thanks to Qatar Airways,massive thanks to qatar airways,1,Doha Lounge Experience,praise
983,2020,10,Economy Class,Solo Leisure,Chicago to Kuala Lumpur via Doha,United States,10,0.9,Yes,wonderful employees of your Airline,wonderful employees of your airline,8,Good <-> Excellent/Exceptional,praise
984,2020,10,Economy Class,Business,Cape Town to Amman via Doha,Jordan,10,0.9,Yes,take good care of passengers,take good care of passengers,6,Cabin Crew Friendly,praise
985,2020,10,Economy Class,Family Leisure,Kathmandu to Washington Dulles via Doha,Nepal,9,0.85,Yes,"Service was excellent, as always","service was excellent, as always",4,Good <-> Excellent/Exceptional,praise
986,2020,10,Economy Class,Solo Leisure,London Heathrow to Seoul Incheon via Doha,South Korea,9,0.85,Yes,great selection of food and cabin crew were friendly,great selection of food and cabin crew were friendly,0,Food: Good/Great,praise
987,2020,9,Economy Class,Business,Tehran to Stockholm via Doha,Sweden,10,0.9,Yes,Qatar Airways is one of the best airlines in the world,qatar airways is one of the best airlines in the world,1,Doha Lounge Experience,praise
988,2020,9,Economy Class,Family Leisure,Erbil to Frankfurt via Doha,Iraq,10,1.0,Yes,"best airline, tasty food, polite staff, always on time","best airline, tasty food, polite staff, always on time",8,Good <-> Excellent/Exceptional,praise
989,2020,9,Economy Class,Solo Leisure,London to Perth via Doha,Australia,10,0.85,Yes,Really good flight and service during a stressful time,really good flight and service during a stressful time,8,Good <-> Excellent/Exceptional,praise
990,2020,9,Economy Class,Business,Athens to Tehran via Doha,Iran,8,0.3,Yes,"warm hospitality of cabin crew, on time departure and landing","warm hospitality of cabin crew, on time departure and landing",6,Cabin Crew Friendly,praise
991,2020,9,Business Class,Business,Kuala Lumpur to Milan via Doha,Italy,10,0.95,Yes,high quality of the service both business and economy,high quality of the service both business and economy,4,Good <-> Excellent/Exceptional,praise
992,2020,9,Economy Class,Couple Leisure,Prague to Male via Doha,Czech Republic,10,0.95,Yes,truly tries to please their passengers,truly tries to please their passengers,6,Cabin Crew Friendly,praise
993,2020,9,Economy Class,Solo Leisure,New York to Singapore via Doha,Singapore,10,0.95,Yes,"unparalleled flight, food, comfort","unparalleled flight, food, comfort",8,Good <-> Excellent/Exceptional,praise
994,2020,9,Economy Class,Solo Leisure,Doha to Colombo,Sri Lanka,10,0.9,Yes,cabin crew was very helpful,cabin crew was very helpful,6,Cabin Crew Friendly,praise
995,2020,9,Economy Class,Solo Leisure,Beirut to Los Angeles via Doha,Lebanon,10,0.95,Yes,"quality, service, flexibility, hospitality","quality, service, flexibility, hospitality",0,Food: Good/Great,praise
997,2020,9,Economy Class,Solo Leisure,Perth to Zurich via Doha,Australia,10,0.9,Yes,very professional and always felt safe,very professional and always felt safe,5,Class Experience,praise
998,2020,9,Economy Class,Solo Leisure,Kuala Lumpur to Doha,Qatar,10,0.9,Yes,outstanding onboard staff service,outstanding onboard staff service,6,Cabin Crew Friendly,praise
999,2020,8,Business Class,Solo Leisure,Kuwait to Dallas Ft Worth via Doha,United States,10,0.9,Yes,"flight crew, food, entertainment","flight crew, food, entertainment",8,Good <-> Excellent/Exceptional,praise
1000,2020,8,Economy Class,Solo Leisure,Sulaymaniyah to Manchester via Doha,United Kingdom,10,0.9,Yes,always fly with Qatar Airways,always fly with qatar airways,1,Doha Lounge Experience,praise
1001,2020,8,Economy Class,Couple Leisure,Tblisi to Chicago via Doha,United States,9,0.8,Yes,Refund processed promptly,refund processed promptly,5,Class Experience,praise
1002,2020,8,Economy Class,Family Leisure,Islamabad to London via Doha,United Kingdom,10,0.9,Yes,Excellent service provided by the ground staff and cabin crew,excellent service provided by the ground staff and cabin crew,6,Cabin Crew Friendly,praise
1003,2020,8,Economy Class,Solo Leisure,Brisbane to Doha,New Zealand,10,0.8,Yes,Qatar ground staff were amazing,qatar ground staff were amazing,1,Doha Lounge Experience,praise
1004,2020,8,Economy Class,Business,Doha to Dallas,Indonesia,10,0.9,Yes,"delicious food, wide legroom, good entertainment","delicious food, wide legroom, good entertainment",0,Food: Good/Great,praise
1006,2020,8,Economy Class,Solo Leisure,Lisbon to Doha,Qatar,9,0.95,Yes,"extremely nice, caring and helpful","extremely nice, caring and helpful",5,Class Experience,praise
1007,2020,8,Economy Class,Couple Leisure,Amman to Bangkok via Doha,Jordan,9,0.85,Yes,service before and on the plane was top class,service before and on the plane was top class,8,Good <-> Excellent/Exceptional,praise
1008,2020,8,Business Class,Business,Milan to Auckland via Doha/Sydney,New Zealand,10,0.9,Yes,"service was friendly, helpful and top-class","service was friendly, helpful and top-class",4,Good <-> Excellent/Exceptional,praise
1009,2020,8,Economy Class,Solo Leisure,Doha to Nairobi,Qatar,10,0.9,Yes,best airline I know,best airline i know,8,Good <-> Excellent/Exceptional,praise
1010,2020,8,Business Class,Solo Leisure,Melbourne to Madrid via Doha,Dominican Republic,10,0.95,Yes,Everything was wonderful,everything was wonderful,5,Class Experience,praise
1011,2020,8,Economy Class,Family Leisure,Barcelona to Tokyo via Doha,Spain,10,0.9,Yes,"service is great, food is very good, staff is nice, entertainment is great","service is great, food is very good, staff is nice, entertainment is great",0,Food: Good/Great,praise
1012,2020,8,Economy Class,Solo Leisure,Los Angeles to Berlin via Doha,United States,10,0.9,Yes,"Excellent customer service, comfortable seats, great entertainment selection","excellent customer service, comfortable seats, great entertainment selection",3,Comfortable Seats,praise
1013,2020,8,Economy Class,Solo Leisure,Perth to London via Doha,United Kingdom,10,0.95,Yes,everything was perfect,everything was perfect,5,Class Experience,praise
1014,2020,7,Business Class,Family Leisure,Beirut to Chicago via Doha,Lebanon,10,0.9,Yes,staff are extremely helpful and friendly,staff are extremely helpful and friendly,2,Friendly & Helpful,praise
1015,2020,7,Economy Class,Family Leisure,Melbourne to Athens via Doha,Australia,10,0.8,Yes,Qatar acted fairly and empathetically,qatar acted fairly and empathetically,1,Doha Lounge Experience,praise
1016,2020,7,Economy Class,Solo Leisure,Doha to Manila,Qatar,10,0.9,Yes,crew was accommodating and prompt,crew was accommodating and prompt,6,Cabin Crew Friendly,praise
1017,2020,7,Economy Class,Couple Leisure,Bangalore to Berlin via Doha,Germany,10,0.95,Yes,"caring, attentive cabin crew","caring, attentive cabin crew",6,Cabin Crew Friendly,praise
1018,2020,7,Economy Class,Solo Leisure,Lahore to London via Doha,United Kingdom,10,0.85,Yes,Amazing staff and great experience,amazing staff and great experience,2,Friendly & Helpful,praise
1019,2020,7,Business Class,Solo Leisure,Kuala Lumpur to London via Doha,United Kingdom,10,0.95,Yes,"Qsuite was perfect, extremely comfortable bed","qsuite was perfect, extremely comfortable bed",7,QSuites Experience,praise
1020,2020,7,Economy Class,Solo Leisure,Dallas to Stockholm via Doha,United States,10,0.95,Yes,everything is extremely organized,everything is extremely organized,5,Class Experience,praise
1022,2020,7,Business Class,Solo Leisure,Melbourne to Miami via Doha,United States,10,0.95,Yes,service and attention to detail was superb,service and attention to detail was superb,4,Good <-> Excellent/Exceptional,praise
1023,2020,7,Economy Class,Couple Leisure,Washington to Frankfurt via Doha,Germany,10,0.9,Yes,"outstanding service over the phone, on the app and in person","outstanding service over the phone, on the app and in person",4,Good <-> Excellent/Exceptional,praise
1025,2020,6,Economy Class,Couple Leisure,Kathmandu to Dallas via Doha,United States,10,0.9,Yes,love to fly with Qatar Airways,love to fly with qatar airways,1,Doha Lounge Experience,praise
1026,2020,6,Business Class,Business,Chicago to Sydney via Doha,United States,10,0.9,Yes,QSuite is possibly the best business class product available,qsuite is possibly the best business class product available,7,QSuites Experience,praise
1028,2020,6,Economy Class,Solo Leisure,Melbourne to Paris via Doha,France,10,0.95,Yes,"cabin crew were fantastic, especially the female crew who took care of my mother","cabin crew were fantastic, especially the female crew who took care of my mother",6,Cabin Crew Friendly,praise
1029,2020,5,Economy Class,Couple Leisure,Amritsar to Vancouver via Doha,Canada,8,-0.2,Yes,nice crew members,nice crew members,6,Cabin Crew Friendly,praise
1030,2020,5,Economy Class,Couple Leisure,Milan to Male via Doha,Italy,10,1.0,Yes,Qatar Airways is the most beautiful airways in the world,qatar airways is the most beautiful airways in the world,1,Doha Lounge Experience,praise
1031,2020,5,Economy Class,Family Leisure,Manchester to Doha,Australia,10,0.95,Yes,"excellent customer service, cabin crew looked after us","excellent customer service, cabin crew looked after us",6,Cabin Crew Friendly,praise
1032,2020,5,Economy Class,Family Leisure,Frankfurt to Sydney via Doha,Poland,10,1.0,Yes,"perfect food, perfect crew","perfect food, perfect crew",0,Food: Good/Great,praise
1033,2020,5,Economy Class,Business,Perth to Vienna via Doha,Austria,10,0.9,Yes,"Comfortable seats, excellent meals, friendly staff","comfortable seats, excellent meals, friendly staff",3,Comfortable Seats,praise
1034,2020,5,Business Class,Couple Leisure,Yangon to Zurich via Doha,Switzerland,10,0.9,Yes,"high class service level, excellent cleanliness","high class service level, excellent cleanliness",4,Good <-> Excellent/Exceptional,praise
1035,2020,4,Business Class,Family Leisure,New York to Hyderabad via Doha,United States,10,0.9,Yes,Fantastic Service! Price was a steal,fantastic service! price was a steal,4,Good <-> Excellent/Exceptional,praise
1036,2020,4,Economy Class,Business,Budapest to Melbourne via Doha,Australia,10,0.9,Yes,real kindness,real kindness,5,Class Experience,praise
1037,2020,4,Economy Class,Family Leisure,Auckland to Helsinki via Doha,Finland,10,0.8,Yes,crew was attentive and prompt,crew was attentive and prompt,6,Cabin Crew Friendly,praise
1038,2020,4,Economy Class,Family Leisure,Toronto to Chennai via Doha,Canada,10,0.9,Yes,"very patient, most helpful, empathetic","very patient, most helpful, empathetic",5,Class Experience,praise
1039,2020,4,Economy Class,Couple Leisure,Manchester to Nairobi via Doha,United Kingdom,9,0.85,Yes,"cabin crew kind and attentive, great service and meals","cabin crew kind and attentive, great service and meals",6,Cabin Crew Friendly,praise
1040,2020,3,Economy Class,Solo Leisure,Prague to Kathmandu via Doha,Czech Republic,9,0.85,Yes,"generally very satisfied, above expectations","generally very satisfied, above expectations",5,Class Experience,praise
1041,2020,3,Economy Class,Solo Leisure,Frankfurt to Sydney via Doha,Australia,10,0.9,Yes,got my daughter home safe and sound,got my daughter home safe and sound,5,Class Experience,praise
1042,2020,3,Economy Class,Solo Leisure,London to Melbourne via Doha,United Kingdom,10,0.85,Yes,"lovely staff at Qatar check-in, very helpful","lovely staff at qatar check-in, very helpful",1,Doha Lounge Experience,praise
1043,2020,3,Economy Class,Couple Leisure,Doha to Kuala Lumpur,Malaysia,9,0.8,Yes,seat is really good,seat is really good,3,Comfortable Seats,praise
1044,2020,3,Economy Class,Family Leisure,Helsinki to Delhi via Delhi,Finland,7,0.3,Yes,Good service from Helsinki to Doha,good service from helsinki to doha,1,Doha Lounge Experience,praise
1045,2020,3,Economy Class,Couple Leisure,Phuket to London via Doha,United Kingdom,10,0.95,Yes,"super friendly, best food on a plane","super friendly, best food on a plane",0,Food: Good/Great,praise
1048,2020,3,Business Class,Couple Leisure,Adelaide to London via Doha,United Kingdom,10,0.95,Yes,Qsuite is every bit as good as advertised,qsuite is every bit as good as advertised,7,QSuites Experience,praise
1049,2020,3,Economy Class,Solo Leisure,Doha to Cochi,India,10,0.9,Yes,cabin crew staff Miss Sakie is impressive and helpful,cabin crew staff miss sakie is impressive and helpful,6,Cabin Crew Friendly,praise
1050,2020,3,Economy Class,Couple Leisure,London to Doha,United Kingdom,5,0.2,No,"Friendly staff, on time departure","friendly staff, on time departure",2,Friendly & Helpful,praise
1051,2020,3,Economy Class,Business,Los Angeles to Doha,Iran,10,0.9,Yes,"kindness of cabin crews, very polite and helpful","kindness of cabin crews, very polite and helpful",6,Cabin Crew Friendly,praise
1052,2020,3,Economy Class,Business,Johannesburg to Danang via Doha,Vietnam,2,-0.8,No,IFE and WiFi worked well,ife and wifi worked well,5,Class Experience,praise
1053,2020,3,Business Class,Couple Leisure,Phuket to Frankfurt via Doha,Germany,5,-0.2,No,"great, really good service","great, really good service",4,Good <-> Excellent/Exceptional,praise
1054,2020,3,Economy Class,Couple Leisure,Amman to Sydney via Doha,Australia,10,0.9,Yes,cabin crew services compare to Business and First Class,cabin crew services compare to business and first class,6,Cabin Crew Friendly,praise
1055,2020,3,Economy Class,Solo Leisure,Birmingham to Goa via Doha,United Kingdom,4,-0.6,No,stewards were very good,stewards were very good,6,Cabin Crew Friendly,praise
1056,2020,3,Business Class,Solo Leisure,Doha to Sydney,United Kingdom,10,0.95,Yes,A380 business seats are the best,a380 business seats are the best,3,Comfortable Seats,praise
1057,2020,3,Business Class,Business,Bucharest to Sydney via Doha,Romania,10,0.8,Yes,Cabin crew are polished and polite,cabin crew are polished and polite,6,Cabin Crew Friendly,praise
1058,2020,3,Business Class,Couple Leisure,Bangkok to Oslo via Doha,Norway,10,0.9,Yes,Best business class flight ever,best business class flight ever,8,Good <-> Excellent/Exceptional,praise
1060,2020,2,Business Class,Solo Leisure,Washington to Doha,United States,7,0.1,Yes,on board service is high standard,on board service is high standard,4,Good <-> Excellent/Exceptional,praise
1061,2020,2,Economy Class,Family Leisure,London to Bali via Doha,United Kingdom,10,0.9,Yes,"cabin staff very helpful and caring, entertainment excellent","cabin staff very helpful and caring, entertainment excellent",6,Cabin Crew Friendly,praise
1062,2020,2,Economy Class,Couple Leisure,Sydney to London via Doha,Australia,8,0.8,Yes,"Staff were lovely and quite accommodating, Food was delicious and exotic","staff were lovely and quite accommodating, food was delicious and exotic",0,Food: Good/Great,praise
1063,2020,2,Economy Class,Solo Leisure,Lahore to Najaf via Doha,Pakistan,8,0.8,Yes,outstanding service and professional behaviour,outstanding service and professional behaviour,4,Good <-> Excellent/Exceptional,praise
1064,2020,2,Business Class,Business,Beirut to Doha,Lebanon,10,0.9,Yes,"service is incredible, food was amazing","service is incredible, food was amazing",0,Food: Good/Great,praise
1065,2020,2,Economy Class,Solo Leisure,Auckland to St Petersburg via Doha,United States,9,0.9,Yes,"incredibly professional, stress free","incredibly professional, stress free",5,Class Experience,praise
1066,2020,2,Business Class,Solo Leisure,Singapore to Istanbul via Doha,Germany,8,0.8,Yes,"Food, service and design were topnotch","food, service and design were topnotch",0,Food: Good/Great,praise
1067,2020,2,Economy Class,Couple Leisure,Manchester to Bangkok via Doha,Norway,10,0.8,Yes,"Seats comfy, food and service excellent","seats comfy, food and service excellent",3,Comfortable Seats,praise
1068,2020,2,Economy Class,Solo Leisure,Perth to Doha,United Kingdom,10,0.95,Yes,"service is truly excellent, food really good","service is truly excellent, food really good",0,Food: Good/Great,praise
1070,2020,2,Business Class,Couple Leisure,Edinburgh to Perth via Doha,Australia,10,0.85,Yes,"smiling high quality service, toilets were constantly refreshed, seats were comfortable, food was superior to some top grade hotels","smiling high quality service, toilets were constantly refreshed, seats were comfortable, food was superior to some top grade hotels",0,Food: Good/Great,praise
1072,2020,2,Business Class,Business,Dallas Ft Worth to Doha,United States,10,0.9,Yes,Outstanding service team led by Karen and Grace,outstanding service team led by karen and grace,5,Class Experience,praise
1073,2020,2,Business Class,Couple Leisure,Gatwick to Denpasar via Doha,United Kingdom,8,0.9,Yes,QSuite is the best business class offering I have travelled in,qsuite is the best business class offering i have travelled in,7,QSuites Experience,praise
1074,2020,1,Business Class,Couple Leisure,Houston to Kochi via Doha,United States,10,0.95,Yes,"Q suite was wonderful, beds were made by the staff","q suite was wonderful, beds were made by the staff",7,QSuites Experience,praise
1076,2020,1,Business Class,Solo Leisure,Manchester to Da Nang via Doha,United Kingdom,10,0.9,Yes,"absolutely brilliant service, great choice of entertainment and food was of the best quality","absolutely brilliant service, great choice of entertainment and food was of the best quality",0,Food: Good/Great,praise
1077,2020,1,Economy Class,Couple Leisure,Amritsar to Atlanta via Doha,Australia,10,0.9,Yes,cabin crew helped a lot,cabin crew helped a lot,6,Cabin Crew Friendly,praise
1078,2020,1,Economy Class,Family Leisure,Melbourne to Doha,Australia,7,0.6,Yes,"seats were comfy, in-flight entertainment good","seats were comfy, in-flight entertainment good",3,Comfortable Seats,praise
1079,2020,1,Business Class,Business,Istanbul to Singapore via Doha,Germany,3,-0.4,No,flawless service on A350-1000,flawless service on a350-1000,4,Good <-> Excellent/Exceptional,praise
1080,2020,1,Business Class,Solo Leisure,Cochin to Muscat via Doha,Oman,10,0.92,Yes,Staff whose worth should be credibly recognized,staff whose worth should be credibly recognized,2,Friendly & Helpful,praise
1081,2020,1,Business Class,Couple Leisure,Mumbai to Copenhagen via Doha,Iceland,8,0.8,Yes,on-board experience was flawless,on-board experience was flawless,5,Class Experience,praise
1083,2020,1,Economy Class,Solo Leisure,Hong Kong to Kyiv via Doha,Hong Kong,10,0.8,Yes,Doha - Kyiv crew were kind and professional,doha - kyiv crew were kind and professional,1,Doha Lounge Experience,praise
1084,2020,1,Economy Class,Solo Leisure,Kyiv to Hong Kong via Doha,Hong Kong,10,0.95,Yes,Quality service on board and on the ground,quality service on board and on the ground,4,Good <-> Excellent/Exceptional,praise
1086,2020,1,Economy Class,Solo Leisure,London to Dhaka via Doha,United Kingdom,10,0.9,Yes,"quality, quantity and presentation of the meal services are best in the industry","quality, quantity and presentation of the meal services are best in the industry",0,Food: Good/Great,praise
1087,2020,1,Economy Class,Solo Leisure,Athens to Shanghai via Doha,United States,1,-0.8,No,"service was good, inflight entertainment good","service was good, inflight entertainment good",8,Good <-> Excellent/Exceptional,praise
1088,2020,1,Economy Class,Couple Leisure,Sydney to Amsterdam via Doha,Australia,1,-0.4,No,cabin crew were helpful,cabin crew were helpful,6,Cabin Crew Friendly,praise
1089,2020,1,Economy Class,Couple Leisure,Denpasar to Copenhagen via Doha,Denmark,10,0.95,Yes,best flight experience,best flight experience,8,Good <-> Excellent/Exceptional,praise
1090,2020,1,Economy Class,Solo Leisure,Manila to Doha,Qatar,7,0.2,Yes,"Food is better now, good variety of entertainment","food is better now, good variety of entertainment",0,Food: Good/Great,praise
1091,2020,1,Economy Class,Solo Leisure,Doha to Karachi,Qatar,8,0.8,Yes,everything was perfect,everything was perfect,5,Class Experience,praise
1092,2020,1,Economy Class,Solo Leisure,London to Colombo via Doha,United Kingdom,3,0.1,No,Great selection of latest movies,great selection of latest movies,5,Class Experience,praise
1093,2020,1,Economy Class,Solo Leisure,Dhaka to Helsinki via Doha,Finland,9,0.2,Yes,"good hotel services with food, transportation","good hotel services with food, transportation",0,Food: Good/Great,praise
1094,2020,1,Economy Class,Couple Leisure,Bangkok to London via Doha,United Kingdom,7,0.3,Yes,efficient service at Doha,efficient service at doha,1,Doha Lounge Experience,praise
1095,2020,1,Business Class,Couple Leisure,Colombo to Edinburgh via Doha,United Kingdom,5,-0.3,Yes,very comfortable flat bed in business class,very comfortable flat bed in business class,3,Comfortable Seats,praise
1096,2020,1,Economy Class,Solo Leisure,Amman to Johannesburg via Doha,Australia,10,0.95,Yes,staff were outstanding,staff were outstanding,2,Friendly & Helpful,praise
1097,2020,1,Economy Class,Couple Leisure,Milan to Muscat via Doha,Italy,7,0.6,Yes,cabin crew very professional with good service,cabin crew very professional with good service,6,Cabin Crew Friendly,praise
1098,2020,1,Economy Class,Couple Leisure,Pisa to Melbourne via Doha,Italy,6,0.3,Yes,staff on board super friendly and helpful,staff on board super friendly and helpful,2,Friendly & Helpful,praise
1099,2019,12,Economy Class,Business,Amman to Perth via Doha,Australia,10,0.95,Yes,far superior in all aspects,far superior in all aspects,5,Class Experience,praise
1100,2019,12,Economy Class,Solo Leisure,Ahmedabad to New York via Doha,Canada,10,0.9,Yes,Qatar Airways was the best choice,qatar airways was the best choice,1,Doha Lounge Experience,praise
1101,2019,12,Business Class,Couple Leisure,Doha to Athens,Greece,5,-0.4,No,service and food was super,service and food was super,0,Food: Good/Great,praise
1102,2019,12,Economy Class,Solo Leisure,Kuala Lumpur to Houston via Doha,Malaysia,9,0.8,Yes,everything just feels like it has a little touch of class,everything just feels like it has a little touch of class,5,Class Experience,praise
1103,2019,12,Economy Class,Family Leisure,Doha to Los Angeles,Armenia,10,0.9,Yes,"Stewardess are beautiful and very polite, especially Katsiaryna","stewardess are beautiful and very polite, especially katsiaryna",6,Cabin Crew Friendly,praise
1104,2019,12,Economy Class,Couple Leisure,Oslo to Johannesburg via Doha,South Africa,4,0.1,No,"friendly staff, good food","friendly staff, good food",2,Friendly & Helpful,praise
1105,2019,12,Business Class,Couple Leisure,Colombo to London via Doha,United Kingdom,10,0.95,Yes,"Staff were, without exception, just outstanding","staff were, without exception, just outstanding",2,Friendly & Helpful,praise
1107,2019,12,Business Class,Couple Leisure,Copenhagen to Mumbai via Doha,Iceland,9,0.85,Yes,finest onboard Business Class product,finest onboard business class product,5,Class Experience,praise
1109,2019,12,Economy Class,Couple Leisure,Melbourne to Sofia via Doha,Australia,9,0.9,Yes,Staff were well trained and friendly,staff were well trained and friendly,2,Friendly & Helpful,praise
1112,2019,12,Business Class,Couple Leisure,Copenhagen to Bombay via Doha,Iceland,9,0.8,Yes,Qatar's Business Class onboard product is the Gold Standard in the industry,qatar's business class onboard product is the gold standard in the industry,1,Doha Lounge Experience,praise
1113,2019,12,Economy Class,Couple Leisure,Zanzibar to Sydney via Doha,Australia,9,0.8,Yes,best service you can get and best entertainment,best service you can get and best entertainment,4,Good <-> Excellent/Exceptional,praise
1114,2019,12,Economy Class,Couple Leisure,Sydney to Nairobi via Doha,Australia,10,0.95,Yes,"excellent check in service, inflight entertainment, polite and courteous staff","excellent check in service, inflight entertainment, polite and courteous staff",8,Good <-> Excellent/Exceptional,praise
1115,2019,12,Business Class,Solo Leisure,Berlin to Doha,Germany,7,-0.2,Yes,good seat and service,good seat and service,3,Comfortable Seats,praise
1117,2019,12,Business Class,Solo Leisure,Doha to Amsterdam,Indonesia,10,0.95,Yes,best service of our lives,best service of our lives,4,Good <-> Excellent/Exceptional,praise
1118,2019,12,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,Germany,9,0.7,Yes,"entertainment was very extensive, seat distance good, board catering reasonably well","entertainment was very extensive, seat distance good, board catering reasonably well",0,Food: Good/Great,praise
1119,2019,12,Economy Class,Solo Leisure,Maputo to Lahore via Doha,Pakistan,10,0.9,Yes,service is very satisfactory,service is very satisfactory,4,Good <-> Excellent/Exceptional,praise
1122,2019,12,Economy Class,Family Leisure,London to Kathmandu via Doha,United Kingdom,9,0.85,Yes,"Cabin crew was very professional and friendly, food and drinks was brilliant","cabin crew was very professional and friendly, food and drinks was brilliant",6,Cabin Crew Friendly,praise
1123,2019,12,Economy Class,Solo Leisure,Perth to Munich via Doha,Australia,10,0.9,Yes,cabin crew made sure all my needs were attended to,cabin crew made sure all my needs were attended to,6,Cabin Crew Friendly,praise
1124,2019,12,Business Class,Solo Leisure,Stockholm to Bangkok via Doha,Switzerland,9,0.8,Yes,Impeccable crews and services on both flights.,impeccable crews and services on both flights.,8,Good <-> Excellent/Exceptional,praise
1125,2019,12,Economy Class,Family Leisure,Manchester to Islamabad via Doha,United Kingdom,8,0.6,Yes,Qatar Airways very responsive,qatar airways very responsive,1,Doha Lounge Experience,praise
