review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_complaint,top_complaint_clean,cluster_id,cluster_label,sentiment_type
1029,2020,5,Economy Class,Couple Leisure,Amritsar to Vancouver via Doha,Canada,8,-0.2,Yes,poor check in counter service,poor check in counter service,0,Poor Customer IFE,complaint
1037,2020,4,Economy Class,Family Leisure,Auckland to Helsinki via Doha,Finland,10,0.8,Yes,"Qatar airways internet site, the booking is rather tedious.","qatar airways internet site, the booking is rather tedious.",6,Doha Airport Experience,complaint
1039,2020,4,Economy Class,Couple Leisure,Manchester to Nairobi via Doha,United Kingdom,9,0.85,Yes,minor issues at check-in and boarding,minor issues at check-in and boarding,5,Boarding Experience,complaint
1044,2020,3,Economy Class,Family Leisure,Helsinki to Delhi via Delhi,Finland,7,0.3,Yes,cabin crew under pressure and stress,cabin crew under pressure and stress,7,Unhelpful/Rude Crew,complaint
1046,2020,3,Economy Class,Business,Doha to Beirut,Lebanon,1,-0.8,No,"charged extra for luggage, refund not processed","charged extra for luggage, refund not processed",3,Baggage Lost,complaint
1047,2020,3,Economy Class,Solo Leisure,Colombo to Warsaw via Qatar,Poland,1,-0.8,No,"no money back, lost luggage","no money back, lost luggage",3,Baggage Lost,complaint
1050,2020,3,Economy Class,Couple Leisure,London to Doha,United Kingdom,5,0.2,No,2 hours for drinks,2 hours for drinks,9,Lounge Experience,complaint
1052,2020,3,Economy Class,Business,Johannesburg to Danang via Doha,Vietnam,2,-0.8,No,"Food was substandard, limited drink options","food was substandard, limited drink options",1,Poor Food Quality,complaint
1053,2020,3,Business Class,Couple Leisure,Phuket to Frankfurt via Doha,Germany,5,-0.2,No,terrible support for refunds,terrible support for refunds,0,Poor Customer IFE,complaint
1055,2020,3,Economy Class,Solo Leisure,Birmingham to Goa via Doha,United Kingdom,4,-0.6,No,seats not able to recline properly,seats not able to recline properly,4,Uncomfortable Seats,complaint
1057,2020,3,Business Class,Business,Bucharest to Sydney via Doha,Romania,10,0.8,Yes,Rewards program is rigid and overly taxing,rewards program is rigid and overly taxing,0,Poor Customer IFE,complaint
1058,2020,3,Business Class,Couple Leisure,Bangkok to Oslo via Doha,Norway,10,0.9,Yes,WiFi charges a bit high,wifi charges a bit high,8,WiFi Issues,complaint
1059,2020,2,Economy Class,Couple Leisure,Hyderabad to Dallas via Doha,United States,4,-0.3,No,Indigo didn't provide a blanket,indigo didn't provide a blanket,0,Poor Customer IFE,complaint
1060,2020,2,Business Class,Solo Leisure,Washington to Doha,United States,7,0.1,Yes,seat design not good for sleeping,seat design not good for sleeping,4,Uncomfortable Seats,complaint
1062,2020,2,Economy Class,Couple Leisure,Sydney to London via Doha,Australia,8,0.8,Yes,"22 hour flight, no seat is comfortable on the bottom after 16 hours","22 hour flight, no seat is comfortable on the bottom after 16 hours",4,Uncomfortable Seats,complaint
1066,2020,2,Business Class,Solo Leisure,Singapore to Istanbul via Doha,Germany,8,0.8,Yes,dreadful new safety video I had to endure 4 times,dreadful new safety video i had to endure 4 times,0,Poor Customer IFE,complaint
1067,2020,2,Economy Class,Couple Leisure,Manchester to Bangkok via Doha,Norway,10,0.8,Yes,"Lacked USB/Power, entertainment box disturbing","lacked usb/power, entertainment box disturbing",0,Poor Customer IFE,complaint
1069,2020,2,Economy Class,Business,Copenhagen to Kathmandu via Doha,Denmark,1,-0.8,No,"seat reservations gone, switched to last row","seat reservations gone, switched to last row",4,Uncomfortable Seats,complaint
1070,2020,2,Business Class,Couple Leisure,Edinburgh to Perth via Doha,Australia,10,0.85,Yes,constant confusion at changeover places,constant confusion at changeover places,5,Boarding Experience,complaint
1071,2020,2,Economy Class,Solo Leisure,New York to Singapore via Doha,United States,2,-0.8,No,no food or refreshments provided,no food or refreshments provided,1,Poor Food Quality,complaint
1072,2020,2,Business Class,Business,Dallas Ft Worth to Doha,United States,10,0.9,Yes,Internet did not work for last 3 hours of flight,internet did not work for last 3 hours of flight,2,Delayed Flight,complaint
1073,2020,2,Business Class,Couple Leisure,Gatwick to Denpasar via Doha,United Kingdom,8,0.9,Yes,Aspire lounge at Gatwick not up to standard,aspire lounge at gatwick not up to standard,9,Lounge Experience,complaint
1075,2020,1,Economy Class,Family Leisure,Gatwick to Doha,United Kingdom,1,-0.75,No,food was terrible,food was terrible,1,Poor Food Quality,complaint
1078,2020,1,Economy Class,Family Leisure,Melbourne to Doha,Australia,7,0.6,Yes,food was average,food was average,1,Poor Food Quality,complaint
1079,2020,1,Business Class,Business,Istanbul to Singapore via Doha,Germany,3,-0.4,No,downgraded from Qsuite three times,downgraded from qsuite three times,0,Poor Customer IFE,complaint
1081,2020,1,Business Class,Couple Leisure,Mumbai to Copenhagen via Doha,Iceland,8,0.8,Yes,Al Mourjan Lounge in Doha is unpleasant,al mourjan lounge in doha is unpleasant,6,Doha Airport Experience,complaint
1082,2020,1,Economy Class,Couple Leisure,Perth to Doha via London,United Kingdom,1,-0.8,No,forced to wait 24 hours for re-routing,forced to wait 24 hours for re-routing,2,Delayed Flight,complaint
1083,2020,1,Economy Class,Solo Leisure,Hong Kong to Kyiv via Doha,Hong Kong,10,0.8,Yes,delayed connection in Doha,delayed connection in doha,6,Doha Airport Experience,complaint
1085,2020,1,Business Class,Couple Leisure,Los Angeles to Male via Doha,United States,4,-0.75,No,no compensation for downgrade,no compensation for downgrade,0,Poor Customer IFE,complaint
1087,2020,1,Economy Class,Solo Leisure,Athens to Shanghai via Doha,United States,1,-0.8,No,"could not check in online, extra baggage charges","could not check in online, extra baggage charges",3,Baggage Lost,complaint
1088,2020,1,Economy Class,Couple Leisure,Sydney to Amsterdam via Doha,Australia,1,-0.4,No,"cancelled return flight, unhelpful","cancelled return flight, unhelpful",2,Delayed Flight,complaint
1090,2020,1,Economy Class,Solo Leisure,Manila to Doha,Qatar,7,0.2,Yes,Crew forgot my drink request,crew forgot my drink request,7,Unhelpful/Rude Crew,complaint
1091,2020,1,Economy Class,Solo Leisure,Doha to Karachi,Qatar,8,0.8,Yes,no IFE due to 02 hours journey,no ife due to 02 hours journey,5,Boarding Experience,complaint
1092,2020,1,Economy Class,Solo Leisure,London to Colombo via Doha,United Kingdom,3,0.1,No,Food was super bland,food was super bland,1,Poor Food Quality,complaint
1093,2020,1,Economy Class,Solo Leisure,Dhaka to Helsinki via Doha,Finland,9,0.2,Yes,missed connecting flight due to delay,missed connecting flight due to delay,2,Delayed Flight,complaint
1094,2020,1,Economy Class,Couple Leisure,Bangkok to London via Doha,United Kingdom,7,0.3,Yes,"dirty headphones, delayed flight","dirty headphones, delayed flight",2,Delayed Flight,complaint
1095,2020,1,Business Class,Couple Leisure,Colombo to Edinburgh via Doha,United Kingdom,5,-0.3,Yes,"champagne not chilled, no more sauvignon blanc available","champagne not chilled, no more sauvignon blanc available",0,Poor Customer IFE,complaint
1097,2020,1,Economy Class,Couple Leisure,Milan to Muscat via Doha,Italy,7,0.6,Yes,long waiting time for transfer,long waiting time for transfer,5,Boarding Experience,complaint
1098,2020,1,Economy Class,Couple Leisure,Pisa to Melbourne via Doha,Italy,6,0.3,Yes,seats very uncomfortable,seats very uncomfortable,4,Uncomfortable Seats,complaint
1101,2019,12,Business Class,Couple Leisure,Doha to Athens,Greece,5,-0.4,No,uncomfortable seat for me,uncomfortable seat for me,4,Uncomfortable Seats,complaint
1102,2019,12,Economy Class,Solo Leisure,Kuala Lumpur to Houston via Doha,Malaysia,9,0.8,Yes,outbound delayed by 6 hours,outbound delayed by 6 hours,2,Delayed Flight,complaint
1104,2019,12,Economy Class,Couple Leisure,Oslo to Johannesburg via Doha,South Africa,4,0.1,No,delayed in Johannesburg waiting for luggage,delayed in johannesburg waiting for luggage,2,Delayed Flight,complaint
1106,2019,12,Business Class,Business,Stockholm to Doha,Germany,1,-0.2,No,male flight attendant denied access to washroom,male flight attendant denied access to washroom,7,Unhelpful/Rude Crew,complaint
1108,2019,12,Economy Class,Couple Leisure,Johannesburg to Antalya via Doha,South Africa,1,-0.8,No,"delayed luggage, no compensation","delayed luggage, no compensation",3,Baggage Lost,complaint
1110,2019,12,Economy Class,Solo Leisure,Manila to Doha,Philippines,5,-0.7,No,"Platinum member, no good leg space seat","platinum member, no good leg space seat",4,Uncomfortable Seats,complaint
1111,2019,12,Economy Class,Couple Leisure,Copenhagen to Singapore via Doha,Denmark,1,-0.8,No,Denied check-in due to name spelling mistake.,denied check-in due to name spelling mistake.,0,Poor Customer IFE,complaint
1112,2019,12,Business Class,Couple Leisure,Copenhagen to Bombay via Doha,Iceland,9,0.8,Yes,Al Mourjan lounge cannot handle the traffic,al mourjan lounge cannot handle the traffic,9,Lounge Experience,complaint
1113,2019,12,Economy Class,Couple Leisure,Zanzibar to Sydney via Doha,Australia,9,0.8,Yes,food was not to the top as on other sector,food was not to the top as on other sector,1,Poor Food Quality,complaint
1115,2019,12,Business Class,Solo Leisure,Berlin to Doha,Germany,7,-0.2,Yes,poor standard of food,poor standard of food,1,Poor Food Quality,complaint
1116,2019,12,Economy Class,Solo Leisure,Doha to Kigali,United States,2,-0.9,No,"Seat uncomfortable, IFE useless","seat uncomfortable, ife useless",4,Uncomfortable Seats,complaint
1118,2019,12,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,Germany,9,0.7,Yes,check-In was time-consuming and staff average on friendliness,check-in was time-consuming and staff average on friendliness,7,Unhelpful/Rude Crew,complaint
1120,2019,12,Business Class,Solo Leisure,New York JFK to Doha,United States,2,-0.8,Yes,"Parts not available at JFK, had to wait","parts not available at jfk, had to wait",0,Poor Customer IFE,complaint
1121,2019,12,Business Class,Business,London to Bangalore via Doha,United Kingdom,3,-0.8,No,no Q Suite on Doha to Bangalore leg,no q suite on doha to bangalore leg,6,Doha Airport Experience,complaint
1124,2019,12,Business Class,Solo Leisure,Stockholm to Bangkok via Doha,Switzerland,9,0.8,Yes,"rather hard seat, what you especially feel when you have it flat for sleeping.","rather hard seat, what you especially feel when you have it flat for sleeping.",4,Uncomfortable Seats,complaint
1125,2019,12,Economy Class,Family Leisure,Manchester to Islamabad via Doha,United Kingdom,8,0.6,Yes,Check in staff at Islamabad awful,check in staff at islamabad awful,7,Unhelpful/Rude Crew,complaint
1126,2019,12,Economy Class,Business,London Heathrow to Doha,United Kingdom,7,0.3,Yes,Seat densification nonsense,seat densification nonsense,4,Uncomfortable Seats,complaint
1127,2019,11,Economy Class,Couple Leisure,Sydney to Warsaw via Doha,Poland,3,-0.2,Yes,slow check-in at Sydney airport,slow check-in at sydney airport,5,Boarding Experience,complaint
1128,2019,11,Economy Class,Solo Leisure,Copenhagen to Tokyo via Doha,Denmark,6,-0.7,No,"Seats were narrow for me, even though they advertise greater legroom.","seats were narrow for me, even though they advertise greater legroom.",4,Uncomfortable Seats,complaint
1129,2019,11,Economy Class,Family Leisure,Manchester to Lahore via Doha,United Kingdom,8,0.3,Yes,"food given at same time as adults, no explanation for delay","food given at same time as adults, no explanation for delay",1,Poor Food Quality,complaint
1130,2019,11,Business Class,Couple Leisure,Doha to Gatwick,United Kingdom,5,-0.7,Yes,unable to have shower due to large number of transferring people,unable to have shower due to large number of transferring people,7,Unhelpful/Rude Crew,complaint
1132,2019,11,Economy Class,Family Leisure,Paris to Kuala Lumpur via Doha,Malaysia,9,0.7,Yes,entertainment system was outdated and difficult to use,entertainment system was outdated and difficult to use,0,Poor Customer IFE,complaint
1133,2019,11,Business Class,Solo Leisure,Manchester to Phnom Penh via Doha,United Kingdom,7,0.3,Yes,"confusing booking procedure, long wait at check-in","confusing booking procedure, long wait at check-in",5,Boarding Experience,complaint
1134,2019,11,Business Class,Business,Doha to Barcelona,Switzerland,2,-0.8,No,"old business class seats, misleading website","old business class seats, misleading website",4,Uncomfortable Seats,complaint
1135,2019,11,Business Class,Business,Venice to Doha,Hong Kong,3,-0.2,No,seat is hardly suitable for sleeping,seat is hardly suitable for sleeping,4,Uncomfortable Seats,complaint
1136,2019,11,Business Class,Business,Hong Kong to Doha,Hong Kong,3,-0.75,No,"Seat comfort very limited, no main course","seat comfort very limited, no main course",4,Uncomfortable Seats,complaint
1137,2019,11,Economy Class,Family Leisure,Goa to Warsaw via Doha,Poland,7,0.2,Yes,"flight delayed, ground crew handling poor","flight delayed, ground crew handling poor",2,Delayed Flight,complaint
1139,2019,11,Economy Class,Business,Manila to Gothenburg via Doha,Sweden,5,0.2,Yes,missed connecting flight,missed connecting flight,2,Delayed Flight,complaint
1140,2019,11,Business Class,Business,Doha to Hong Kong,Hong Kong,2,-0.7,No,"aged business class configuration, no main course","aged business class configuration, no main course",0,Poor Customer IFE,complaint
1141,2019,11,Economy Class,Family Leisure,Manchester to Bangkok via Doha,United Kingdom,4,-0.2,No,check-in staff unhelpful and inflexible,check-in staff unhelpful and inflexible,7,Unhelpful/Rude Crew,complaint
1142,2019,11,Economy Class,Family Leisure,Melbourne to Munich via Doha,Australia,10,0.85,Yes,Seat was broken initially,seat was broken initially,4,Uncomfortable Seats,complaint
1143,2019,11,Economy Class,Business,Cardiff to Cape Town via Doha,South Africa,9,0.85,Yes,missed connecting flight,missed connecting flight,2,Delayed Flight,complaint
1144,2019,11,Economy Class,Family Leisure,Helsinki to Jakarta via Doha,Finland,6,0.3,Yes,food literally suck,food literally suck,1,Poor Food Quality,complaint
1145,2019,11,Economy Class,Solo Leisure,Mahe to Langkawi via Doha,Canada,1,-0.9,No,no compensation for delay,no compensation for delay,2,Delayed Flight,complaint
1146,2019,11,Economy Class,Solo Leisure,Melbourne to Moscow via Doha,Australia,1,-0.8,No,"cancelled at the last moment, no compensation","cancelled at the last moment, no compensation",0,Poor Customer IFE,complaint
1147,2019,11,Business Class,Solo Leisure,Nice to Bangkok via Doha,Thailand,6,0.2,No,"Noisy Boeing 777, uncomfortable seats","noisy boeing 777, uncomfortable seats",4,Uncomfortable Seats,complaint
1148,2019,11,Economy Class,Couple Leisure,Gatwick to Colombo via Doha,United Kingdom,3,-0.4,No,"Long check-in delay, cramped seats, broken IFE","long check-in delay, cramped seats, broken ife",4,Uncomfortable Seats,complaint
1152,2019,10,Economy Class,Solo Leisure,Lisbon to Tehran via Doha,Portugal,6,-0.2,Yes,"No lunch served onboard, FAs ignored call button.","no lunch served onboard, fas ignored call button.",7,Unhelpful/Rude Crew,complaint
1154,2019,10,Business Class,Solo Leisure,Sofia to Singapore via Doha,Switzerland,8,0.4,Yes,"slow service, forgot drinks","slow service, forgot drinks",9,Lounge Experience,complaint
1155,2019,10,Economy Class,Business,Kolkata to Paris via Doha,France,1,-0.8,No,"Flight delayed, no compensation offered","flight delayed, no compensation offered",2,Delayed Flight,complaint
1156,2019,10,Business Class,Solo Leisure,Perth to Birmingham via Doha,Australia,9,0.8,Yes,Doha lounge overcrowded and toilets inadequate,doha lounge overcrowded and toilets inadequate,6,Doha Airport Experience,complaint
1158,2019,10,Economy Class,Couple Leisure,Denpasar to Paris via Doha,United States,2,-0.8,No,"Lost phone not found, no assistance.","lost phone not found, no assistance.",0,Poor Customer IFE,complaint
1159,2019,10,Economy Class,Family Leisure,Istanbul to Singapore via Doha,Singapore,8,0.2,Yes,slow web check in baggage drop lane,slow web check in baggage drop lane,5,Boarding Experience,complaint
1160,2019,10,Business Class,Solo Leisure,Kolkata to New York JFK via Doha,United States,8,0.7,Yes,Flight attendants had to be reminded to bring jacket,flight attendants had to be reminded to bring jacket,7,Unhelpful/Rude Crew,complaint
1161,2019,10,Business Class,Couple Leisure,Perth to Edinburgh via Doha,United Kingdom,9,0.8,Yes,Could not find my left phone,could not find my left phone,0,Poor Customer IFE,complaint
1162,2019,10,Economy Class,Couple Leisure,Amman to Sydney via Doha,Australia,3,-0.8,No,Gluten free meals were inedible.,gluten free meals were inedible.,1,Poor Food Quality,complaint
1164,2019,10,Business Class,Business,Doha to Amsterdam,Netherlands,8,0.3,Yes,service was really slow,service was really slow,0,Poor Customer IFE,complaint
1165,2019,10,Economy Class,Family Leisure,Montreal to Multan via Doha,Canada,1,-0.8,No,Missing flight due to airline mistake,missing flight due to airline mistake,2,Delayed Flight,complaint
1166,2019,9,Business Class,Business,Tbilisi to Doha,United States,2,-0.8,No,Weight limit too strict for business class,weight limit too strict for business class,0,Poor Customer IFE,complaint
1169,2019,9,First Class,Business,Not Rated,United Kingdom,1,-0.8,No,staff at the lounges discourteous,staff at the lounges discourteous,7,Unhelpful/Rude Crew,complaint
1170,2019,9,Economy Class,Family Leisure,Cape Town to Manchester via Doha,South Africa,1,-0.8,No,website changed layover time last minute,website changed layover time last minute,2,Delayed Flight,complaint
1171,2019,9,Economy Class,Couple Leisure,Colombo to Madrid via Doha,Spain,2,-0.8,No,4 hour delay in Madrid,4 hour delay in madrid,2,Delayed Flight,complaint
1172,2019,9,Business Class,Business,Hong Kong to Doha,United Kingdom,4,-0.8,No,"old plane, no privacy, not fully reclining seats","old plane, no privacy, not fully reclining seats",4,Uncomfortable Seats,complaint
1175,2019,9,Business Class,Business,Tunis to Doha,Tunisia,1,-0.3,No,Luggage came out late and damaged,luggage came out late and damaged,3,Baggage Lost,complaint
1176,2019,9,Economy Class,Solo Leisure,Athens to Manila via Doha,Greece,4,-0.8,Yes,check in staff refused early check in,check in staff refused early check in,7,Unhelpful/Rude Crew,complaint
1178,2019,9,Business Class,Solo Leisure,Manchester to Bangkok via Doha,United Kingdom,10,0.3,Yes,check in staff at Manchester appalling,check in staff at manchester appalling,7,Unhelpful/Rude Crew,complaint
1180,2019,9,Economy Class,Family Leisure,Adelaide to Edinburgh via Doha,Australia,1,-0.8,No,lost my bag and long insurance process,lost my bag and long insurance process,3,Baggage Lost,complaint
1181,2019,9,Economy Class,Solo Leisure,Cape Town to Edinburgh via Doha,United Kingdom,2,-0.9,No,poor information regarding delay and cancellation,poor information regarding delay and cancellation,2,Delayed Flight,complaint
1182,2019,9,Economy Class,Solo Leisure,Colombo to Amsterdam via Doha,United Kingdom,5,-0.3,Yes,nightmare booking process for pet transport,nightmare booking process for pet transport,5,Boarding Experience,complaint
1184,2019,9,Economy Class,Couple Leisure,Denpasar to Bucharest via Doha,Romania,4,-0.6,No,Food was barely eatable.,food was barely eatable.,1,Poor Food Quality,complaint
1185,2019,9,Business Class,Family Leisure,Johannesburg to Antalya via Doha,South Africa,1,-0.8,No,"Luggage not delivered, no response to emails","luggage not delivered, no response to emails",3,Baggage Lost,complaint
1187,2019,9,Business Class,Solo Leisure,Kuwait to Bangkok via Doha,Kuwait,9,0.9,Yes,missed original flight due to delay,missed original flight due to delay,2,Delayed Flight,complaint
1189,2019,9,Economy Class,Business,Tokyo to Venice via Doha,Italy,2,-0.8,No,"no support, gate changes","no support, gate changes",0,Poor Customer IFE,complaint
1190,2019,9,Economy Class,Business,Beirut to Doha,Qatar,7,0.7,Yes,Ground staff at Beirut airport are unhelpful.,ground staff at beirut airport are unhelpful.,7,Unhelpful/Rude Crew,complaint
1191,2019,9,Economy Class,Couple Leisure,Sydney to Nice via Doha,Australia,8,0.75,Yes,family in K seat,family in k seat,4,Uncomfortable Seats,complaint
1192,2019,8,First Class,Solo Leisure,Doha to Sydney,Australia,7,0.7,No,Food not as expected,food not as expected,1,Poor Food Quality,complaint
1193,2019,8,Economy Class,Family Leisure,London to Phuket via Doha,United Kingdom,1,-0.85,No,staff attitude towards autistic child,staff attitude towards autistic child,7,Unhelpful/Rude Crew,complaint
1194,2019,8,Business Class,Solo Leisure,Rome to Sydney via Doha,Australia,2,-0.8,No,did not credit miles to Qantas account,did not credit miles to qantas account,0,Poor Customer IFE,complaint
1195,2019,8,Economy Class,Solo Leisure,Johannesburg to Edinburgh via Doha,United Kingdom,10,0.9,Yes,Free wifi for the duration of the flight.,free wifi for the duration of the flight.,8,WiFi Issues,complaint
1196,2019,8,Business Class,Solo Leisure,Doha to Bangkok,United Kingdom,5,-0.7,No,Aircraft change without notice,aircraft change without notice,2,Delayed Flight,complaint
1197,2019,8,Business Class,Business,Rome to Sydney via Doha,Australia,8,0.8,Yes,disappointed with business lounge,disappointed with business lounge,9,Lounge Experience,complaint
1198,2019,8,Economy Class,Solo Leisure,Singapore to Milan via Doha,Singapore,3,-0.8,No,7hr of waiting at Doha Airport,7hr of waiting at doha airport,6,Doha Airport Experience,complaint
1199,2019,8,Economy Class,Couple Leisure,Denpasar to Tunis via Doha,Italy,3,-0.8,No,"seats were uncomfortable, food was terrible","seats were uncomfortable, food was terrible",4,Uncomfortable Seats,complaint
1200,2019,8,Business Class,Couple Leisure,Auckland to Doha,New Zealand,3,-0.8,No,Food and beverage not served on time,food and beverage not served on time,1,Poor Food Quality,complaint
1203,2019,8,Economy Class,Couple Leisure,Sydney to Gothenburg via Doha,Australia,9,0.8,Yes,scrambled eggs for brekkie a tad boring,scrambled eggs for brekkie a tad boring,1,Poor Food Quality,complaint
1204,2019,8,Economy Class,Solo Leisure,Dublin to Denpasar via Doha,Ireland,2,-0.8,No,Uncomfortable and small seats,uncomfortable and small seats,4,Uncomfortable Seats,complaint
1205,2019,8,First Class,Solo Leisure,Doha to Amman,Qatar,7,0.6,Yes,food not appealing,food not appealing,1,Poor Food Quality,complaint
1206,2019,8,Economy Class,Solo Leisure,Doha to Gatwick,United Kingdom,7,0.3,Yes,disappointing in-flight entertainment on other flights,disappointing in-flight entertainment on other flights,2,Delayed Flight,complaint
1207,2019,8,Economy Class,Business,Paris to Kolkata via Doha,France,7,0.6,Yes,Meal not suitable for diabetics,meal not suitable for diabetics,1,Poor Food Quality,complaint
1209,2019,8,Business Class,Couple Leisure,Athens to Doha,Hong Kong,1,-0.8,No,Crew skipped business class queue,crew skipped business class queue,7,Unhelpful/Rude Crew,complaint
1215,2019,7,Economy Class,Couple Leisure,Helsinki to Singapore via Doha,France,5,-0.75,No,Food the worse quality,food the worse quality,1,Poor Food Quality,complaint
1216,2019,7,Economy Class,Business,Stockholm to Chennai via Doha,Serbia,9,0.8,Yes,A330 had fewer lavatories and old screens.,a330 had fewer lavatories and old screens.,0,Poor Customer IFE,complaint
1219,2019,7,Economy Class,Solo Leisure,Moscow to Bangkok via Doha,Thailand,5,-0.7,No,"Meal not served per pre-selection, delayed flight","meal not served per pre-selection, delayed flight",1,Poor Food Quality,complaint
1220,2019,7,Economy Class,Business,Sydney to Doha,United Kingdom,1,-0.8,No,"booked seat not available, crew rude","booked seat not available, crew rude",4,Uncomfortable Seats,complaint
1221,2019,7,First Class,Family Leisure,Paris CDG to Bangkok via Doha,United Kingdom,7,0.3,Yes,service in between was minimal,service in between was minimal,0,Poor Customer IFE,complaint
1223,2019,7,Business Class,Solo Leisure,Cape Town to Ankara via Doha,Germany,2,-0.5,No,uncomfortable small non lie-flat seats,uncomfortable small non lie-flat seats,4,Uncomfortable Seats,complaint
1224,2019,7,Business Class,Couple Leisure,Copenhagen to Bombay via Doha,Iceland,10,0.9,Yes,boarding process in Doha could have been streamlined,boarding process in doha could have been streamlined,6,Doha Airport Experience,complaint
1226,2019,7,First Class,Business,Chicago to Istanbul via Doha,United States,3,-0.8,No,Baggage not delivered on time,baggage not delivered on time,3,Baggage Lost,complaint
1227,2019,7,Business Class,Solo Leisure,London to Bangkok via Doha,United Kingdom,9,0.3,Yes,Slow food service on return flight,slow food service on return flight,1,Poor Food Quality,complaint
1228,2019,6,Economy Class,Solo Leisure,Dublin to Sydney via Doha,Australia,5,-0.75,No,seat cramped and non-functional USB port,seat cramped and non-functional usb port,4,Uncomfortable Seats,complaint
1229,2019,6,Economy Class,Family Leisure,Doha to Kuwait,Qatar,1,-0.8,No,Additional security screening at boarding gate,additional security screening at boarding gate,5,Boarding Experience,complaint
1230,2019,6,Economy Class,Family Leisure,Kochi to Houston via Doha,Canada,5,0.1,No,missed connection due to delay,missed connection due to delay,2,Delayed Flight,complaint
1233,2019,6,Economy Class,Solo Leisure,Hanoi to London via Doha,United Kingdom,1,-0.4,No,baggage handling is terrible,baggage handling is terrible,3,Baggage Lost,complaint
1234,2019,6,Economy Class,Family Leisure,Melbourne to Milan via Doha,Australia,1,-0.85,No,"Seats re-assigned, no bassinets available","seats re-assigned, no bassinets available",4,Uncomfortable Seats,complaint
1237,2019,6,Economy Class,Solo Leisure,Sydney to Milan via Doha,Australia,4,-0.8,No,"next flight was 7 hours later, ruined travel plans","next flight was 7 hours later, ruined travel plans",2,Delayed Flight,complaint
1238,2019,6,Economy Class,Business,London to Sydney via Doha,United Kingdom,4,-0.3,Yes,Long delay and poor handling,long delay and poor handling,2,Delayed Flight,complaint
1239,2019,6,Economy Class,Business,Sydney to London via Doha,United Kingdom,1,-0.85,No,Flight cancelled and rebooked on different airline,flight cancelled and rebooked on different airline,2,Delayed Flight,complaint
1240,2019,6,Economy Class,Family Leisure,Singapore to Doha,Singapore,1,-0.8,No,"impossible to cancel booking, upgrade issues","impossible to cancel booking, upgrade issues",0,Poor Customer IFE,complaint
1242,2019,5,Economy Class,Solo Leisure,Dublin to Perth via Doha,Australia,6,0.3,Yes,Late transfer and baggage issues,late transfer and baggage issues,3,Baggage Lost,complaint
1243,2019,5,Economy Class,Family Leisure,Sydney to Paris via Doha,Australia,9,0.85,Yes,denied check in due to visa issue,denied check in due to visa issue,0,Poor Customer IFE,complaint
1245,2019,5,Economy Class,Family Leisure,Munich to Doha,Singapore,5,-0.3,Yes,ground staff rude and unhelpful,ground staff rude and unhelpful,7,Unhelpful/Rude Crew,complaint
1246,2019,5,Business Class,Business,Doha to New York,Bangladesh,9,0.85,Yes,Late flight prevented lounge use.,late flight prevented lounge use.,9,Lounge Experience,complaint
1247,2019,5,Economy Class,Business,Singapore to Oslo via Doha,Singapore,1,-0.8,No,"Luggage missing, delayed compensation process","luggage missing, delayed compensation process",3,Baggage Lost,complaint
1248,2019,5,Economy Class,Family Leisure,Brussels to Bangkok via Doha,Belgium,8,0.7,Yes,limited main course choices,limited main course choices,0,Poor Customer IFE,complaint
1251,2019,5,Business Class,Couple Leisure,Bangkok to Milan via Doha,Greece,8,0.5,Yes,equipment change on first leg,equipment change on first leg,0,Poor Customer IFE,complaint
1252,2019,5,Business Class,Couple Leisure,Milan to Bangkok via Doha,Greece,7,-0.3,Yes,downgraded to old style angled seat,downgraded to old style angled seat,4,Uncomfortable Seats,complaint
1253,2019,5,Economy Class,Couple Leisure,Gatwick to Doha,United Kingdom,3,-0.8,No,Delayed flight and missed connection,delayed flight and missed connection,2,Delayed Flight,complaint
1256,2019,5,Business Class,Business,Singapore to Stockholm via Doha,Germany,3,-0.8,No,baggage lost and not delivered on time,baggage lost and not delivered on time,3,Baggage Lost,complaint
1257,2019,5,Business Class,Solo Leisure,Doha to Hong Kong,Qatar,6,-0.2,Yes,poor choices for breakfast,poor choices for breakfast,1,Poor Food Quality,complaint
1258,2019,5,Business Class,Solo Leisure,Bangkok to Gatwick via Doha,United Kingdom,9,0.75,Yes,"Lounge showers not working, long walk to gate","lounge showers not working, long walk to gate",9,Lounge Experience,complaint
1261,2019,5,Business Class,Business,Gatwick to Jakarta via Doha,United Kingdom,2,-0.8,No,"Woken up too early for food, lounge in Jakarta awful","woken up too early for food, lounge in jakarta awful",9,Lounge Experience,complaint
1262,2019,5,Economy Class,Solo Leisure,Johannesburg to London via Doha,United Kingdom,7,-0.6,No,"rude check-in assistant, food issues","rude check-in assistant, food issues",7,Unhelpful/Rude Crew,complaint
1263,2019,5,Economy Class,Family Leisure,Birmingham to Doha,United Kingdom,7,-0.2,Yes,update wrong Qmiles,update wrong qmiles,0,Poor Customer IFE,complaint
1264,2019,5,Business Class,Business,Stockholm to Singapore via Doha,Germany,4,-0.7,Yes,"chaotic service, slow, wine served late","chaotic service, slow, wine served late",0,Poor Customer IFE,complaint
1265,2019,4,Economy Class,Business,DEL to BCN via DOH,United Kingdom,5,0.2,No,"lost my bag, no value to status customers","lost my bag, no value to status customers",3,Baggage Lost,complaint
