review_id,year,seat_type,type_of_traveller,route,overall_rating_10,sentiment_score,top_praise,frequency,rank
775,2022,Economy Class,Solo Leisure,Barcelona to Kuala Lumpur via Doha,9,0.9,"5* service, pilots great",1,3
777,2022,Business Class,Solo Leisure,Sydney to Doha,10,0.95,service and quality of product just seems to get better and better,1,3
778,2022,Business Class,Solo Leisure,Paris to Doha,10,0.9,high quality service and great dining options,1,3
779,2022,Business Class,Solo Leisure,Doha to Melbourne,10,0.85,service is exceptional,2,2
780,2022,Economy Class,Solo Leisure,Frankfurt to Lahore via Doha,10,0.9,extra ordinary hospitality and co-operation from cabin crew,1,3
782,2022,First Class,Solo Leisure,London to Doha,9,0.7,"cabin staff were excellent, best tasting and presentation i have ever had",1,3
783,2022,First Class,Solo Leisure,Doha to London,8,0.6,"cabin crew were very friendly, entertainment system was tripping",1,3
784,2022,Business Class,Solo Leisure,Sydney to New York via Doha,7,-0.2,excellent service,2,2
785,2022,Economy Class,Solo Leisure,Doha to Kolkata,7,0.8,ms khusboo's hospitality and support,1,3
786,2022,Business Class,Solo Leisure,Bangkok to Edinburgh via Doha,6,-0.7,seats are extremely comfortable and sleeping is relatively easy,1,3
788,2022,Business Class,Solo Leisure,Bangkok to Warsaw via Doha,6,-0.6,catering was very good,1,3
789,2022,Business Class,Couple Leisure,Edinburgh to Muscat via Doha,10,0.95,comfortable with such excellent service,1,3
790,2022,Economy Class,Couple Leisure,Kuala Lumpur to Washington via Doha,10,0.95,excellent caring and professional service,1,3
791,2022,Economy Class,Family Leisure,Cape Town to Helsinki via Doha,10,0.9,air hostesses really made sure that he was catered for,1,3
792,2022,First Class,Family Leisure,Washington to Beirut via Doha,5,-0.6,flight attendants genuinely lovely and warm,1,3
793,2022,Economy Class,Business,Singapore to Copenhagen via Doha,8,0.75,"ife top notch and easy to use, fas are plenty, they pay attention",1,3
794,2022,Business Class,Family Leisure,Riyadh to Milan via Doha,9,0.85,food is the best in airplane,1,3
795,2022,Economy Class,Couple Leisure,Milan to Brisbane via Doha,9,0.9,excellent service provided,1,3
796,2022,Economy Class,Solo Leisure,Johannesburg to Chicago O'Hare via Doha,9,0.85,"excellent seats, food, crew",1,3
797,2022,Premium Economy,Family Leisure,Dallas Fort Worth to Bangalore via Doha,10,0.9,very happy with qatar airways,1,3
798,2022,Economy Class,Family Leisure,Islamabad to Brussels via Doha,10,0.95,service was amazing,1,3
800,2022,Business Class,Solo Leisure,Manila to Atlanta via Doha,10,0.95,"excellent service, great attention to detail",1,3
802,2022,Economy Class,Business,Copenhagen to Singapore via Doha,9,0.8,"ife is world class, food good and improving",1,3
804,2022,Economy Class,Business,Cairo to Houston via Doha,10,0.9,most comfortable flight,2,2
805,2022,Economy Class,Solo Leisure,Kozikhode to Paris via Doha,10,0.95,best quality service from them,1,3
806,2022,Business Class,Solo Leisure,Houston to Mumbai via Doha,10,0.9,business class is a step above the rest,1,3
807,2022,Economy Class,Solo Leisure,Johannesburg to Istanbul via Doha,10,0.9,"excellent meals, professionalism, service",1,3
808,2022,Business Class,Couple Leisure,Manchester to Sydney via Doha,10,0.9,staff were delightful and food was superb,1,3
809,2022,Business Class,Couple Leisure,Dubai to Montreal,10,0.9,staff on both flights were amazing and helpful,1,3
810,2022,Economy Class,Family Leisure,Helsinki to Singapore via Doha,10,0.9,cabin crew and service was excellent,1,3
812,2022,Business Class,Solo Leisure,Philadelphia to Sialkot via Doha,10,0.95,qatar airways is the best airline in the world,1,3
815,2022,Business Class,Couple Leisure,London to Bangkok via Doha,10,0.95,on board service remains 5-star,1,3
816,2022,Economy Class,Solo Leisure,Dubai to Doha,10,0.9,"comfortable seats, good food",1,3
818,2022,Business Class,Family Leisure,Manchester to Colombo via Doha,7,0.7,sofia's service was outstanding and accommodating.,1,3
819,2022,Economy Class,Couple Leisure,London Heathrow to Auckland via Brisbane,10,0.95,qatar airways did not put a foot wrong,1,3
820,2022,Business Class,Couple Leisure,Cairo to Miami via Doha,10,0.9,"outstanding service, world class airport",1,3
821,2022,Economy Class,Family Leisure,Doha to Medina,10,0.85,"food was great, and the crew service was the best",1,3
822,2022,Economy Class,Family Leisure,Adelaide to Zurich via Doha,10,0.95,"staff were so helpful, brilliant onboard entertainment",1,3
826,2022,Economy Class,Solo Leisure,Seattle to Doha,8,0.3,"generous covid policy, great boarding, staff support",1,3
831,2022,Business Class,Business,Brussels to Doha via Dubai,8,0.6,"service was outstanding, good food and drinks in doha lounge",1,3
832,2022,Business Class,Business,Dubai to Doha via Brussels,10,0.9,exceptional friendly service with attention to details,1,3
833,2022,Economy Class,Solo Leisure,Casablanca to Moscow via Doha,10,0.9,everything is over expectations,1,3
835,2021,Business Class,Family Leisure,Chicago to Doha,5,-0.3,"fantastic business class seats, exceptional doha airport lounge",1,3
836,2021,Business Class,Couple Leisure,Abu Dhabi to Brussels via Doha,10,0.95,"perfect flight, super helpful crew",1,3
837,2021,Business Class,Business,Chicago to Doha,10,0.95,unforgettable and memorable flight,1,3
838,2021,Economy Class,Family Leisure,Nairobi to Berlin via Doha,10,0.9,"amazing experience, new comfortable aircraft",1,3
839,2021,Business Class,Business,Kuwait to Johannesburg via Doha,9,0.9,"cabin crew is professional, caring and attentive",1,3
841,2021,Economy Class,Solo Leisure,London to Karachi via Doha,9,0.9,"staff were friendly and helpful, cabin crew did a wonderful job",1,3
842,2021,Economy Class,Business,Doha to London,5,0.1,cabin crew fine,1,3
843,2021,Business Class,Solo Leisure,Phuket to Doha,5,-0.3,service is impeccable.,1,3
845,2021,Economy Class,Family Leisure,Chicago to Kolkata via Doha,10,0.9,"super courteous staff, very clean airport and aircraft",1,3
846,2021,Business Class,Solo Leisure,Hong Kong to Vienna via Doha,10,0.95,one of the top best flight experiences,1,3
847,2021,Business Class,Solo Leisure,Philadelphia to Dubai,10,0.95,"q-suite seats, food, crew",1,3
848,2021,Economy Class,Solo Leisure,Nairobi to Casablanca via Doha,9,0.9,"excellent service, customer centred, great wine and food selection",1,3
849,2021,Business Class,Business,Doha to Sao Paulo,5,-0.75,great qsuite,1,3
850,2021,Economy Class,Solo Leisure,Manchester to Lahore VIA \DOHA,8,0.9,best experience with qatar airways,1,3
851,2021,Business Class,Family Leisure,Doha to Male,8,0.8,"best sleeps ever on a plane, best product on the market",1,3
852,2021,Business Class,Solo Leisure,Dhaka to Atlanta via Doha,10,0.95,"qatar offers on-demand dining, superb food quality",1,3
854,2021,Business Class,Solo Leisure,Stockholm to Doha,8,0.9,"smooth check-in, comfortable seat, perfect service, great covid-handling",1,3
855,2021,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,10,0.95,"ultimate satisfaction, best economy class",1,3
856,2021,Business Class,Solo Leisure,Los Angeles to Bucharest via Dha,10,0.95,amazing job qatar airways,1,3
857,2021,Economy Class,Solo Leisure,Doha to Chicago,9,0.8,cabin services were good,1,3
858,2021,Business Class,Solo Leisure,Chicago to Doha,10,0.8,"amenities are impeccable, fas services were personal and warm",1,3
859,2021,Business Class,Business,San Francisco to Brisbane via Doha,10,0.9,qr experience was top notch,1,3
860,2021,Economy Class,Family Leisure,Hyderabad to Frankfurt via Doha,10,0.8,great service from qatar airways,1,3
863,2021,Economy Class,Solo Leisure,Islamabad to Tokyo via Doha,7,0.2,friendly crew on the flight to tokyo,1,3
865,2021,Economy Class,Solo Leisure,San Francisco to Islamabad via Doha,8,0.8,food is good and the service awesome,1,3
866,2021,Business Class,Couple Leisure,Cape Town to Larnaca via Doha,7,-0.3,service on board was efficient and friendly,1,3
867,2021,Economy Class,Solo Leisure,Doha to Clark,8,0.6,overall service was good as usual,1,3
868,2021,Business Class,Couple Leisure,Dallas to Doha,10,0.95,best flight ever taken,1,3
869,2021,Economy Class,Solo Leisure,New York to Nairobi via Doha,7,0.8,two wonderful cabin crew members made the trip bearable,1,3
870,2021,Business Class,Family Leisure,Munich to Doha,9,0.75,staff were incredibly friendly and always on hand,1,3
871,2021,Economy Class,Family Leisure,Erbil to Seattle via Doha,9,0.85,"wonderful experience, delicious food",1,3
872,2021,Business Class,Solo Leisure,Lagos to London via Doha,9,0.85,cabin crew were genuinely pleasant and warm,1,3
873,2021,Economy Class,Business,Rome to Jakarta via Doha,9,0.85,cabin crew are very kind and available,1,3
874,2021,Economy Class,Solo Leisure,Casablanca to Phuket via Doha,10,0.9,"professional, helpful customer service",1,3
875,2021,Economy Class,Family Leisure,Dubai to Houston via Doha,9,0.9,"professional, polite and helpful staff",1,3
876,2021,Economy Class,Solo Leisure,Kyiv to Montreal via Doha,10,0.8,"excellent service, nice food, good amenities",1,3
877,2021,Business Class,Couple Leisure,Boston to Cape Town via Doha,10,0.95,extremely helpful and courteous staff,1,3
878,2021,Economy Class,Solo Leisure,Vienna to Jeddah via Doha,10,0.9,top inflight service by friendly and smiling crew,1,3
880,2021,Economy Class,Solo Leisure,"Kigali to Copenhagen via Entebbe, Doha",9,0.8,"elite treatment, attentive crew, good food options",1,3
881,2021,Economy Class,Family Leisure,Kathmandu to Philadelphia via Doha,9,0.9,very comfortable and good hospitality,1,3
882,2021,Economy Class,Solo Leisure,Johannesburg to Frankfurt via Doha,10,0.8,"exceptional cabin staff, especially the stewardess attending to me",1,3
883,2021,Economy Class,Business,Colombo to Doha,9,0.9,service for the customers so immense and caretaking,1,3
885,2021,Economy Class,Family Leisure,Dhaka to London via Doha,10,0.8,"excellent services, changed tickets multiple times without extra cost",1,3
886,2021,Business Class,Solo Leisure,Dubai to San Francisco via Doha,10,1.0,best business class by far,1,3
887,2021,Economy Class,Couple Leisure,Warsaw to Maldives via Doha,10,0.95,truly first-class treatment by petra,1,3
888,2021,Business Class,Solo Leisure,Doha to London,10,0.95,cabin crew fantastic and couldn’t be any more attentive,1,3
892,2021,Economy Class,Family Leisure,Auckland to Doha,10,0.9,flight attendants very friendly and helpful,1,3
893,2021,Economy Class,Solo Leisure,Bangkok to Vienna via Doha,10,0.9,everything was organized well and did not pose any stress for the passenger,1,3
894,2021,Economy Class,Solo Leisure,Dubai to Miami via Doha,10,0.9,crew were lovely and so helpful,1,3
895,2021,Economy Class,Business,Manila to Miami via Doha,10,0.95,"outstanding service, food great, flight attendant ben excellent",1,3
896,2021,Economy Class,Solo Leisure,Cairo to Los Angeles via Doha,10,0.9,such a wonderful experience,1,3
897,2021,Economy Class,Solo Leisure,Singapore to Munich via Doha,9,0.9,"extremely supportive staff, commendable quality of food and services",1,3
898,2021,Business Class,Solo Leisure,Berlin to Doha,7,-0.2,impeccable service with decent food,1,3
899,2021,Economy Class,Solo Leisure,Paris to Male via Doha,10,0.95,"best experience, perfect service",1,3
901,2021,Economy Class,Solo Leisure,Doha to San Francisco,10,0.95,"the best airline, phenomenal service",1,3
902,2021,Economy Class,Solo Leisure,Boston to Mumbai via Doha,10,0.9,overall a really pleasant journey with qatar airways,1,3
904,2021,Economy Class,Family Leisure,Melbourne to Dubai via Doha,10,0.95,flight attendants provided personal care,1,3
906,2021,Economy Class,Solo Leisure,Manila to Doha,9,0.8,infight filipino crew were the best,1,3
907,2021,Business Class,Business,Lagos to Jakarta via Doha,9,0.9,friendly gestures from the flight attendants,1,3
908,2021,Economy Class,Business,Helsinki to Doha,10,0.9,"impeccable service, great attitude",1,3
909,2021,Business Class,Solo Leisure,Bangkok to New York via Doha,10,0.9,qsuite is great for a long flight,1,3
910,2021,Economy Class,Solo Leisure,Delhi to Barcelona via Doha,9,0.85,"high quality meals, friendly crew",1,3
911,2021,Economy Class,Solo Leisure,Boston to Beirut via Doha,10,0.9,"welcoming, safe, attentive to details",1,3
912,2021,Business Class,Family Leisure,Montreal to Sydney via Doha,9,0.9,"consistent care, genuinity and hospitality of the cabin crew",1,3
913,2021,Business Class,Business,Cochin to Durban via Doha,8,0.8,cabin crew was the best till date,1,3
914,2021,Economy Class,Solo Leisure,Doha to Montreal,10,0.9,onboard services were simply unparalleled,1,3
915,2021,Economy Class,Family Leisure,Hyderabad to Boston via Doha,10,0.9,in flight service is great,1,3
919,2021,Business Class,Solo Leisure,Washington to Johannesburg via Doha,10,0.95,"everything worked, staff friendly and attentive",1,3
920,2021,Business Class,Solo Leisure,Chicago to Beirut via Doha,10,0.9,all expectations were exceeded,1,3
921,2021,Economy Class,Solo Leisure,Islamabad to Basra via Doha,10,0.9,"genuine loyalty awards, world class services",1,3
922,2021,Economy Class,Solo Leisure,Dublin to Kuala Lumpur via Doha,8,0.9,cabin crew doing good jobs,1,3
923,2021,Business Class,Couple Leisure,Dallas Ft Worth to Colombo via Doha,9,0.9,"qsuites are fabulous and give privacy, cabin service and food is exquisite",1,3
924,2021,Economy Class,Solo Leisure,Zagreb to Bangkok via Doha,10,0.95,"staff and crew members are very professional, kind and helpful",1,3
925,2021,Business Class,Business,Bucharest to Yerevan via Doha,9,0.9,"wonderful experience, staff polite and helpful",1,3
926,2021,Economy Class,Solo Leisure,Dallas to Bangkok via Doha,10,0.95,"amazing airplane food, reliable, punctual",1,3
927,2021,Economy Class,Business,Doha to Bengaluru,10,0.95,in-flight ambience and services are extraordinary,1,3
928,2021,Economy Class,Solo Leisure,Najaf to Nairobi via Doha,8,-0.3,amazing service and food on the next flight,1,3
929,2021,Business Class,Couple Leisure,Seattle to Islamabad via Doha,10,0.95,front runner and the best,1,3
930,2021,Economy Class,Solo Leisure,Bangkok to Stockholm via Doha,10,0.95,super service on the flight and in the lounge,1,3
931,2021,Economy Class,Couple Leisure,Bangkok to London via Doha,10,0.95,"modern, clean aircraft and cabin crew were very polite",1,3
932,2021,Economy Class,Solo Leisure,Kuala Lumpur to Karachi via Doha,10,0.9,cabin crew anushka provided excellent service,1,3
934,2021,Business Class,Business,Kuala Lumpur to Basra via Doha,10,0.8,very customer centric cabin crew,1,3
935,2021,Economy Class,Family Leisure,Lahore to London via Doha,10,0.9,hospitable attitude of cabin crew,1,3
936,2021,Economy Class,Family Leisure,Chicago to Nairobi via Doha,10,0.9,"staff welcoming and hospitable, food served, crew friendly",1,3
937,2021,Economy Class,Solo Leisure,Seattle to Bangkok via Doha,10,0.9,everything about my flight was great,1,3
938,2021,Business Class,Solo Leisure,Erbil to Los Angeles via Doha,10,0.9,"luxury, amicable team, terrific services",1,3
939,2021,Business Class,Business,New York JFK to Dhaka,10,1.0,the best airline i have flown so far,1,3
940,2021,Economy Class,Solo Leisure,Seoul to Johannesburg via Doha,9,0.9,"friendly and kind staff, vegetarian meals with no hassles",1,3
941,2021,Business Class,Couple Leisure,Houston to Karachi via Doha,10,0.9,onboard service excellent.,1,3
942,2021,Economy Class,Solo Leisure,Jakarta to Rome via Doha,10,0.95,excellent service on board,1,3
943,2021,Business Class,Business,Montreal to Melbourne via Doha,10,0.95,"best service experience, patricia's commitment",1,3
944,2021,Economy Class,Business,London Heathrow to Basra via Doha,9,0.9,"comfortable, covid safe experience",1,3
945,2021,Economy Class,Business,Algiers to Doha,10,0.9,excellent service and so kind staff,1,3
946,2021,Economy Class,Family Leisure,Chicago to Hyderabad via Doha,10,0.95,"outstanding service level, above our expectations",1,3
947,2021,Business Class,Solo Leisure,Stockholm to Bangkok via Doha,10,0.95,"outstanding service level, pleasant and attendant staff, superb onboard catering",1,3
948,2021,Business Class,Couple Leisure,Boston to Singapore via Doha,10,0.9,"extraordinary service, comfortable journey",1,3
949,2021,Economy Class,Family Leisure,Chennai to San Francisco via Doha,10,0.9,delisha cabin crew attendant was kind and caring,1,3
950,2021,Business Class,Business,Muscat to Manchester via Doha,9,0.8,qatar airways are truly the best at bc,1,3
951,2021,Economy Class,Solo Leisure,Lahore to Dublin via Doha,10,0.9,best service to the customers,1,3
952,2021,Economy Class,Solo Leisure,Johannesburg to Barcelona via Doha,10,0.9,"attentive crew, tasty food and beverage service",1,3
954,2021,Economy Class,Solo Leisure,Kathmandu to Doha,10,0.9,ms hui from japan was outstanding,1,3
956,2021,Economy Class,Couple Leisure,Amsterdam to Bangkok via Doha,8,0.8,best food on a plane,1,3
957,2021,Economy Class,Solo Leisure,Doha to Sao Paulo GRU via London,10,0.95,"impeccable service standards, clean a350, young kind hearted south african cabin crew lady",1,3
958,2020,Economy Class,Family Leisure,Doha to Beirut,10,0.9,"food was amazing, entertainment content is amazing",1,3
959,2020,Business Class,Solo Leisure,Bucharest to Nairobi via Doha,10,0.9,"amazing services, very professional staff",1,3
960,2020,Business Class,Solo Leisure,Sofia to Doha via Adelaide,10,0.95,service on qatar is impeccable,1,3
962,2020,Business Class,Solo Leisure,Paris to Cape Town via Doha,10,0.95,everything went perfect,1,3
963,2020,Economy Class,Business,Mogadishu to Chicago via Doha,10,0.95,"outstanding service, crew care, hygiene",1,3
964,2020,Economy Class,Solo Leisure,Stockholm to Doha,10,0.9,"crew members did great job, friendly and caring",1,3
965,2020,Economy Class,Solo Leisure,Zvartnots to Los Angeles via Doha,10,0.85,"comfortable seat, friendly service, great ticket price",1,3
966,2020,Economy Class,Solo Leisure,Kigali to New York via Doha,10,0.85,the services were superb and the food was delicious,1,3
968,2020,Business Class,Solo Leisure,Jakarta to London via Doha,10,0.95,absolutely brilliant airline,1,3
969,2020,Economy Class,Business,Zagreb to Basra via Doha,10,1.0,everything was exceptional,1,3
970,2020,Business Class,Couple Leisure,Sydney to London via Doha,4,-0.2,"service was exemplary, food delicious.",1,3
971,2020,Premium Economy,Couple Leisure,Copenhagen to Bangkok via Doha,10,0.95,qatar airways is the best,1,3
972,2020,Economy Class,Family Leisure,Doha to Islamabad,7,-0.3,service was excellent on repatriation flight,1,3
973,2020,Economy Class,Solo Leisure,Zurich to Tokyo Narita via Doha,9,-0.2,"staff extremely friendly, attentive and caring",1,3
975,2020,Economy Class,Solo Leisure,Dhaka to New York,10,0.9,"delightful service, good food, nice aircrafts, fantastic cabin crew",1,3
976,2020,Economy Class,Family Leisure,Bucharest to Zanzibar via Doha,10,0.9,crew was amazing with us and our baby,1,3
978,2020,Economy Class,Solo Leisure,Dhaka to Bermuda via New York,10,0.95,service is top notch,1,3
979,2020,Economy Class,Solo Leisure,Rome to Manila via Doha,10,0.85,"great halal food and snacks, good selection of inflight entertainment",1,3
980,2020,Economy Class,Business,Nairobi to Istanbul via Doha,9,0.9,customer service is superb,1,3
981,2020,Economy Class,Family Leisure,Doha to Manchester,10,0.95,massive thanks to qatar airways,1,3
983,2020,Economy Class,Solo Leisure,Chicago to Kuala Lumpur via Doha,10,0.9,wonderful employees of your airline,1,3
984,2020,Economy Class,Business,Cape Town to Amman via Doha,10,0.9,take good care of passengers,1,3
985,2020,Economy Class,Family Leisure,Kathmandu to Washington Dulles via Doha,9,0.85,"service was excellent, as always",1,3
986,2020,Economy Class,Solo Leisure,London Heathrow to Seoul Incheon via Doha,9,0.85,great selection of food and cabin crew were friendly,1,3
987,2020,Economy Class,Business,Tehran to Stockholm via Doha,10,0.9,qatar airways is one of the best airlines in the world,2,2
988,2020,Economy Class,Family Leisure,Erbil to Frankfurt via Doha,10,1.0,"best airline, tasty food, polite staff, always on time",1,3
989,2020,Economy Class,Solo Leisure,London to Perth via Doha,10,0.85,really good flight and service during a stressful time,1,3
990,2020,Economy Class,Business,Athens to Tehran via Doha,8,0.3,"warm hospitality of cabin crew, on time departure and landing",1,3
991,2020,Business Class,Business,Kuala Lumpur to Milan via Doha,10,0.95,high quality of the service both business and economy,1,3
992,2020,Economy Class,Couple Leisure,Prague to Male via Doha,10,0.95,truly tries to please their passengers,1,3
993,2020,Economy Class,Solo Leisure,New York to Singapore via Doha,10,0.95,"unparalleled flight, food, comfort",1,3
994,2020,Economy Class,Solo Leisure,Doha to Colombo,10,0.9,cabin crew was very helpful,1,3
995,2020,Economy Class,Solo Leisure,Beirut to Los Angeles via Doha,10,0.95,"quality, service, flexibility, hospitality",1,3
997,2020,Economy Class,Solo Leisure,Perth to Zurich via Doha,10,0.9,very professional and always felt safe,1,3
998,2020,Economy Class,Solo Leisure,Kuala Lumpur to Doha,10,0.9,outstanding onboard staff service,1,3
999,2020,Business Class,Solo Leisure,Kuwait to Dallas Ft Worth via Doha,10,0.9,"flight crew, food, entertainment",1,3
1000,2020,Economy Class,Solo Leisure,Sulaymaniyah to Manchester via Doha,10,0.9,always fly with qatar airways,1,3
1001,2020,Economy Class,Couple Leisure,Tblisi to Chicago via Doha,9,0.8,refund processed promptly,1,3
1002,2020,Economy Class,Family Leisure,Islamabad to London via Doha,10,0.9,excellent service provided by the ground staff and cabin crew,1,3
1003,2020,Economy Class,Solo Leisure,Brisbane to Doha,10,0.8,qatar ground staff were amazing,1,3
1004,2020,Economy Class,Business,Doha to Dallas,10,0.9,"delicious food, wide legroom, good entertainment",1,3
1006,2020,Economy Class,Solo Leisure,Lisbon to Doha,9,0.95,"extremely nice, caring and helpful",1,3
1007,2020,Economy Class,Couple Leisure,Amman to Bangkok via Doha,9,0.85,service before and on the plane was top class,1,3
1008,2020,Business Class,Business,Milan to Auckland via Doha/Sydney,10,0.9,"service was friendly, helpful and top-class",1,3
1009,2020,Economy Class,Solo Leisure,Doha to Nairobi,10,0.9,best airline i know,1,3
1010,2020,Business Class,Solo Leisure,Melbourne to Madrid via Doha,10,0.95,everything was wonderful,1,3
1011,2020,Economy Class,Family Leisure,Barcelona to Tokyo via Doha,10,0.9,"service is great, food is very good, staff is nice, entertainment is great",1,3
1012,2020,Economy Class,Solo Leisure,Los Angeles to Berlin via Doha,10,0.9,"excellent customer service, comfortable seats, great entertainment selection",1,3
1013,2020,Economy Class,Solo Leisure,Perth to London via Doha,10,0.95,everything was perfect,3,1
1014,2020,Business Class,Family Leisure,Beirut to Chicago via Doha,10,0.9,staff are extremely helpful and friendly,1,3
1015,2020,Economy Class,Family Leisure,Melbourne to Athens via Doha,10,0.8,qatar acted fairly and empathetically,1,3
1016,2020,Economy Class,Solo Leisure,Doha to Manila,10,0.9,crew was accommodating and prompt,1,3
1017,2020,Economy Class,Couple Leisure,Bangalore to Berlin via Doha,10,0.95,"caring, attentive cabin crew",1,3
1018,2020,Economy Class,Solo Leisure,Lahore to London via Doha,10,0.85,amazing staff and great experience,1,3
1019,2020,Business Class,Solo Leisure,Kuala Lumpur to London via Doha,10,0.95,"qsuite was perfect, extremely comfortable bed",1,3
1020,2020,Economy Class,Solo Leisure,Dallas to Stockholm via Doha,10,0.95,everything is extremely organized,1,3
1022,2020,Business Class,Solo Leisure,Melbourne to Miami via Doha,10,0.95,service and attention to detail was superb,1,3
1023,2020,Economy Class,Couple Leisure,Washington to Frankfurt via Doha,10,0.9,"outstanding service over the phone, on the app and in person",1,3
1025,2020,Economy Class,Couple Leisure,Kathmandu to Dallas via Doha,10,0.9,love to fly with qatar airways,1,3
1026,2020,Business Class,Business,Chicago to Sydney via Doha,10,0.9,qsuite is possibly the best business class product available,1,3
1028,2020,Economy Class,Solo Leisure,Melbourne to Paris via Doha,10,0.95,"cabin crew were fantastic, especially the female crew who took care of my mother",1,3
1029,2020,Economy Class,Couple Leisure,Amritsar to Vancouver via Doha,8,-0.2,nice crew members,1,3
1030,2020,Economy Class,Couple Leisure,Milan to Male via Doha,10,1.0,qatar airways is the most beautiful airways in the world,1,3
1031,2020,Economy Class,Family Leisure,Manchester to Doha,10,0.95,"excellent customer service, cabin crew looked after us",1,3
1032,2020,Economy Class,Family Leisure,Frankfurt to Sydney via Doha,10,1.0,"perfect food, perfect crew",1,3
1033,2020,Economy Class,Business,Perth to Vienna via Doha,10,0.9,"comfortable seats, excellent meals, friendly staff",1,3
1034,2020,Business Class,Couple Leisure,Yangon to Zurich via Doha,10,0.9,"high class service level, excellent cleanliness",1,3
1035,2020,Business Class,Family Leisure,New York to Hyderabad via Doha,10,0.9,fantastic service! price was a steal,1,3
1036,2020,Economy Class,Business,Budapest to Melbourne via Doha,10,0.9,real kindness,1,3
1037,2020,Economy Class,Family Leisure,Auckland to Helsinki via Doha,10,0.8,crew was attentive and prompt,1,3
1038,2020,Economy Class,Family Leisure,Toronto to Chennai via Doha,10,0.9,"very patient, most helpful, empathetic",1,3
1039,2020,Economy Class,Couple Leisure,Manchester to Nairobi via Doha,9,0.85,"cabin crew kind and attentive, great service and meals",1,3
1040,2020,Economy Class,Solo Leisure,Prague to Kathmandu via Doha,9,0.85,"generally very satisfied, above expectations",1,3
1041,2020,Economy Class,Solo Leisure,Frankfurt to Sydney via Doha,10,0.9,got my daughter home safe and sound,1,3
1042,2020,Economy Class,Solo Leisure,London to Melbourne via Doha,10,0.85,"lovely staff at qatar check-in, very helpful",1,3
1043,2020,Economy Class,Couple Leisure,Doha to Kuala Lumpur,9,0.8,seat is really good,1,3
1044,2020,Economy Class,Family Leisure,Helsinki to Delhi via Delhi,7,0.3,good service from helsinki to doha,1,3
1045,2020,Economy Class,Couple Leisure,Phuket to London via Doha,10,0.95,"super friendly, best food on a plane",1,3
1048,2020,Business Class,Couple Leisure,Adelaide to London via Doha,10,0.95,qsuite is every bit as good as advertised,1,3
1049,2020,Economy Class,Solo Leisure,Doha to Cochi,10,0.9,cabin crew staff miss sakie is impressive and helpful,1,3
1050,2020,Economy Class,Couple Leisure,London to Doha,5,0.2,"friendly staff, on time departure",1,3
1051,2020,Economy Class,Business,Los Angeles to Doha,10,0.9,"kindness of cabin crews, very polite and helpful",1,3
1052,2020,Economy Class,Business,Johannesburg to Danang via Doha,2,-0.8,ife and wifi worked well,1,3
1053,2020,Business Class,Couple Leisure,Phuket to Frankfurt via Doha,5,-0.2,"great, really good service",1,3
1054,2020,Economy Class,Couple Leisure,Amman to Sydney via Doha,10,0.9,cabin crew services compare to business and first class,1,3
1055,2020,Economy Class,Solo Leisure,Birmingham to Goa via Doha,4,-0.6,stewards were very good,1,3
1056,2020,Business Class,Solo Leisure,Doha to Sydney,10,0.95,a380 business seats are the best,1,3
1057,2020,Business Class,Business,Bucharest to Sydney via Doha,10,0.8,cabin crew are polished and polite,1,3
1058,2020,Business Class,Couple Leisure,Bangkok to Oslo via Doha,10,0.9,best business class flight ever,1,3
1060,2020,Business Class,Solo Leisure,Washington to Doha,7,0.1,on board service is high standard,1,3
1061,2020,Economy Class,Family Leisure,London to Bali via Doha,10,0.9,"cabin staff very helpful and caring, entertainment excellent",1,3
1062,2020,Economy Class,Couple Leisure,Sydney to London via Doha,8,0.8,"staff were lovely and quite accommodating, food was delicious and exotic",1,3
1063,2020,Economy Class,Solo Leisure,Lahore to Najaf via Doha,8,0.8,outstanding service and professional behaviour,1,3
1064,2020,Business Class,Business,Beirut to Doha,10,0.9,"service is incredible, food was amazing",1,3
1065,2020,Economy Class,Solo Leisure,Auckland to St Petersburg via Doha,9,0.9,"incredibly professional, stress free",1,3
1066,2020,Business Class,Solo Leisure,Singapore to Istanbul via Doha,8,0.8,"food, service and design were topnotch",1,3
1067,2020,Economy Class,Couple Leisure,Manchester to Bangkok via Doha,10,0.8,"seats comfy, food and service excellent",1,3
1068,2020,Economy Class,Solo Leisure,Perth to Doha,10,0.95,"service is truly excellent, food really good",1,3
1070,2020,Business Class,Couple Leisure,Edinburgh to Perth via Doha,10,0.85,"smiling high quality service, toilets were constantly refreshed, seats were comfortable, food was superior to some top grade hotels",1,3
1072,2020,Business Class,Business,Dallas Ft Worth to Doha,10,0.9,outstanding service team led by karen and grace,1,3
1073,2020,Business Class,Couple Leisure,Gatwick to Denpasar via Doha,8,0.9,qsuite is the best business class offering i have travelled in,1,3
1074,2020,Business Class,Couple Leisure,Houston to Kochi via Doha,10,0.95,"q suite was wonderful, beds were made by the staff",1,3
1076,2020,Business Class,Solo Leisure,Manchester to Da Nang via Doha,10,0.9,"absolutely brilliant service, great choice of entertainment and food was of the best quality",1,3
1077,2020,Economy Class,Couple Leisure,Amritsar to Atlanta via Doha,10,0.9,cabin crew helped a lot,1,3
1078,2020,Economy Class,Family Leisure,Melbourne to Doha,7,0.6,"seats were comfy, in-flight entertainment good",1,3
